2019,Alba,ABCD 435,6417513104356,Pehr Henrik Nordgren ,Nordgren: As in a Dream,Marko Ylonen; Lilli Maijala; Olivier Thiery; Ostrobothnian Chamber Orchestra,1,Hybrid SACD,14.81,22.99,"How could we find even a rough common denominator for composers such as Anders Eliasson, Pehr Henrik Nordgren, Jean-Louis Florentz, Yevgeni Stankovitch, Tristan Keuris, Kalevi Aho, Peter Lieberson, Gérard Grisey, Tristan Murail, Peter Michael Hamel, Claude Vivier, Ragnar Söderlind, Christopher Rouse, Lepo Sumera or Olivier Greif? An incredibly potent and creative generation found its voice - a generation whose potential has still not been comprehensively explored and that still has not become an integral part of the international concert repertoire. We live in exciting times. We are just beginning to appreciate the significance, originality, and mastery of these composers in their endless diversity, and to sense the influence their music already has and will continue to exert on future generations.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20435&medium=phydig,01 Classical,Classical,,Finland,,,,,,,,,,,,,,,,,,,,,,
2019,Alba,ABCD 438,6417513104387,Robert Schumann ,Schumann: The Violin Sonatas,Eriikka Maalismaa; Emil Holmstrom,1,CD,14.81,22.99,"This new release features Schumann violin sonatas played with period instruments, including an Anselmo Bellosio violin, ca. 1770 with Gut strings and an Erard piano, serial number 32602, built in 1862. Maalismaa and Holmström have worked as a duo since 2011. They are co-directors of both the Ristiveto Festival, which specializes in performing late 19th-century music on period instruments, and the Classical Hietsu concert series in Helsinki. Finnish violinist Eriikka Maalismaa plays in a variety of ensembles and collectives and visits frequently as leader of orchestras. She is fascinated by saying Yes to things that scare her. Performing music of our time as well as collaborating with composers is one of her biggest interests. She finds it a musician's duty and a privilege. As a quite natural part of the profession, Eriikka loves setting her violin up with raw gut strings and finding sounds and colors that are no longer available to listeners of modern-day instrumentalism. Emil Holmström has performed as a soloist, chamber musician, and ensemble keyboard player throughout Europe, the Americas, Japan, and Australia. He appears frequently at Finnish music festivals and concert series and has been a featured soloist with the Finnish Radio Symphony Orchestra, the Lapland Chamber Orchestra, and the Lahti Symphony Orchestra. An ardent champion of new music, Holmström is a member Finnish groups defunensemble, the Uusinta Ensemble, and the Tristero Piano Trio, and plays as a regular guest with the Avanti! Chamber Orchestra.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20438&medium=phy,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2019,Alba,ABCD 439,6417513104394,Jehan Alain; Niels Burgmann; Lars Karlsson; Jack Mattsson; Francis Poulenc; Charles Marie Widor ,Erica Nygard & Niels Burgmann: Momentum,Erica Nygard; Niels Burgmann,1,CD,14.81,22.99,"Francis Jean Marcel Poulenc was largely self-educated as a composer, becoming one of the group of young French composers known as Les Six thanks to the influence of Erik Satie. For decades after his death his reputation remained that of a lightweight, humorous composer, although more recently attention has been paid to his serious works including chamber music, choral music and opera. Jack Mattsson was a Finnish church musician, conductor and flautist from Åland. His easily accessible music has gained great popularity amongst a broad range of listeners. Although primarily known for his choral compositions, Niels Burgmann also composes chamber music and solo works. His music is characterized by an interest in the exploration of timbre, combined with a profound feeling for melody. Also originating from Åland, Lars Karlsson is one of the most renowned living Finnish composers. For many years he taught composition and music theory at the Sibelius- Academy in Helsinki. His oeuvre contains chamber music, works for organ, two symphonies and the opera Rödhamn. The French organist and composer Jehan Ariste Alain was born into a family of musicians - his father and siblings were pianists and organists. He was influenced by both the French musical scene of the time, and by his interest in the music and philosophy of the Far East. As such he is sometimes considered an oddity amongst French composers. His short career as a composer ended tragically when he was killed on duty in the Second World War.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20439&medium=phy#,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA414,3760014194146,Gabriel Faure ,Faure: Nocturnes,Eric Le Sage,1,CD,14.81,22.99,"With their poetry, their passionate and intimate lyricism, their refined style that gradually reveals hidden depths, the thirteen Nocturnes of Gabriel Fauré are the most significant group of works in his oeuvre for solo piano. Composed over a period of forty-six years (between 1875 and 1821), they bear witness to the composer's remarkable stylistic evolution. From a form of expression rooted in romanticism, to an aesthetic fully aligned with 20th-century modernity, Fauré can be said to have shaped his musical personality like a sculptor. His Nocturnes are not all of equal importance, but as a whole their diversity and development offer a perfect panorama of his art. Éric Le Sage, one of the French piano school's main representatives, whose many recordings for Alpha include the complete chamber music of Fauré, here interprets the repertoire closest to his heart.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA414&medium=phy,01 Classical,Classical,,Austria,2018 Association Internationale de Musique de Chambre (AIM'),1018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA451,3760014194511,Johann Sebastian Bach ,Bach: The Well-Tempered Clavier Book II,Celine Frisch,2,CD,14.81,22.99,"Two years after releasing her album dedicated to Book I of J.S. Bach's Well-Tempered Clavier, Céline Frisch now presents the second volume of this musical landmark. Bach compiled Book II in 1744, twenty-two years after Book I. It took until 1801 for both volumes to be printed: from then until the present day they have inspired countless composers. After a series of recordings with the Ensemble Zimmermann she helped to found, Céline Frisch returns to the harpsichord recital, for a programme of this, her very favourite music. Through these preludes and fugues, she reminds us that far from being technical exercises, the Well- Tempered Clavier is a work of pure pleasure and constant renewed discovery. As Robert Schumann declared: 'You should frequently play the fugues of the great masters, particularly those of J.S. Bach. Make the Well-Tempered Clavier your daily bread.'",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA451&medium=phy,01 Classical,Classical,,Netherlands,2019 Céline Frisch,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Antarctica,AR 013,0608917731323,Piet Jozef Swerts ,Swerts: Insight Your Inside - 24 Straight Strung Piano Sonatas,Piet Jozef Swerts ,2,CD,19.49,29.99,"Piet Jozef Swerts is one of Belgium's prime composers of accessible music in the postmodernist vein. On his first Antarctica release, he sets himself the considerable challenge of assembling a largescale piano texture from smaller sonatas without relying on worn out romantic formats. Following the example of Bach's Wohltemperierte Klavier, Swerts writes and plays polyphonic music with a modern twist, taking off with Scarlatti at his jazziest, but also echoing Mozart, Wagner, and Purcell. Framed in the Baroque tradition, the new music of Swerts sounds scintillatingly smart, but not cerebral. And his straight strung piano embodies the old-new paradox by fusing modern Steinway comfort with the color and register versatility of a pianoforte.",,https://b2b.naxosusa.com/Album.aspx?product=AR%20013&medium=phy,01 Classical,Classical,,Netherlands,,2019 AR 013,,,,,,,,,,,,,,,,,,,,
2019,ARC,EUCD2827,5019396282728,Various ,Olcay Bayir: Ruya - Dream for Anatolia,Olcay Bayir,1,CD,14.81,22.99,"Olcay Bayir's music is a natural marriage of her time-honored Anatolian heritage and the vibrant, eclectic sounds of London, which she now calls home. Classically trained as a soprano, collaborations with musicians from all around the world have informed Olcay's music as much as the rich tradition of Kurdish and Turkish folk songs of her youth. This album, arranged and produced by Al MacSween and Giuliano Modarelli, exemplifies this and bears the musical stamp of their world-jazz collective Kefaya- a lilting west African feel somehow sits comfortably with Kurdish song Ferze, and the traditional Cypriot dance song Dolama is restructured with a catchy melodic hook and a groove that builds to an ecstatic climax. Olcay prefers to think of herself as a citizen of the world, an identity carved moving from place to place, absorbing cultural influences along the way. Reviews for Olcay Bayir: "a real treat for the ears" (Rootsworld); "enchanting" (Inside World Music); "exquisite" (The Guardian).",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2827&medium=phy,30 World/Int'l.,World,World|Turkish,Austria,,"2019, ARC Music Productions Int. Ltd.",,,,,,,,,,,,,,,,,,,,
2019,ARC,EUCD2834,5019396283428,Various ,Ahmed Mukhtar: Visions of Iraq,Ahmed Mukhtar,1,CD,14.81,22.99,"Born in Baghdad, Ahmed Mukhtar has been playing the oud and Arabic percussion since 1979. In 1983, he began studying both the oud and percussion at the Institute of Fine Arts in Baghdad. A few years later, in 1990, he attended the High Institute of Music in Damascus where he continued his studies of the oud and Western percussion. In 1999, Mukhtar earned an MA from the London College of Music, and in 2003, he received an MA in Performance with a focus on Middle-Eastern and Arabic music from SOAS (the School of Oriental and African Studies), London. In this latest album, Mukhtar performs ancient, new, and improvised pieces from the rich jewel of the Middle East- Iraq. Accompanied on flamenco guitar, string quartet and percussion, Mukhtar shows us the beauty of Iraqi musical heritage.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2834&medium=phy,30 World/Int'l.,World,World,Austria,,"2019, ARC Music Productions Int. Ltd.",,,,,,,,,,,,,,,,,,,,
2019,ARC,EUCD2835,5019396283527,Various ,Journey to the Middle East,Various,1,CD,11.69,17.99,"This compilation takes the listener on a musical journey throughout the Middle East, with tracks from Cyprus, Egypt, Persia, Iraq, Israel, Lebanon, Syria and Turkey, all tried and tested music put together in a stunningly presented album. Artists include Hossam Ramzy, Zohreh Jooya, Dastan Trio, Ahmed Mukhtar, The Burning Bush and more. Notable features on this release include 'Planet Egypt,' performed by Hossam Ramzy and Phil Thornton, which is a powerful piece that is a call and response, creating a dynamic exchange of phrases, as well as 'Midnight Sun' performed by the Dastan Trio. The Dastan Trio is the result of a long term collaboration and innovative approach taken by its creators, Pejman Hadadi, Hossein Behroozi-Nia, and Hamid Motebassem, all from Iran. The music is mostly improvised and played on traditional instruments.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2835&medium=phy,30 World/Int'l.,World,World,Austria,,"2019, ARC Music Productions Int. Ltd.",,,,,,,,,,,,,,,,,,,,
2019,ARC,EUCD2836,5019396283626,Various ,The Very Best of Africa,Various,1,CD,11.69,17.99,"Music is woven into the fabric of Africa and is as vast and varied as the continent's many regions, nations, and ethnic groups. From traditional songs to contemporary compositions by inspired artists, ARC Music presents in this compilation of artists from all over Africa. Featured artists include Afrika Mamas, an all-female musical group hailing from South Africa who perform a song written by the group's leader, Insingizi a cappella trio who come from Zimbabwe, Gondwana Dawn children's choir, Gabriella Ghermandi from Ethiopia and more. The compilation was curated by Julia Beyer, director of ARC Music, who is well-known for leading the label into new, successful world music initiatives.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2836&medium=phy,30 World/Int'l.,World,World|Africa,Austria,,"2019, ARC Music Productions Int. Ltd.",,,,,,,,,,,,,,,,,,,,
