2018,Affetto Records,AF1805,888295694124,Samuel Barber; Amy Beach; Cecile Chaminade; Heather Fetrow; George Frideric Handel; Libby Larsen; Alan Jay Lerner; Frederick Loewe; Jules Massenet; Fanny Mendelssohn; Douglas Moore; Francis Poulenc; Paola Prestini; Sergei Rachmaninoff; Gity Razaz; Virginia Seay; Stephen Sondheim; Barbara Strozzi,Heather Fetrow: Voices of Women - From Unkown to Renowned,Heather Fetrow; Mila Henry; Rebecca Obert,1,CD,13.25,20.99,"Voices of Women: From Unknown to Renowned began as an idea in a workshop soprano and album producer Heather Fetrow attended called The Twenty-first Century Singer with Soprano Susan Mohini Kane in Los Angeles in the summer of 2016. The focus of the album grew further to encompass the goal of honoring female composers as a result of collaboration with renowned soprano Dr. Julianne Baird in Philadelphia in December of 2016. These events coincided with the Women's March in Washington DC the next month in January of 2017, lending a sense of timeliness to the project. The focus of an album of songs by women composers and other songs about women is unique, and brings to the fore the vast social change the world is undergoing with respect to women in our society, both in the United States and elsewhere around the world. Each piece addresses this separately from different points of view, in some cases from a previous age where the standards of women's expectations were very different than today. The World Premiere of “Still” by outstanding and innovative composer Paola Prestini, sung as a duet by sisters, brings the album's concept full circle with a song composed for and dedicated to this album. Also included are two piano pieces performed by Mila Henry, both by female composers, “Light” by Iranian composer Gity Razaz and “No. 2” from “Nine Short Piano Pieces” composed by Ms. Henry's mother-in-law. In all, this is an album for the age of the woman and about the age in which we live.",,https://b2b.naxosusa.com/Album.aspx?product=AF1805&medium=phy,01 Classical,Classical,Classical|Chamber Music,United States,2018 Affetto Records,2018 Affetto Records,,,,,,,,,,,,,,,,,,,,
2018,Affetto Records,AF1806,888295782272,Antonin Dvorak,"Dvorak: Cello Concerto in B minor, Op. 104 and Other Works",Kate Dillingham; Brno Philharmonic,1,CD,13.25,20.99,"Antonin Dvorak's concerto for cello and orchestra is arguably one of the greatest works for the solo cello, but more importantly, one of the greatest large-scale works ever composed. Cellist Kate Dillingham, “…an excellent cellist: dignified and compelling…an extraordinary performer,” is the soloist with the Brno Philharmonic, Czech Republic in this exciting new release. In the opening bars, the listener is invited immediately in to the heart of the composer's creative powers of invention. Recorded in the beautiful Besedni Dum, in Brno, Czech Republic, the phenomenal acoustic and superb artistry of the Czech musicians in their beautiful collaboration with Ms. Dillingham display the full range of color and allow the most profound human emotions found in music to flow forth. The cello concerto differs from Dvorak's previous piano and violin concertos given the important role of the orchestra, which is an equal partner to the solo instrument throughout the work. In the solo part, Dvorak made remarkable use of the varied and rich sounds the cello can produce, and its unique ability to convey broad, singing melodies. Dillingham's beautiful tone and fine musicianship bring a fresh interpretation to the grand scale heroism contrasted with the profoundly poetic world expressed in Dvorak's iconic work. Included on this album are two short pieces Dvorak composed for cello and piano. Due to their immense popularity with listeners, the composer arranged them for cello and orchestra. Tranquility, melancholy and a burnished quality characterize “Silent Woods” op. 68/5, in contrast to the energetic and delightfully playful “Rondo” Op. 94.",,https://b2b.naxosusa.com/Album.aspx?product=AF1806&medium=phydig,01 Classical,Classical,Classical|Cello,Czech Republic,2018 Affetto Records,2018 Affetto Records,,,,,,,,,,,,,,,,,,,,
2018,Alba,NCD 57,6417513120578,Jukka Linkola,Linkola: Outo Kantele,KYN; Panu Savolainen; Johanna Juhola; Kirmo Lintinen,1,CD,14.81,22.99,"The collaboration between Jukka Linkola and Female Choir KYN began in the early 1990s. Linkola's music has been an integral part of the choir's repertoire ever since. In 2010, KYN commissioned music from Linkola bringing about Outo kantele (Strange Kantele), a suite composed for a female choir and jazz ensemble based on texts from the collection of folk poetry the Kanteletar. Five movements of the suite were recorded for the album Virtaan in 2011. Now the seven movement suite is heard in its entirety with a new orchestration: choir, accordion and piano. The suite is characterized by the varied rhythmic patterns and rich harmony of ethnic jazz. Outo kantele looks through the past to the future as old texts are transformed into fresh music. Loitsut (Incantations) is a nine movement a cappella suite for female choir. The music and texts invite us to marvel and rejoice at little everyday occurrences, the nature that surrounds us, and the people close to us. The vibraphone solos composed by Jukka Linkola and the improvisation by Panu Savolainen bring a spirit of enchantment to the piece.",https://youtu.be/M-d9mkIAnTo,https://b2b.naxosusa.com/Album.aspx?product=NCD%2057&medium=phy,01 Classical,Classical,,,2018 Alba Records,2018 Alba Records,,,,,,,,,,,,,,,,,,,,
2018,APR Recordings,Apr-24,5024709160242,Johann Sebastian Bach; Frederic Chopin; Claude Debussy; Franz Liszt; Maurice Ravel; Ottorino Respighi; Domenico Scarlatti; Franz Schubert; Robert Schumann; Francesco Ticciati; Antonio Vivaldi,Carlo Zecchi: The Complete Solo Recordings & Selected Additional 78s,Carlo Zecchi,2,CD,15.59,23.99,"Carlo Zecchi (1903-1984) studied with both Busoni and Schnabel and had a brief, but meteoric, career as a soloist, before switching in 1942 to conducting, with occasional forays into chamber music. Like his fellow Italians Michelangeli, Vidusso and Fiorentino, he possessed an immaculate technique, which gives his playing a sense of lightness and ease in even the most difficult passages. The recorded Liszt etudes are almost unrivalled in their virtuosity and in Scarlatti and Bach the evenness of his finger-work has to be heard to be believed. But he was a poet and a colorist too, as the more lyrical works of Chopin, and the Debussy Poissons d'or reveal. Sadly, Zecchi's recorded repertoire is small and this release includes an example of every piano work he recorded on 78s. Long known as a cult pianist to a select few, it is hoped these new transfers by Mark Obert-Thorn will bring his small but priceless legacy of piano recordings to a wider audience.",,https://b2b.naxosusa.com/Album.aspx?product=APR6024&medium=phy,01 Classical,Classical,Classical|Piano,France,2018 APR Ltd,2018 APR Ltd,,,,,,,,,,,,,,,,,,,,
2018,Audite,AUD21454,4022143214546,Ludwig van Beethoven,Beethoven: Complete String Quartets,Quartetto di Cremona; Lawrence Dutton,8,Hybrid SACD,72.53,111.99,"The celebrated recording of the Complete Beethoven String Quartets with the Quartetto di Cremona is now once again available. This edition makes available all the composer's string quartets, alongside his String Quintet No. 29 (the only original work by Beethoven with this scoring), in the highest quality. “…such warm playing; such perfection… what a glory this is.” (The Herald) “The Cremona's Beethoven project hurtles towards an exciting climax.” (The Strad) During the past eighteen years the Quartetto di Cremona has matured into a string quartet of international renown and has acquired an excellent national and international reputation. Having for many years performed at the great international halls, it is often considered as the successor to the famous Quartetto Italiano. The musical style of the Quartetto di Cremona is marked by a fruitful tension between Italian and German-Austrian influences. Following their academic studies the players continued their training with Piero Farulli of the Quartetto Italiano. He strongly favored intuitive playing and a fervent, emotional, romantic, and “Italian” approach to music. Afterwards the musicians pursued their studies with Hatto Beyerle of the Alban Berg Quartet. He represented a clear, classical “German-Austrian” style. Both teachers significantly influenced the quartet, and the players naturally combine both poles, mixing enthusiasm with a sense of musical architecture.",,https://b2b.naxosusa.com/Album.aspx?product=AUD21454&medium=phydig,01 Classical,Classical,Classical|Chamber Music,Germany,2018 Ludger Bockenhoff audite Musikproduktion,2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
2018,Audite,AUD95604,4022143956040,Richard Strauss,Ferenc Fricsay conducts Richard Strauss,Margit Weber; Leon Goossens; Heinrich Geuser; Willi Fugmann; RIAS-Symphonie-Orchester,1,CD,11.69,17.99,"The Hungarian conductor Ferenc Fricsay was considered to be the man for modernism when, in 1948, he was appointed Chief Conductor of the RIAS Symphony Orchestra that had just recently been founded. Thus it was only logical for him to focus on the latest works by Richard Strauss: the Oboe concerto and the Duet concertino for clarinet, bassoon and strings, both of which the composer created after World War II. Despite their retrospective musical language, these pieces at that time belonged to the most topical works of contemporary music production. Also, the small instrumentation presented the opportunity for Fricsay to train the soloistic potential of his musicians. The remarkable level that Fricsay, in such a short time, was able to guide his young orchestra to is also to be heard in the recordings of Till Eulenspiegel and the Burleske where Fricsay's unsentimental, anti-romantic interpre­tation is astonishing. This production is part of the series “Legendary Recordings"" and bears the quality feature “1st Master Release.” This term stands for the excellent quality of archival productions at audite.",,https://b2b.naxosusa.com/Album.aspx?product=AUD95604&medium=phydig,01 Classical,Classical,Classical|Orchestral,Germany,"1949-1955 Deutschlandradio, remastering: Ludger Bockenhoff audite Musikproduktion 2018",2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
2018,Avi,AVI 8553257,4260085532575,Claude Debussy; Toru Takemitsu; John Cage,Sheila Arnold: Ecoutez!,Sheila Arnold,1,CD,13.25,20.99,"Claude Debussy left a profound mark on music history when he dissolved functional harmony under the influence of the music of the Far East. Toru Takemitsu had to distance himself from his own culture in order to listen to Japanese music with the ears of a Western-trained musician- adopting, for instance, the approach of John Cage. He came to realize that Japan's venerable musical tradition had long been highlighting individual notes as complex sonorities in their own right, instead of treating them as part of a series of several notes. From the human need for sound as well as silence, John Cage drew the most extreme conclusions. The concept of a “beautiful” sound was never static in music history: it has changed over the centuries, and it differs from one culture to another. Western musical aesthetics tend to differentiate between “noises” and “notes”: the latter feature well-ordered harmonics. The concept of “dissonance” has also changed throughout different musical periods. What is more, musicians and their audiences have always felt the need to “savor” a dissonance- to listen to it consciously, to experience it- before it is resolved. This release showcases Debussy, Cage, and Takemitsu as they explore these ideas, as Sheila Arnold exploits the sound of the grand piano, bringing the listener into the space between the notes.",,https://b2b.naxosusa.com/Album.aspx?product=AVI%208553257&medium=phy,01 Classical,Classical,,Germany,2018 Sheila Arnold,"2018 Avi-Service for music, Cologne/Germany",,,,,,,,,,,,,,,,,,,,
2018,Big Round Records,BR8952,608410872967,Michael Arnowitt,Arnowitt: Sweet Spontaneous,Shirley Crabbe; Lucas Pino; Dan Silverman; Matt Haviland; Nick Grinder; Michael Arnowitt; Rick Rosato; Colin Stranahan; Al Roman; Dav,2,CD,11.69,17.99,"Concert pianist and composer Michael Arnowitt, assisted by ImproVisions Jazz, makes his Big Round Records debut with Sweet Spontaneous, the title drawn from a poem by e.e.cummings. This album features 14 of Arnowitt's own compositions with the composer himself at the piano, joined by a dozen jazz notables including Yosvany Terry on alto sax, Lucas Pino on tenor sax, Dave Smith on trumpet, and Colin Stranahan on drums. Against the Wind, featuring vocalist Shirley Crabbe, tells the story of a woman summoning the strength to persist in the face of powerful forces. In The Crossing, bassist Rick Rosato's accompaniment to the spoken words of a Langston Hughes poem evolves into a slow groove of brushes, keys, bass, and sax, rendering the listener completely spellbound. Syria-us is the creative culmination of a deep study Arnowitt made of Syrian literature and music in preparation for benefit concerts he organized in 2016 to support humanitarian aid for Syrian refugees. The composer's love of Bulgarian music is shown in Bulgarian Hoedown's wild, exuberant fiddling and Shapka Swing, which opens with a triumphant fanfare that transitions to klezmer before emerging as the energetic gem of the album. Ascent features a reading of Maya Angelou's celebrated poem Still I Rise combined with a flirtatious melody and syncopated accompaniment reflecting the spunkiness of both poet and poem. With Sweet Spontaneous, Michael Arnowitt encapsulates the journey of world music into jazz with dignity, class, and just the right amount of swing. The Washington Post wrote of an Arnowitt concert: “He played with an exquisite sense of touch, color and musical imagination.” Come join Michael Arnowitt as he takes us on voyages into these highly absorbing musical landscapes.",https://www.youtube.com/watch?v=4iV8vO9i4s8,https://b2b.naxosusa.com/Album.aspx?product=BR8952&medium=phy,02 Jazz,Jazz,Jazz|Contemporary Jazz,,,2017 Therisa Music; 2017 Caged Bird Legacy; 2018 Big Round Records,,,,,,,,,,,,,,,,,,,,
2018,BIS,BIS-2082,7318599920825,Anonymous; Daniel Bacheler; Benjamin Britten; William Byrd; Edward Collard; John Danyel; John Dowland; Anthony Holborne; John Johnson,Jakob Lindberg: Nocturnal - Lute Music from Dowland to Britten,Jakob Lindberg,1,Hybrid SACD,15.59,23.99,"One of today's foremost exponents of his instrument, Jakob Lindberg arrived at the lute by way of the guitar and played both for several years. When he decided to devote himself exclusively to the historic lute repertoire it was with some regret that he gave up his first love. During his last year with the modern guitar Lindberg was working on Benjamin Britten's Nocturnal after John Dowland, one of the seminal guitar works of the 20th century. Much later, when he learned that Britten had originally had in mind to compose a piece for the lute, he started to experiment playing sections of Nocturnal on his Renaissance lute, and soon decided to make a transcription of the complete work. Nocturnal is based on Dowland's four-part song Come, Heavy Sleep, and inspired by this, Jakob Lindberg has placed it as the center piece of a recital with mostly Elizabethan pieces, many of which also evoke aspects of the night. Dowland himself is represented by a selection of six lute solos, while the opening section consists of five pieces by Dowland's older colleague Anthony Holborne. The closing track is by Holborne's contemporary, John Johnson, and bids the listener Good Night and Good Rest.",,https://b2b.naxosusa.com/Album.aspx?product=BIS-2082&medium=phy,01 Classical,Classical,Classical|Solo Instrumental,EU,"2018 BIS Records AB, Sweden","2018 BIS Records AB, Sweden",,,,,,,,,,,,,,,,,,,,
2018,BIS,BIS-2118,7318599921181,Stephen Albert; Samuel Jones; Walter Piston,London Symphony Orchestra: American Symphonies,London Symphony Orchestra,1,Hybrid SACD,15.59,23.99,"When American composers began writing symphonies around the mid-1800s, their works were very much in the European tradition. During the first half of the 20th century, the great innovator Charles Ives injected a recognizably American sound into the genre, however, and since then the American symphonic legacy has been both wide and varied. With the present release, conductor Lance Friedel strikes a blow for three fellow American composers, with the help of the eminent London Symphony Orchestra. The album opens with Walter Piston's Symphony No. 6. It was completed in 1955, by which time many regarded Piston (1894–1976) as clinging to tradition in the face of modernism. When Samuel Jones (b.1935) presented his Third Symphony 'Palo Duro Canyon' in 1992, the pendulum was swinging back, however, and traditional music built of melody, harmony and rhythm was no longer considered hopelessly outdated. The work nevertheless begins in a rather non-traditional fashion with the recorded sound of the wind of the Texas plains, where the Palo Duro Canyon is situated. Jones's slightly younger colleague Stephen Albert (1941–92) was just completing his Second Symphony when he was killed in a car accident. The work had been commissioned by the New York Philharmonic, and the orchestration of it was completed by Albert's colleague and friend Sebastian Currier.",,https://b2b.naxosusa.com/Album.aspx?product=BIS-2118&medium=phy,01 Classical,Classical,Classical|Orchestral,EU,"2018 BIS Records AB, Sweden","2018 BIS Records AB, Sweden",,,,,,,,,,,,,,,,,,,,
