2018,4260234831566,ACC10335,Gustav Mahler,"Gustav Mahler: Symphony No. 1 - Riccardo Chailly, Gewandhausorchester Leipzig",Gewandhausorchester Leipzig; Riccardo Chailly,1,Blu-ray,ACC,Accentus, $31.19 , $47.99 ,CN48,"Gustav Mahler’s Symphony No. 1 is an incomprehensible wonder of music history, rigorously peculiar, disturbingly new, and timelessly modern. “Wie ein Naturlaut” (Like a sound of nature) is indicated above the first notes of the symphony. It is both the prelude and the key to his symphonic cosmos as a whole. Mahler captures this music of the world, transforms it into a symphony in the old, comprehensive sense of the word and uses it to create his masterpiece of harmony. Composed over the course of just a few months at the beginning of 1888 in Leipzig, this symphony is a true musical awakening. Riccardo Chailly and the Gewandhausorchester Leipzig bring Mahler’s sounds of nature to life in a riveting performance. This production was recorded live in January 2015 at the Gewandhaus zu Leipzig. As a bonus, this release also includes an exclusive interview with Riccardo Chailly.",,https://b2b.naxosusa.com/Album.aspx?product=ACC10335,Documentaries,,,,,Gewandhausorchester Leipzig; Gustav Mahler (Composer); Riccardo Chailly; Ute Feudel,Ute Feudel,1,,2018 Accentus Music,DE,NR,0,BD-25,Italian,"German, English, French, Japanese, Korean","DTS HD Master Audio, PCM Stereo",Color,16:9,63,2015
2018,4260234831429,ACC10380,Webern; Wagner; Stravinsky,"Webern, Wagner & Stravinsky: Andris Nelsons conducts the Gewandhaus Orchestra, Leipzig",Gewandhausorchester Leipzig; Christianne Stotjin; Andris Nelsons,1,Blu-ray,ACC,Accentus, $31.19 , $47.99 ,CN48,"Three works by three composers, each of whom were bold enough to revolutionize the music world by breaking free of tradition, make up a program that not only presents the wide musical range and depth of the Gewandhausorchester Leipzig but also celebrates its musical partnership with Andris Nelsons, the orchestra’s new music director. With Webern’s Pieces for Orchestra, Nelsons and the Gewandhausorchester embark on a journey that juxtaposes the musical abstraction of the Neue Wiener Schule with the adulterous, sultry, and almost-forbidden romanticism of Wagner’s Wesendonck Lieder before confronting what is undoubtedly the best-known avant-garde upheaval of the twentieth century, Stravinsky’s Le Sacre du printemps. All in all, it could not have been a more energetic and promising start for the Leipzigers and Andris Nelsons!",,https://b2b.naxosusa.com/Album.aspx?product=ACC10380,Documentaries,,Germany,,,Andris Nelsons; Anton Webern (Composer); Christianne Stotijn; Gewandhausorchester Leipzig; Igor Stravinsky (Composer); Richard Wagner (Composer); Ute Feudel,Ute Feudel,1,,2017 Accentus Music,DE,NR,0,BD-25,English,"German, English, French, Korean, Japanese","DTS HD Master Audio, PCM Stereo",Color,16:9,83,2017
2018,4260234831573,ACC20335,Gustav Mahler,"Gustav Mahler: Symphony No. 1 - Riccardo Chailly, Gewandhausorchester Leipzig",Gewandhausorchester Leipzig; Riccardo Chailly,1,DVD,ACC,Accentus, $19.49 , $29.99 ,CN30,"Gustav Mahler’s Symphony No. 1 is an incomprehensible wonder of music history, rigorously peculiar, disturbingly new, and timelessly modern. “Wie ein Naturlaut” (Like a sound of nature) is indicated above the first notes of the symphony. It is both the prelude and the key to his symphonic cosmos as a whole. Mahler captures this music of the world, transforms it into a symphony in the old, comprehensive sense of the word and uses it to create his masterpiece of harmony. Composed over the course of just a few months at the beginning of 1888 in Leipzig, this symphony is a true musical awakening. Riccardo Chailly and the Gewandhausorchester Leipzig bring Mahler’s sounds of nature to life in a riveting performance. This production was recorded live in January 2015 at the Gewandhaus zu Leipzig. As a bonus, this release also includes an exclusive interview with Riccardo Chailly.",,https://b2b.naxosusa.com/Album.aspx?product=ACC20335,Documentaries,,,,,Gewandhausorchester Leipzig; Gustav Mahler (Composer); Riccardo Chailly; Ute Feudel,Ute Feudel,1,,2018 Accentus Music,DE,NR,0,DVD-9,Italian,"German, English, French, Japanese, Korean","PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,63,2015
2018,4260234831412,ACC20380,Webern; Wagner; Stravinsky,"Webern, Wagner & Stravinsky: Andris Nelsons conducts the Gewandhaus Orchestra, Leipzig",Gewandhausorchester Leipzig; Christianne Stotjin; Andris Nelsons,1,DVD,ACC,Accentus, $19.49 , $29.99 ,CN30,"Three works by three composers, each of whom were bold enough to revolutionize the music world by breaking free of tradition, make up a program that not only presents the wide musical range and depth of the Gewandhausorchester Leipzig but also celebrates its musical partnership with Andris Nelsons, the orchestra’s new music director. With Webern’s Pieces for Orchestra, Nelsons and the Gewandhausorchester embark on a journey that juxtaposes the musical abstraction of the Neue Wiener Schule with the adulterous, sultry, and almost-forbidden romanticism of Wagner’s Wesendonck Lieder before confronting what is undoubtedly the best-known avant-garde upheaval of the twentieth century, Stravinsky’s Le Sacre du printemps. All in all, it could not have been a more energetic and promising start for the Leipzigers and Andris Nelsons!",,https://b2b.naxosusa.com/Album.aspx?product=ACC20380,Documentaries,,Germany,,,Andris Nelsons; Anton Webern (Composer); Christianne Stotijn; Gewandhausorchester Leipzig; Igor Stravinsky (Composer); Richard Wagner (Composer); Ute Feudel,Ute Feudel,1,,2017 Accentus Music,DE,NR,0,DVD-9,English,"German, English, French, Korean, Japanese","PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,83,2017
2018,4260234831559,ACC30431,Luciano Berio; Niccolo Paganini; Salvatore Sciarrino; Giuseppe Tartini,"Sciarrino, Tartini, Berio, Paganini - Michael Barenboim",Michael Barenboim,1,CD,ACC,Accentus, $14.81 , $22.99 ,CN23,"After his debut solo album with music by Bach, Bartok and Boulez, Michael Barenboim’s second album is also dedicated to works for solo violin and features compositions by Salvatore Sciarrino, Giuseppe Tartini, Luciano Berio, and Niccolo Paganini, sketching a short history of Italian solo violin literature. The four works seem very heterogenous at first glance but what unites them is their rich technical and stylistic spectrum. The juxtaposition of traditional and contemporary music works creates an inimitable sound cosmos and makes the works by Tartini and Paganini sound incredibly modern alongside 20th-century music. Michael Barenboim creatively navigates the sometimes obsessive and diabolical elements of the works and creates an inspired and unique interpretation. This release was recorded at the Jesus-Christus-Kirche Berlin in June, 2017.",,https://b2b.naxosusa.com/Album.aspx?product=ACC30431,Classical,,Germany,2018 Accentus Music,2018 Accentus Music,,,,,,,,,,,,,,,,
2018,4260234831542,ACC30436,Pierre-Octave Ferroud; Francis Poulenc; Maurice Ravel;  ,"Sonatas for Violin and Piano by Poulenc, Ferroud, and Ravel - Judith Ingolfsson, Vladimir Stoupel",Judith Ingolfsson; Vladimir Stoupel,1,CD,ACC,Accentus, $14.81 , $22.99 ,CN23,"On this new release, violinist Judith Ingolfsson and pianist Vladimir Stoupel present a lovely program of works by Poulenc, Ferroud, and Ravel. Judith Ingolfsson and Vladimir Stoupel are both soloists with strong profiles, who search passionately for new paths in the intimate atmosphere of the chamber music recital. Their dedication and musical curiosity leads to performances and recordings of repertoire ranging from the traditional to the unjustly forgotten or neglected. With a special focus on music of the 20th Century, the Duo Ingolfsson-Stoupel presents dynamic programs that explore the countless fascinating connections between composers, history and the power of musical communication. A recent world premiere performance of the Sonata for Violin and Piano by Paul Arma at the Konzerthaus Berlin was hailed as the “sensation of the evening” by Deutschlandfunk - “there was an intensity in the performance that no one in the audience could escape.""",,https://b2b.naxosusa.com/Album.aspx?product=ACC30436,Classical,,,"2017 Deutschlandfunk Kultur, Accentus Music",2017 Accentus Music,,,,,,,,,,,,,,,,
2018,7798010673897,AQ524,Joni Mitchell; Charles Mingus; Annie Ross; Wardell Gray,A Case of Joni,Gabriela Diaz,1,CD,ACQ,Acqua Records, $14.81 , $22.99 ,CN23,"This is a collection and a fine songbook of the most beautiful songs from Joni Mitchell´s repertoire. At least, the most beautiful songs in the opinion of Gabriela Diaz, exquisite Argentinean jazz singer. This new release features a variety of songs from different periods of Joni`s discography, from Hejira to Blue, from Mingus to Court and Spark, from For the roses to Clouds, and more. This is an unforgettable opportunity to listen to these great songs of one of the most important artists of the last century, the Canadian songwriter and painter, Joni Mitchell. Very rarely performed, these songs can be heard in these new versions as an original point of view of Joni`s works but also a respectful homage to her from Gabriela`s heart.",,https://b2b.naxosusa.com/Album.aspx?product=AQ524,Jazz,,Argentina,2017 Acqua Records,2017 Acqua Records,,,,,,,,,,,,,,,,
2018,3770008326026,AD008/1,Sting; Pierre Barouh; Renaldo Benson; Al Cleveland; Giuseppe Emmanuele; Bruce Fisher; Marvin Gaye; Mack Gordon; Luca Lapena; Francis Lay; Jerry Lieber; Barry Mann; Vinicius de Moraes; Robert Nyel; Baden Powell; Billy Preston; Mike Stoller; Gaby Verlor; Harry warren; Cynthia Weil; Stevie Wonder,Brother? Brother!,Anne Ducros; Olivier Ker Ourio; Gilles Nicolas; Vincent Bruynincks; Giuseppe Emmanuelle; Bruno Castellucci; Olivier Louvel; Lionel Belmondo; Franchino D'Auria; Mimmo Gaglio; Franz Minuta; Paolo Censi,1,CD,ADL,ADLIB, $14.81 , $22.99 ,CN23,"For her new recording project ""Brother Brother"" Anne Ducros wanted a big, blazing sound and boy did she get it! Magnificently arranged by Italian Maestro Giuseppe Emmanuele for the symphonic orchestra, this record combines stunning classical musicians and jazz virtuosos who together recall the greatest orchestrated big-band jazz sounds of the past. Anne once again brings her own style and voice to these carefully chosen songs with the exquisite elegance she is known for. The repertoire includes iconic pop songs and great jazz standards and in Ms Ducros’ skilful hands the genres blend together seamlessly. A selection of vocal music history is presented here honouring the icons of pop, soul and jazz music with compositions from Sting, Stevi Wonder, Joe Cocker as well as songs made famous by great french and american voices such as Juliette Greco, Yves Montant and Etta James. This album is an emotive plea for joy of life and brotherhood. ""Brother Brother"" references Marvin Gaye's iconic tune ""What’s Going On?"" and is Anne's beautiful tribute to her own music-loving brother who passed away in 2016.",,https://b2b.naxosusa.com/Album.aspx?product=AD008/1,Classical,,France,ANNE DUCROS,ANNE DUCROS,,,,,,,,,,,,,,,,
2018,3760058360583,AECD1858,Ondrej Adamek,Sinuous Voices,Ensemble Orchestral Contemporain; Romeo Monteiro; Daniel Kawka,1,CD,AEO,Aeon, $14.81 , $22.99 ,CN23,"Curious, open-minded, fascinated by other cultures, Ondrej Adamek assimilates every aesthetic whose path he crosses. His works reveal all these influences, stamping them with a very individual sound colour that, combined with a powerful rhythmic sense and solid formal solid architecture, creates highly personal music by no means exempt from dramaturgy. Adamek seeks out specific playing techniques for classical instruments and creates new and original instruments. Here the Ensemble Orchestral Contemporain under the direction of Daniel Kawka lays before us an eclectic panorama of his music, from the ritualised, even mechanised sinuosities of a lullaby to the disconcerting mechanism of the strange musical machines he invents, which he does not hesitate to place in front of the orchestra.",,https://b2b.naxosusa.com/Album.aspx?product=AECD1858,Classical,,Austria,2018 EOC,2018 AEON,,,,,,,,,,,,,,,,
2018,8717775551133,ACDBN0942,Various,A Tribute to Sax,Alain Crepin,2,CD,ALI,Aliud, $19.49 , $29.99 ,CN30,"In 2014, Adolphe Sax was remembered and celebrated all over the world: indeed the Belgian genius inventor was born in Dinant in 1814 and he died 80 years later in Paris after a rather turbulent life with several amazing achievements as well as failures and fiascos! In the aftermath of the “International Adolphe Sax Competition,” which was held in November ’14 in his native city, the idea was born to pay homage to this important figure by recording an album featuring his most famous invention: the saxophone. By presenting the saxophone in various combinations (some of which are less common), it becomes clear how versatile and how well integrated this instrument has become in the international music business. It wasn’t easy to make a representative selection as there really is a lot to choose from! We specifically have focused on the soprano and the alto saxophone as the main solo instruments of the entire family, though also the tenor gets some exposure.  It’s all about the saxophones, so to say!",,https://b2b.naxosusa.com/Album.aspx?product=ACDBN0942,Classical,,,,,,,,,,,,,,,,,,,,
