2018,Ansonica Records,AR0009,608410872998,Joseph Sheehan,Sheehan: Songs of Lake Volta,Kinetic; Anqwenique Wingfield; Anthony Ambroso; Joseph Sheehan; Jason Rafalak; Ryan Socrates; Dawn Posey; Ashley Freeburn; Si Yu  Katya Janpoladyan; Maureen Conlon ,1,CD,11.69,17.99,"Songs of Lake Volta, Joe Sheehan's debut on Ansonica Records, finds the composer and pianist fusing his passion for the music of West Africa, particularly that of Ghana, with his background in both classical chamber music and contemporary jazz. Songs of Lake Volta features nine traditional Ghanian songs surrounded by original music composed by Sheehan, performed by two critically acclaimed groups: Kinetic and Kassia Ensemble. Sheehan returned to Ghana several times after a life-changing trip in 2008, between 2013 and 2017, to further explore the country and its music. The intensity of these studies, which included many unforgettable late nights drumming and dancing, continued to inspire him, resulting in Kinetic's 2014 recording, World of Wonder, and now in Songs of Lake Volta. To promote the values of open, critical cross-cultural dialogue, this genre-bending album challenges the persistent notion of drumming being the sole outstanding feature of traditional African music. Kinetic, which Sheehan founded, is comprised of five versatile musicians who believe in breaking down barriers between traditional music genres and audiences. The newly-formed Kassia Ensemble is equally focused on breaking down barriers – the all-woman group came together to supersede the gender barrier that is prevalent in classical music. Songs of Lake Volta features vocalist Anqwenique Wingfield singing in various indigenous languages and styles representative of Ghana's ethnic diversity. The amalgamation of the Kassia Ensemble's and Kinetic's musicians represents an equally diverse spirit, incorporating whose work outside these groups extends to contemporary classical, R&B and hip-hop. Songs of Lake Volta expresses Sheehan's joy and admiration for Ghanian music in an honest and respectful way, sharing a wisdom that unites the three music traditions from which it draws influence: West African, classical and jazz.",https://youtu.be/08hKIi5mTVU,https://b2b.naxosusa.com/Album.aspx?product=AR0009&medium=phy,01 Classical,Classical,Classical|Modern Era,,2018 Ansonica Records,,,,,,,,,,,,,,,,,,,,,
2018,ArcoDiva,UP0203,8594029812031,Antonin Dvorak; Enrique Granados,"Halir Trio plays Granados: Piano Trio in C major, Op. 50 & Dvorak: Piano Trio in F minor, Op. 65",Halir Trio,1,CD,13.25,20.99,"Halír Trio is an ensemble based on the outstanding Spanish violinist Eduardo García Salas. For years, the main goal of the ensemble has been to revive the character of the outstanding Czech violinist Karel Halír (1859 - 1909), who was an important personality in the musical life of the late nineteenth century. Halír himself played regularly in a piano trio, so it is only fitting that the ensemble aiming to revive his legacy plays in such a formation. For this release, the ensemble has recorded the piano trio from Enrique Granados (Piano Trio in C Major, Op. 50) and Antonín Dvorák´s Piano Trio in F minor Op 65. The Halír Trio is cellist Jana Podolska, pianist Vaclav Macha, and violinist Eduardo Garcia Salas.",,https://b2b.naxosusa.com/Album.aspx?product=UP0203&medium=phy,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2018,ArcoDiva,UP0200,8594029812000,Petr Eben; Zdenek Lukas,Charles University Choir Prague: Te Deum laudamus,Charles University Choir Prague,1,CD,13.25,20.99,"Choir music has been a tradition in the Czech Republic since the nineteenth century, and was a devotion of nearly every important Czech composer. This new release from the Charles University Choir in Prague presents compositions from two important creators of the twentieth century: Petr Eben and Zdenek Lukáš. The album is being released in celebration of the 70-year anniversary of choir and was recorded in the stunning acoustics of several churches in Prague. The Charles University Choir in Prague is an eminent Czech nonprofessional choir ensemble composed primarily of students, graduates, and employees of the Charles University and other Prague universities and colleges. It was founded in 1948, and thus is the oldest Czech academic choir.",,https://b2b.naxosusa.com/Album.aspx?product=UP0200&medium=phydig,01 Classical,Classical,,Czech Republic,2018 Arco Diva,2018 Arco Diva,,,,,,,,,,,,,,,,,,,,
2018,ArcoDiva,UP0205,8594029812055,Wolfgang Amadeus Mozart,"Mozart: Piano Sonatas KV 280, KV 330, KV 570, KV 576",Marina Samson-Primachenko,1,CD,13.25,20.99,"For her new release, Marina Samson has recorded four select Mozart piano sonatas in the beautiful Sv. Laurel Church in Prague on the Steinway piano. A child prodigy at the age of 4, Marina Samson-Primachenko has remained so: while becoming a prodigious performer, she has kept the inner soul of her youth. How to hear, other than through the soul, the light and fluid illumination that transcends her playing, how to feel this delicate but deep breath, combined with exquisite delicacy and absolute intensity, other than by watching a child play and enter its universe. You could say that the art of Marina is self-evident. But that would be to forget early and constant hard work throughout her life, first with the Russian masters in St. Petersburg, then in Moscow, passing through Prague where she taught piano, while being part of the international scene. Her repertoire, varied and original, includes the great composers but also the more obscure. She loves to discover hidden treasures as well as the spark in others and in herself. This allows us to hear a piano that is vibrant with emotion and authenticity, with an incandescent pulse at her fingertips, letting us hear miraculously the very heart and soul that makes Marina Samson-Primachenko a pure artist.",,https://b2b.naxosusa.com/Album.aspx?product=UP0205&medium=phydig,01 Classical,Classical,,Czech Republic,2018 Arco Diva,2018 Arco Diva,,,,,,,,,,,,,,,,,,,,
2018,ATMA Classique,ACD2 2776,722056277624,Jacotin Le bel; Jacotin Le bel; Sean Dagher; Traditional,Choeur Louisbourg: Chansons d'amour d'Acadie et de France,Choeur Louisbourg; Skye Consort ,1,CD,11.75,18.99,"New Brunswick's Louisbourg Choir presents an original and exceptional recording of Acadian folksongs about love. The program is drawn from the collections Chansons folkloriques d'Acadie-La fleur du rosier and Chansons d'Acadie Collection, with a cappella motets by Jacotin Le Bel. This French Renaissance composer drew ideas and inspiration from popular tunes and folksongs of his era. Chansons d'amour d'Acadie et de France also features the Skye Consort performing Acadian folksongs that Sean Dagher has arranged for the early instrument ensemble. Founded in 2006, the Louisbourg Choir, under the direction of Monique Richard, has quickly become established in New Brunswick's cultural landscape. While the Louisbourg Choir has distinguished itself by specializing in early music, it also occasionally embraces other musical periods. The choir has worked with renowned conductors such as the late Christopher Jackson, Alexander Weimann, Denis Gautheyrie, and more recently, Andrew McAnerney.",,https://b2b.naxosusa.com/Album.aspx?product=ACD2%202776&medium=phy,01 Classical,Classical,Classical|Choral,Canada,2018 ATMA Classique,2018 ATMA Classique,,,,,,,,,,,,,,,,,,,,
2018,Audite,AUD97737,4022143977373,Hansjorg Fink; Elmar Lehnen,Fink & Lehnen: Seven,Hansjork Fink; Elmar Lehnen,1,CD,14.81,22.99,"Drawing from creation myths, the 'Seven' project explores the spiritual dimension of creation and the question of the unnamable, of the fragmentary nature of the beginnings of life. Its aim is not to provide answers, but to reawaken our love of the question and of the act of questioning itself. Fittingly, this exploration takes the form of improvisation. Each improvisation is a creative act, bound to time, giving an answer only in the present moment and changing in the next. Improvisation creates possibility, openness, expansiveness, dialogue, development, connection – all preconditions for asking questions without a predetermined answer. And the shifting between the sound worlds of jazz and tradition also reflects the search for the universal, for shared origins and, one could also say, for the essence of music. With Hansjörg Fink and Elmar Lehnen, two remarkable talents devote themselves to this search, each a virtuoso on his respective instrument and together a versatile and experienced duo willing to try new things and sound out the limits of what is instrumentally possible. Solo trombone and the world's largest German Romantic organ thus join together to create a unique sound world.",,https://b2b.naxosusa.com/Album.aspx?product=AUD97737&medium=phy,01 Classical,Classical,Classical|Classical Crossover,Germany,2018 Ludger Bockenhoff audite Musikproduktion,2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
2018,Audite,AUD23434,4022143234346,Johann Sebastian Bach,Bach: Sei Solo a Violino senza Basso accompagnato,Christoph Schickedanz,2,CD,20.27,31.99,"""On one stave, for a small instrument, this man writes an entire world of the deepest thoughts and the most powerful feelings."" These are the words of Johannes Brahms, who venerated Johann Sebastian Bach's six Sonatas and Partitas for Solo Violin, a miracle of musical timelessness and expressive depth. Violinists approach this music with a sense of awe; they study it for their entire lives and yet never feel absolutely to be able to do it justice. They present the ultimate challenge, a life task. Schickedanz' understanding of these works has grown out of musical practice - an independent reading between the poles of a ""traditional"" and a ""historically informed"" view of Bach. To his mind, the violin is only the medium for which these works were conceived: ""There is absolutely no need for this music to be played on certain instruments in order to achieve a 'correct' interpretation.""",,https://b2b.naxosusa.com/Album.aspx?product=AUD23434&medium=phydig,01 Classical,Classical,Classical|Violin,Germany,2018 Ludger Bockenhoff audite Musikproduktion,2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
2018,Berlin Classics,0301069BC,885470010694,Gordon Jacob; Wolfgang Amadeus Mozart; Michael Nyman; Cole Porter; Maurice Ravel,Spark: On the Dancefloor,SPARK ,1,CD,14.81,22.99,"Dance is more than movement to music. Dance is passion and pure lust for life. Celebrations call for dancing. That was as true in the palaces and the taverns of the 18th century as it is today in the techno temples of the new era. This is the surging river that ECHO-Klassik winners Spark have set out to bridge in their project 'On the Dancefloor.' The Classical Band throws an arch from the spirited ballet music of Wolfgang Amadeus Mozart to the chamber techno penned by contemporary composer Sebastian Bartmann, finding that two seemingly contrasting worlds actually fit very well together.   The question is: what can a gavotte of 1778 and a techno piece of 2017 learn from one another? In the view of Spark, the Classical Band, quite a lot. Mozart in his day knew how to build wildly throbbing structures so as to create this trance-like state that today's dance-mad club-goers still live for. On the other hand there is scarcely a techno piece that does without baroque or classical figurations. This sets in motion a stimulating, lively dialogue between yesterday and today, between the ultimate Classical maestro and the trend-setters of the contemporary composing circuit. The two centuries and more that separate Mozart from Bartmann and his contemporaries are brilliantly illuminated by Spark. The musicians have consciously chosen to keep jumping back and forth between these worlds, sparking direct connections between them. So you sense intimately how timeless dance is and how similar are the emotions aroused by the dances of quite different times and genres. There is always this boundless delight in going wild to music, feeling utterly alive and letting the rhythms stream through your body – complete surrender, total immersion in the intoxicating whirl of sound. That is just what Spark would wish for all listeners to this album: nights of wild dancing through all the ages of music!",https://youtu.be/63ruogsM0zE,https://b2b.naxosusa.com/Album.aspx?product=0301069BC&medium=phy,01 Classical,Classical,Classical|Classical Crossover,Germany,2018 Edel Germany GmbH,2018 Edel Germany GmbH,,,,,,,,,,,,,,,,,,,,
2018,Berlin Classics,0301067BC,885470010670,Waldir Azevedo; Tito Puente; Gerado Maltos Rodriguez; Richard Strauss,German Brass: Brass Hommage,German Brass ,2,CD,14.81,22.99,"When you read the name German Brass, you know just where you're at: here are musicians who can conjure up the most finely-honed degrees of timbre, volume and pitch that it is humanly possible to produce on brass instruments. It rings true: German Brass represents the hallmark of the highest quality brass music made in Germany – or as Concerti magazine put it: ""Trailblazers of the Brass scene"". The ensemble's last album was all about pre-Christmas anticipation, joyful messages and everything that revolves round Bach, Telemann and Handel. Brass Hommage takes us to the opposite end of the calendar spectrum. Things are colorful, rhythmic, exotic even. After a bombastic introduction by way of Strauss's Thus spake Zarathustra it's off to the south and the west, armed with a sun hat and shades with classics ranging from Black Bottom Stomp, via Quien Sera, As Time Goes By, Tico Tico to Oye Como va. This is the perfect programme for hot days and balmy nights. With their virtuosity, their brilliant musicality and their own special charm, they have definitely placed their stamp/made their mark on brass culture. Their declared goal is to reproduce the grand-scale resonant sound of an organ.  That's what inspires German Brass's arrangers and members to produce that sound which has given this top-flight ensemble an inimitable edge for decades. They have been making German brass history now for more than 40 years. Founded in 1974, they seem not to have grown a day older since then. Proof of that can be seen in their full concert schedule. The fact that the ensemble recruits musicians from Germany's top orchestras means that they can offer outstanding quality, and their collaboration over decades still has audiences gasping, wide-eyed and perking up their ears to hear this musical cornucopia.",,https://b2b.naxosusa.com/Album.aspx?product=0301067BC&medium=phy,01 Classical,Classical,Classical|Brass & Woodwinds,Germany,2018 Edel Germany GmbH,2018 Edel Germany GmbH,,,,,,,,,,,,,,,,,,,,
2018,BIS,BIS-2273,7318599922737,Lakshminarayana Subramaniam,Journey - Music for Indian Violin & Tuba,Lakshminarayana Subramaniam; Oystein Baadsvik; Kavita Krishnamurti; Ambi Subramaniam; Dhulipala Srirama Murthy; Toms Mikals; Trondheim Symphony Orchestra,1,Hybrid SACD,15.59,23.99,"Called 'the God of the Indian violin', Lakshminarayana Subramaniam has collaborated with leading representatives of Indian and Western classical traditions, from Ravi Shankar to Yehudi Menuhin. But with a strong belief in music as a universal language he is also a leading figure in fusion music, collaborating with musicians of all genres and nationalities, from Stephane Grappelli or George Harrison to Stevie Wonder and Herbie Hancock. Dr Subramaniam first met the Norwegian tubaist Øystein Baadsvik in 2014, during his own Lakshminarayana Global Music Festival, where Baadsvik was performing. The encounter developed into a recording project, which grew to involve Subramaniam's regular percussionist DSR Murthy, his son Ambi (also on the violin), the Latvian keyboardist Toms Mikals, and in the opening and closing numbers on the disc the Norwegian Trondheim Symphony Orchestra conducted by Jaakko Kuusisto from Finland. Together they perform four works by L. Subramaniam himself, including a double concerto for violin and tuba written for the occasion. In Eclipse they are also joined by Kavita Krishnamurti, one of India's most celebrated playback singers, who has recorded some 15.000 songs for use in soundtracks to countless Indian films.",,https://b2b.naxosusa.com/Album.aspx?product=BIS-2273&medium=phy,01 Classical,Classical,Classical|Classical Crossover,EU,2018 BIS Records,2018 BIS Records,,,,,,,,,,,,,,,,,,,,
