2018,Accentus Music,ACC10443,4260234831665,Alban Berg; Felix Mendelssohn,Berg: Violin Concerto; Mendelssohn: Scottish Symphony,Baiba Skride; Gewandhausorchester Leipzig,1,Blu-ray,31.19,47.99,"For his inaugural concert as the new Gewandhauskapellmeister, Andris Nelsons chose three pieces, each with symbolic power. At its center is the “Scottish” Symphony by Felix Mendelssohn, his most prominent predecessor, which was premiered by the Gewandhausorchester Leipzig under the baton of the composer himself in 1842. The symphony is framed by a commissioned work by the Leipzig composer Steffen Schleiermacher and Alban Berg’s Violin Concerto, a key work of classical modernism. There is no question about it: this program defines his agenda. It professes Leipzig‘s rich musical tradition, spanning the period from the 19th to the 20th century, and to the music of our time. Andris Nelsons is Music Director of the Boston Symphony Orchestra and is Gewandhauskapellmeister of the Gewandhausorchester Leipzig, with the appointment commencing in February 2018. With these positions, and in leading a pioneering alliance between two such esteemed institutions, Grammy Award-winning Nelsons is firmly underlined as one of the most renowned and innovative conductors on the international scene today.",,https://b2b.naxosusa.com/Album.aspx?product=ACC10443&medium=phy,01 Classical,Classical,,EU,,2018 Accentus Music,,7,Alban Berg; Andris Nelsons; Baiba Skride; Felix Mendelssohn; Gewandhausorchester Leipzig; Steffen Schleiermacher; Ute Feudel,,1,,2018 Accentus Music,DE,NR,NTSC,0,BD-25,,,"DTS HD Master Audio, PCM Stereo",Color,16:9,93,2018,
2018,Accentus Music,ACC20443,4260234831672,Alban Berg; Felix Mendelssohn,Berg: Violin Concerto; Mendelssohn: Scottish Symphony,Baiba Skride; Gewandhausorchester Leipzig,1,DVD,19.49,29.99,"For his inaugural concert as the new Gewandhauskapellmeister, Andris Nelsons chose three pieces, each with symbolic power. At its center is the “Scottish” Symphony by Felix Mendelssohn, his most prominent predecessor, which was premiered by the Gewandhausorchester Leipzig under the baton of the composer himself in 1842. The symphony is framed by a commissioned work by the Leipzig composer Steffen Schleiermacher and Alban Berg’s Violin Concerto, a key work of classical modernism. There is no question about it: this program defines his agenda. It professes Leipzig‘s rich musical tradition, spanning the period from the 19th to the 20th century, and to the music of our time. Andris Nelsons is Music Director of the Boston Symphony Orchestra and is Gewandhauskapellmeister of the Gewandhausorchester Leipzig, with the appointment commencing in February 2018. With these positions, and in leading a pioneering alliance between two such esteemed institutions, Grammy Award-winning Nelsons is firmly underlined as one of the most renowned and innovative conductors on the international scene today.",,https://b2b.naxosusa.com/Album.aspx?product=ACC20443&medium=phy,01 Classical,Classical,,EU,,2018 Accentus Music,,7,Alban Berg; Andris Nelsons; Baiba Skride; Felix Mendelssohn; Gewandhausorchester Leipzig; Steffen Schleiermacher; Ute Feudel,,1,,2018 Accentus Music,DE,NR,NTSC,0,DVD-9,,,"PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,93,2018,
2018,Affetto Records,AF1807,888295784979,Kim Andre Arneson; James Baas; Daniel Elder; Felix Mendelssohn; Sarah Quartel; Stanford Scriven; Todor Skalovski ,Baylor Bella Voce: The Unbroken Circle,Baylor Bella Voce; Jonathan Pinto ,1,CD,13.25,20.99,"Bella Voce is the select women’s ensemble at Baylor University. Organized in 2011 by Dr. Lynne Gackle, members of Bella Voce are music majors as well as non-majors, representing various disciplines from nursing to business. The ensemble performs a wide and interesting variety of choral selections, reflecting various style periods and genres from the vast choral repertoire featuring women’s voices. Baylor Bella Voce has been featured on multiple releases and special concerts, as well as at the SW Division of the American Choral Directors Association, throughout the state of Texas, and nationally. On this, the ensemble’s second album, the selections are a stunning and complex presentation of classic and modern pieces, from Mendelssohn to some of the most brilliant new choral composers on the scene today, sung by one of the finest women’s ensembles in the nation, collegiate or professional.",,https://b2b.naxosusa.com/Album.aspx?product=AF1807&medium=phydig,01 Classical,Classical,Classical|Choral,United States,2018 Affetto Records,2018 Affetto Records,,,,,,,,,,,,,,,,,,,,
2018,Albion,ALBCD034,5060158190348,Ralph Vaughan Williams ,Earth & Sky - Vaughan Williams Choral Premieres,Chapel Choir of the Royal Hospital Chelsea; Thomas Stoddart; Leah Jackson; Angus McPhee; Hugh Rowlands ,1,CD,14.81,22.99,"Albion Records is pleased to present fourteen choral works written by Ralph Vaughan Williams and a further eight arrangements made by him between 1896 and 1954- very nearly the length of his working career. 21 of the tracks on this release are world premiere recordings. This varied collection includes salon music, folk song settings, hymns and anthems, patriotic songs and finally Gaelic songs in English translation. Vaughan Williams never repeated himself, and the variety on display here is quite astonishing. The Chapel Choir of the Royal Hospital is one of the finest professional church choirs in the UK, whose primary purpose is to sing at the Sunday morning Matins service in the Wren Chapel. Members regularly sing with many of the world’s leading consort groups, such as The Sixteen, Tallis Scholars, and Monteverdi Choir, and also work in the fields of opera, conducting, teaching, and music journalism. Its twelve singers, occasionally enlarged for occasions such as this recording, are chosen not only for their skill at choral singing, but also for a high standard of solo ability and general musicianship.",https://www.youtube.com/watch?v=RtusNmV6LSg,https://b2b.naxosusa.com/Album.aspx?product=ALBCD034&medium=phydig,01 Classical,Classical,Classical|Modern Era,United Kingdom,2018 Albion records,2018 Albion records,,,,,,,,,,,,,,,,,,,,
2018,ALPHA,ALPHA 426,3760014194269,Antonio Caldara,Caldara: Maddalena ai piedi di Christo,Le Banquet Celeste; Damien Guillon,2,CD,21.83,33.99,"Born in Venice around 1670, Caldara gave Barcelona the first opera ever heard in Catalonia, Il più bel nome (1708), commissioned by his patron, the future Emperor Charles VI, before eventually settling in Vienna in the latter’s service in 1716. A prolific composer with three thousand works to his credit, Caldara died in the Austrian capital in 1736 – in the Kärtnerstrasse, like Vivaldi five years later, and in a similar state of destitution. The genre, born in the wake of the Counter-Reformation and illustrated notably by the Roman composers Carissimi and Landi, was initially sung in Latin and performed in pious confraternities. But La Maddalena is an oratorio volgare, that is, sung in Italian. The protagonists of La Maddalena, six in number, are split between Earth and Heaven. They are Martha, Mary Magdalene and a Pharisee on the one hand; Jesus, Earthly Love and Divine Love on the other. They divide among them thirty-three arias and ensembles, in a sequence alternating recitative and aria.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA%20426&medium=phy,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALPHA,ALPHA 396,3760014193965,Francesco Geminiani ,Geminiani: Concerti Grossi Op.7,Cafe Zimmermann,1,CD,14.81,22.99,"The musicians featured on this new release write: “For some years now we have been interested in the experiments of composers on the frontiers of Baroque musical language. The music of the sons of Bach and especially of Carl Philipp Emanuel has already come to fascinate us, and we had the same urge to discover and let ourselves be surprised when we decided to tackle Geminiani. To immerse ourselves in his op.7 was an exciting process, questioning our experience of Baroque music and rousing the enthusiasm of all the musicians of Café Zimmermann.” (Celine Frisch, harpsichord) “WHAT?!” was the first stunned reaction of the musicians after reading through Geminiani’s Concertos op.7. A composition that is invariably controversial, at once surprising and familiar. Then it was a new discovery with each concerto, with different textures and styles from one movement to the other. This music led us along unexpected paths from the church to the theatre, from Italy to France, from the seventeenth century to the eighteenth.” (Pablo Valetti, violin) “Geminiani’s music reflects my state of mind, one foot in the seventeenth century and the other in the eighteenth. The rhetoric and architecture it employs are still compatible with the Baroque. But the choice and exploration of emotions are already very new, similar to the way we feel today. This state of inner contradiction was probably not always understood by Geminiani’s contemporaries, but it is exactly what we look for and admire nowadays.” (Petr Skalka, cello)",,https://b2b.naxosusa.com/SearchQuick.aspx?qSearch=ALPHA%20396,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALPHA,ALPHA 716,3760014197161,Giovanni Maria Pagliardi,Caligula,Le Poeme Harmonique; Vincent Dumestre,1,Blu-ray,31.19,47.99,"“From Suetonius to Camus, Caligula has constantly inspired historians, poets and playwrights, to the point of becoming a myth: that of madness steeped in cruelty…Caligula raves, Caligula is crazed, but his gaze is that of the visionary, his derangement of the senses is an opening towards the fantastical. Now it is precisely that fantastical (and also comical) dimension that is inscribed in the fable set to music Giovanni Pagliardi in Venice in 1672, which Vincent Dumestre brings back to life here. But above all, this portrait of Caligula as a hero of the impossible, a showman of wonders, has been rounded off with an idea that suddenly seems self-evident: Caligula, and all the characters around him, could only be “wooden actors”, puppets. The traditional Palermitan pupo – used in the famous puppet shows – is manipulated in full view of the audience by means of iron rods fixed to the head of the wooden character and one of the arms of the pupo, especially for the fight scenes, while the other arm is connected by a thread. The specific genius of the pupi is not mimetic, as in Venice, but poetic. Or, even better: epic. There is only one surviving representative of this popular art backed up by learned culture: Mimmo Cuticchio. Born in 1948, he learnt his skills from his father Giacomo, through practical experience of performances both itinerant, going from village to village, and local, in Palermo.” (Alexandra Rübner and Vincent Dumestre)",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA%20716&medium=phy,01 Classical,Classical,,Austria,,,,5,Vincent  Dumestre,,1,,,AT,NR,NTSC,0,DVD-5,,,,Color,16:9,1,2018,
2018,ALPHA,ALPHA 393,3760014193934,Alban Berg; Alma Mahler; Arnold Schönberg; Anton Webern; Hugo Wolf; Alexander Zemlinsky ,"Vienna, fin de siècle",Barbara Hannigan; Reinbert de Leeuw,1,CD,14.81,22.99,"After the huge success of her first album for Alpha, Crazy Girl Crazy, which received a Grammy Award, a JUNO Classical Award in Canada, the Preis der Deutschen Schallplattenkritik, FFFF in Télérama and DIAMANT in Opéra Magazine and was BBC Music Magazine CD of the Month, Barbara Hannigan is back with her long-time collaborator, the Dutch pianist and great interpreter of twentieth-century music Reinbert de Leeuw, for a recital exploring the roots of modern music, with the composers who left their mark on the turn of the twentieth century: Hugo Wolf (Mignon Lieder), Arnold Schoenberg (Vier Lieder op.2), Anton Webern (Fünf Lieder nach Gedichten von R. Dehmel), Alexander Zemlinsky (selected lieder), Alma Mahler (Die stille Nacht etc.) and Alban Berg (Sieben frühe Lieder). From what has been called the Second Viennese School, an incredible mix of musicians, painters, writers and other artists frequenting salons and cafés, a completely new musical language was born. Barbara Hannigan is especially fond of this repertory and has long championed it.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA%20393&medium=phy,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALPHA,ALPHA 432,3760014194320,Alban Berg; Alma Mahler; Arnold Schönberg; Anton Webern; Hugo Wolf; Alexander Zemlinsky ,"Vienna, fin de siècle",Barbara Hannigan; Reinbert de Leeuw,1,Vinyl,29.63,45.99,"After the huge success of her first album for Alpha, Crazy Girl Crazy, which received a Grammy Award, a JUNO Classical Award in Canada, the Preis der Deutschen Schallplattenkritik, FFFF in Télérama and DIAMANT in Opéra Magazine and was BBC Music Magazine CD of the Month, Barbara Hannigan is back with her long-time collaborator, the Dutch pianist and great interpreter of twentieth-century music Reinbert de Leeuw, for a recital exploring the roots of modern music, with the composers who left their mark on the turn of the twentieth century: Hugo Wolf (Mignon Lieder), Arnold Schoenberg (Vier Lieder op.2), Anton Webern (Fünf Lieder nach Gedichten von R. Dehmel), Alexander Zemlinsky (selected lieder), Alma Mahler (Die stille Nacht etc.) and Alban Berg (Sieben frühe Lieder). From what has been called the Second Viennese School, an incredible mix of musicians, painters, writers and other artists frequenting salons and cafés, a completely new musical language was born. Barbara Hannigan is especially fond of this repertory and has long championed it.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA%20432&medium=phy,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALPHA,ALPHA 417,3760014194177,Franz Schubert ,"Schubert: String Quartets 10 & 14 'Death and the Maiden""",Quatuor Van Kuijk,1,CD,14.81,22.99,"Quatuor Van Kuijk writes of their new release: “When we approach a composer, we like to immerse ourselves in his or her early works, in order to understand the evolution of the person behind the score. It was quite naturally that the idea emerged of coupling a youthful quartet, no.10, composed at the age of sixteen, with a masterpiece by the mature Schubert, the “Death and the Maiden” Quartet no.14. As in the case of Mozart on our first recording, we wanted to present two different atmospheres with two quartets by the same composer. This journey through time sheds a new light on the later works, because the process of getting to know the young Franz Schubert naturally means deepening our knowledge of his language, but also allows us to refine our appropriation of the style, sound and articulation specific to him. In Quartet no.10, we tried to achieve purity in our playing, a crystalline sound that allows the music to unfold in the most fluid and natural way, keeping in mind the intimacy of the family living room for which these pages were written. In no.14, more tormented, brusquer, more intense, we attempt to pay homage to the work’s symphonic dimension, and to its most sombre, most violent asperities. Two sides to one man: the bright and dark faces of Schubert.” Quatuor Van Kuijk",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA%20417&medium=phy,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
