2019,2L,2L152SACD,7041888524427,Stale Kleiberg ,Do You Believe in Heather? - Chamber Music by Stale Kleiberg,Ole Christian Haagenrud; Marianne Beate Kielland; Annika Nordstrom; Ida Kateraas; Ruth Potter; Jan Petter Hilstad; Atle Sponberg; Anders Larsen; Ole Wuttudal; Oyvind Gimse ,1,Hybrid SACD,19.49,19.49,"""Some of the most beautifully played and appealing contemporary chamber and piano pieces you're likely to hear"", said American Record Guide about the album Mezzotints – Chamber Music by Ståle Kleiberg. And now there is a follow-up: a new string quartet, two trio constellations and the song cycle ‘Do You Believe in Heather?’, which has given the album its title. Ståle Kleiberg is often called a ""modern romantic"", and for good reason. We encounter a distinctive and highly individual alloy of modern and romantic elements in his music, whether it is characterized by a still, meditative lyricism or an energizing vitality. His String Quartet no. 3 encompasses this entire range of expression. The music speaks of summer. It is imbued with joie de vivre, and was composed with a full command of the genre and with considerable virtuosity. The flute-viola-harp ensemble is less common, but by no means unknown. Following Debussy's Sonata, several trios have been composed for this ensemble, and Kleiberg's ‘Trio Luna’ is a fine and most welcome addition. The work's three movements capture the mood of three dissimilar outer and inner landscapes, all of them bathed in moonlight, albeit at different times of day and night. ‘The Light Smith’ is also a trio; it is a song cycle for mezzo-soprano, clarinet and piano, and is chamber music on a very high level of inspiration. Both ‘The Light Smith’ and ‘Do You Believe in Heather?’ are settings of poetry by the distinguished Norwegian poet Helge Torvund. These poems engage with such archetypal themes as light, quietude, love, death and nature, but they treat these themes as real, everyday experiences, rather than abstract concepts. While the theme of ‘The Light Smith’ centers on the beginnings, growth and culmination of life, it is autumn and winter we meet in ‘Do You Believe in Heather?’",http://www.2l.no/pages/album/152.html,https://b2b.naxosusa.com/Album.aspx?product=7041888524427&medium=phy,01 Classical,Classical,Classical|Chamber Music,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,
2019,Accentus Music,ACC30466,4260234831863,Johann Sebastian Bach ,"Stay, ye angels - J. S. Bach Cantatas",Gaechinger Cantorey,1,CD,13.25,13.25,"Two cantatas written by Johann Sebastian Bach for Michaelmas in 1726 and 1728/29 respectively build the framework of this recording. They tell of the Archangel Michael‘s victory over Satan. At the center of the cantata “Es erhub sich ein Streit“ is the tenor aria “Bleibt, ihr Engel“ (Stay, ye angels), which gives this recording its name. Embedded in these two magnificent, dramatic works with timpani and trumpets are two more intimate cantatas that sing the song of peace. In the introductory Sinfonia and the two alto arias of “Gott soll allein mein Herze haben“, the organ is highlighted as a virtuoso solo instrument - perfect for the Hildebrandt organ in the Naumburg Wenceslas Church, which lends a special color to this recording. The final chorale contains a message that can also be found in the subsequent solo cantata “Friede sei mit Dir“ and can be regarded as a statement of the entire program: “So that we love one another from our hearts and remain with one mind in peace.”",,https://b2b.naxosusa.com/Album.aspx?product=4260234831863&medium=phy,01 Classical,Classical,Classical|Sacred,Germany,"2018 Accentus Music, Deutschlandfunk Kultur",2019 Accentus Music,,,,,,,,,,,,,,,,,,,,
2019,Accentus Music,ACC10451,4260234831870,Maurice Ravel ,Lucerne Festival Orchestra:  Riccardo Chailly Conducts Ravel,Lucerne Festival Orchestra; Ute Feudel,1,Blu-ray,31.19,31.19,"Riccardo Chailly pays tribute to Maurice Ravel with a program of waltzes and wild reveries of ecstasy and elegance. He ushers us into Ravel’s musical worlds filled with ever-changing colors, scents, and flavors: the pulsating three-quarter time of waltzes that reflect just how much the Great War transformed European culture, the ancient love story of Daphnis and Chloé, and the relentless rhythms of Boléro. Magnifique! Riccardo Chailly, who was born in 1953 in Milan, studied at the Conservatories of Perugia, Rome, and Milan and at the Accademia Musicale Chigiana, beginning his career as an assistant to Claudio Abbado at La Scala in Milan. Chailly was appointed Music Director of the Berlin Radio Symphony Orchestra in 1980, and in 1988 he moved to the same position with the Royal Concertgebouw Orchestra Amsterdam, which he helmed for sixteen years. From 2005 to 2016, Riccardo Chailly served as head of the Leipzig Gewandhaus Orchestra; starting in 2015, he became Music Director of La Scala in Milan, and since the summer of 2016 he has held the position of Music Director of the Lucerne Festival Orchestra.",,https://b2b.naxosusa.com/Album.aspx?product=4260234831870&medium=phy,DVD/Blu-ray,DVD/Blu-ray,,EU,,2019 Accentus Music,78 Documentaries,7,Lucerne Festival Orchestra; Maurice Ravel ; Riccardo Chailly; Ute Feudel,,1,,2019 Accentus Music,DE,NR,NTSC,0,BD-25,English,,"DTS HD Master Audio, PCM Stereo",Color,16:9,87,2019,
2019,Accentus Music,ACC20451,4260234831887,Maurice Ravel ,Lucerne Festival Orchestra:  Riccardo Chailly Conducts Ravel,Lucerne Festival Orchestra; Ute Feudel,1,DVD,19.49,19.49,"Riccardo Chailly pays tribute to Maurice Ravel with a program of waltzes and wild reveries of ecstasy and elegance. He ushers us into Ravel’s musical worlds filled with ever-changing colors, scents, and flavors: the pulsating three-quarter time of waltzes that reflect just how much the Great War transformed European culture, the ancient love story of Daphnis and Chloé, and the relentless rhythms of Boléro. Magnifique! Riccardo Chailly, who was born in 1953 in Milan, studied at the Conservatories of Perugia, Rome, and Milan and at the Accademia Musicale Chigiana, beginning his career as an assistant to Claudio Abbado at La Scala in Milan. Chailly was appointed Music Director of the Berlin Radio Symphony Orchestra in 1980, and in 1988 he moved to the same position with the Royal Concertgebouw Orchestra Amsterdam, which he helmed for sixteen years. From 2005 to 2016, Riccardo Chailly served as head of the Leipzig Gewandhaus Orchestra; starting in 2015, he became Music Director of La Scala in Milan, and since the summer of 2016 he has held the position of Music Director of the Lucerne Festival Orchestra.",,https://b2b.naxosusa.com/Album.aspx?product=4260234831887&medium=phy,DVD/Blu-ray,DVD/Blu-ray,,EU,,2019 Accentus Music,78 Documentaries,7,Lucerne Festival Orchestra; Maurice Ravel ; Riccardo Chailly; Ute Feudel,,1,,2019 Accentus Music,DE,NR,NTSC,0,DVD-9,English,,"PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,87,2019,
2019,Alba,ABCD 434,6417513104349,Felix Mendelssohn ,Mendelssohn: Piano & Cello Works on Period Instruments,Guadalupe Lopez Iniguez; Olga Andryushchenko ,1,Hybrid SACD,14.81,14.81,"Guadalupe López-Íñiguez released her debut album with the complete cello works by Gabrielli and Scarlatti, performed on period instruments, in 2017. Now López-Íñiguez has got Olga Andryushchenko as a partner for Mendelssohn’s works for cello and piano. Both musicians are playing historical instruments. Olga is playing a piano Érard (Paris, 1862), and Guadalupe a cello by Claude Pieray (Paris, 1725). Guadalupe López-Íñiguez is a Spanish cellist and interdisciplinary researcher based in Finland. She holds a PhD in Music Psychology from the University of Madrid, and a Master’s Degree in Classical Music Performance from the Sibelius Academy, Helsinki, among other postgraduate diplomas in musicology and education. Guadalupe is currently Adjunct Professor of Music Education at the CERADA of the University of the Arts Helsinki, and Postdoctoral Researcher and teacher at the Sibelius Academy. Guadalupe has been mentored by distinguished modern, nineteenth-century, and baroque cello masters, and is especially grateful for the encouragement received from mentors Rafael Ramos and Markku Luolajan-Mikkola. She has appeared as a soloist at many prestigious venues, and has taken part in a number of notable festivals in Europe, Russia, and the US. Olga Andryushchenko is a Russian pianist based in Germany. She graduated from the Moscow Conservatory. She continued her post-graduate studies as a DAAD scholarship holder of the Goethe-Institut at the Hochschule fur Musik in Cologne, Germany, with Professor Arbo Valdma, and then as a graduate student at the Hochschule fur Musik in Hannover, Germany, with Professor Vladimir Krainev. From 2002 to 2004, Olga was a soloist of the Moscow State Academic Philharmonic Society. Olga Andryushchenko has won prizes in numerous international piano competitions, such as Franz Schubert und die Musik der Moderne in Austria, Musica Antiqua in Belgium, Vanna Spadafora in Messina, and the Schubert in Dortmund, Bach-Wettbewerb in Leipzig, and Nikolai Rubinstein, and Scriabin in Paris.",,https://b2b.naxosusa.com/Album.aspx?product=6417513104349&medium=phy,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA450,3760014194504,Various ,Il Giardino Armonico: La morte della Ragione,Giovanni Antonini; Il Giardino Armonico,1,CD,14.81,14.81,"‘The senses reign, and Reason now is dead’ (Petrarch). Giovanni Antonini, flautist and founder of the legendary Italian ensemble Il Giardino Armonico, enjoys musical voyages, the discursiveness of music. He begins with an anonymous 16th century pavane, La Morte della Ragione (The Death of Reason), which he believes refers to In Praise of Folly, in which its author Erasmus distinguishes between two forms of madness: ‘a sweet illusion of the spirit,’ and a negative form, ‘one that the vengeful Furies conjure up from hell...’ This succession of ‘musical pictures’ leads us to the threshold of the baroque era, starting out with the Puzzle Canon by John Dunstable (1390- ca.1453), whose manuscript is an enigma, via the ‘bizarre’ style of Alexander Agricola (1446- ca.1506) and his obsessive, ostinato rhythm – almost an anticipation of minimalist music…to the improvisatory freedom of the Galliard Battaglia de Scheidt (1587-1654), a battle piece involving a great many diminutions or ‘divisions’, a common technique of improvisation in the Renaissance... This grand instrumental musical fresco of time and space is a kind of self-portrait of Giovanni Antonini and his longstanding musical colleagues. ",,https://b2b.naxosusa.com/Album.aspx?product=3760014194504&medium=phy,01 Classical,Classical,,Austria,2019 Giovanni Antonini,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA456,3760014194566,Various ,Doulce Memoire: Leonardo da Vinci - La Musique Secrete,Doulce Memoire; Denis Raisin Dadre,1,CD,10.13,10.13,"2019 will see the 500th commemoration of the death of one of the greatest geniuses humanity has produced: Leonardo da Vinci, scientist, inventor, painter – and musician. Doulce Mémoire, having devoted themselves to Renaissance music for the past 30 years, have decided to pay homage to Leonardo. Their founder-director, Denis Raisin Dadre, an eminent specialist in the music of the period and a great lover of pictorial art, has devised an original programme: ‘Rather than just make music from the time of Leonardo, I’ve taken my cue from the paintings themselves. I’ve worked on what could be the hidden music of these pictures, what musical pieces might be suggested by them….’ He chose around fifteen paintings, many of which are now in the Louvre: The Baptism of Christ, The Virgin of the Rocks, Portrait of Isabella d’Este, Portrait of an Unknown Woman (La belle ferronnière), Saint Anne, St John the Baptist… and of course La Gioconda. He then matched them with works by Jacob Obrecht (1457-1505), Josquin Desprez (1450-1521), laude for the Annunciation. There are also some frotolle, and songs to texts by Petrarch accompanied by the lira da braccio, an instrument Leonardo played himself. This recording comes with a handsome booklet, including reproductions of the pictures by Leonardo, some in detail, giving an intimate insight into them; there is also a text by Denis Raisin Dadre explaining his selection.",,https://b2b.naxosusa.com/Album.aspx?product=3760014194566&medium=phy,01 Classical,Classical,,Singapore,2019 Doulce Memoire & Alpha Classics / Outhere Music France,2019 Alpha Classics / Outhere Music France 2019,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA466,3760014194665,Antonin Dvorak ,Dvorak: Piano Trios Op. 21 & 26,Busch Trio,1,CD,14.81,14.81,"After their three recordings dedicated to Dvorák’s Piano Trios No. 3 and No. 4 (the ‘Dumky’), as well as his First and Second Piano Quartets, the Piano Quintets and the Bagatelles, Omri Epstein, Mathieu van Bellen and Ori Epstein conclude their complete cycle of the Czech composer’s chamber music with piano with his first two piano trios: the bond of sympathy between the artists becomes evident as they communicate both their passion for this repertoire and their pleasure in making music together. The Trio in B flat major – the first that has survived – was composed in the spring of 1875, during a period when Dvorák was conceiving and consolidating a more conventional sense of musical form and style. The works of this remarkably prolific year show a distinct crystallisation of Dvorák’s mature melodic style. When the composer began work on his Trio in G minor, in January 1876, he was exhausted after the completion of his opera Vanda, and overcome with grief for the death of his daughter Josefa. He would certainly have known how, back in 1855, his elder colleague Smetana had turned to the genre of the piano trio in similar circumstances, to express his sorrow at the death of his own daughter. This recording completes this four-part edition of Dvorák’s piano trios, quartets and quintets.",,https://b2b.naxosusa.com/Album.aspx?product=3760014194665&medium=phy,01 Classical,Classical,,Austria,2019 Queen Elisabeth Music Chapel & Alpha Classics / Outhere Music France,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Arcana,A458,3760195734582,Various ,"Barlaam & Josaphat - Buddha, A Christian Saint?",Dialogos; Katarina Livljanic,1,CD,14.81,14.81,"Could you ever imagine that one of the most popular saints in the Christian calendar of the Middle Ages was - Buddha? After ten years of research in a multitude of libraries worldwide, Katarina Livljanic and the ensemble Dialogos, faithfull to their exploratory and fearless spirit, bring yet another surprise from the less known medieval lands, after its award-winning albums such as Dalmatica: Chants of the Adriatic (A395), Lombards & Barbares (A319), La vision de Tondal (A329), Judith: A Biblical Story from Renaissance Croatia (Alpha 702). It is the incredible story of saints Barlaam and Josaphat, a christianized version of Buddha's life, which crossed over at least four religions and was transmitted through almost all the medieval languages. Powerful songs — incarnated by voice and instruments, sing the legend about the king's son, prince Josaphat, who leaves the noisy world of opulence to search for inner peace — songs which follow the path of his story from one medieval language to another, from Greek, Latin to Old Croatian, Italian, Church Slavonic… This project is a unique new experience: a multimedia e-book, in French and English, is included with this release. It tells the story of Barlaam & Josaphat and leads the listener/reader through one of the most intriguing labyrinths of medieval world. Through a rich and original video, audio and iconographic material, it opens the doors into the artistic creative process which transformed a medieval legend into a music performance.",,https://b2b.naxosusa.com/Album.aspx?product=3760195734582&medium=phy,01 Classical,Classical,,Netherlands,"2019 Compagnie Dialogos, under exclusive licence to Outhere Music France",2019 Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Arcana,A455,3760195734551,Nicola Bonifacio Logroscino ,"Logroscino: Stabat Mater; Concerto per flauto; Cantata “Ecco l’ara, ecco il nume”",Giulia Semenzato; Raffaele Pe; Marcello Gatti,1,CD,14.81,14.81,"Composed 25 years after the celebrated work of the same name by Pergolesi, and for the same forces, the Stabat Mater by Nicola Logroscino (pronounced “Logròscino”) belongs to the long list of compositions born of the Neapolitan school, beginning with the model by Alessandro Scarlatti (1723). Although inspired by its illustrious precedents, this work distinguishes itself in its strong theatrical character, derived from the author’s long experience in opera (especially comic opera), of which he was a leading figure until the mid-eighteenth century. His Stabat Mater thus seems to be a veritable synthesis of operatic style, whereby lengthy arias alternate with lively duets, and passages of almost folk origins alternate with very simple recitatives. Giulia Semenzato, soprano, and Raffele Pe, countertenor, are the protagonists of this important rediscovery. This album – the first monographic recording dedicated to the composer – includes a brilliant cantata for soprano as well as a concerto for flute (played by Marcello Gatti), a work that represents a precious addition to the repertoire for this instrument. The ensemble “Talenti Vulcanici”, under the direction of Stefano Demicheli, deliver an instrumental performance of stylistic coherence and calibrated virtuosity, following their successful recording, Arias for Nicolino (A427), praised by critics for its “theatrical tautness and élan”, and “a reliable sense of pacing, detail and texture”. (David Vickers, Gramophone, August 2017)",,https://b2b.naxosusa.com/Album.aspx?product=3760195734551&medium=phy,01 Classical,Classical,,Netherlands,2019 Outhere Music France,2019 Outhere Music France,,,,,,,,,,,,,,,,,,,,
