2018,Alpha,ALPHA342,3760014193422,Various,Les Musiciens de Saint-Julien: A l'ombre d'un ormeau - Brunettes et contredanses au XVIIIe siecle,Les Musiciens de Saint-Julien; Francois Lazarevitch,1,CD,7.79,11.99,"This recording reflects musical life in France in the eighteenth century. Leaving aside the prestigious repertoire of vocal and instrumental works, however, Les Musiciens de Saint-Julien share with us music that played an important part, first of all, in the daily lives and musical practices of the aristocracy, before gaining much wider appeal among the Parisian middle and lower classes, so that in the end it was popular at every level of society. Everyone in eighteenth-century Paris was familiar with and fond of the songs known as brunettes and petits airs tendres. Minuets, too, their tunes borrowed from well-known operas and their words sometimes changed, and contredanses (country dances), imported from the ballrooms of England, permeated society, appealing to the lowly and to the titled alike. These pieces were not intended for passive listening, but to be played, sung, danced, and experienced on a daily basis, whenever the opportunity arose. Being appreciated throughout the various social strata, they acted, so to speak, as a common denominator- a taste and a sensitivity that were shared by all, in the French capital and beyond.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA342&medium=phy,01 Classical,Classical,Classical|Classical Era,Netherlands,Alpha 2006,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA343,3760014193439,Johann Sebastian Bach ,Bach: Cantatas BWV 170 & 35,Le Banquet Celeste; Damien Guillon,1,CD,7.79,11.99,"Throughout his life, Bach showed exceptional talent as a pedagogue. As an orphan who had been obliged to learn everything by himself, he retained the deep-rooted urge to teach and pass on his knowledge. His cantatas are spiritual lessons, just as his keyboard works constitute a tutor in the instrument. It was with his children, first and foremost, that he exercised this talent as a born teacher, and particularly with his prodigiously gifted eldest son, Wilhelm Friedemann. For him he wrote the Two-part Inventions and Three-part Sinfonias; for him too The Well-Tempered Clavier and the Orgel-Buchlein (Little organ book); and this extraordinary method culminated in the Trio Sonatas for organ. The cantata Geist und Seele wird verwirret (Spirit and soul are dumbfounded) BWV 35 is one of the three written for solo alto without choral participation and with reduced instrumental forces. The work comprises two parts, for performance before and after the sermon. Soloist and organ engage in a dialogue charged with the elation of trust in God, brimming with coloratura passages and runs. Also for alto solo, the cantata Vergnugte Ruh, beliebte Seelenlust (Contented repose, beloved heart's desire) BWV 170 dates from just six weeks before Geist und Seele. It too features a solo organ part, later transcribed by Bach for flute and continuo. The cantata is based on a passage from the Sermon on the Mount in which Christ urges his listeners to live in peace with others.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA343&medium=phy,01 Classical,Classical,,Netherlands,Zig Zag Territoires 2011,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA344,3760014193446,Johann Sebastian Bach ,Bach: Suites anglaises,Blandine Rannou,2,CD,7.79,11.99,"Johann Sebastian Bach composed the 'English' Suites during his period in the employ of the Prince of Cothen (1717-23). As the prevailing Calvinist atmosphere at the court prevented Bach from writing religious music, he turned exclusively to instrumental music at this time. But the Prince's chamber did not occupy all of Bach's time. In Cothen he was officially discharged from any ad horam obligations to the church, and was thus able to devote part of his time to teaching. His two Clavier-Buchlein, written for Wilhelm Friedemann and Anna Magdalena Bach, respectively, bear witness to this activity. The English Suites are, above all, suites. Their movements include the prelude, the allemande, the courante, the sarabande, and the gigue. Bourrees, gavottes, minuets, and passepieds appear between the sarabande and the gigue. A surprising addition to Suites II and III is an ornamented version of the Sarabande, which Bach inserted just after the first, plain version.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA344&medium=phy,01 Classical,Classical,,Netherlands,Zig Zag Territoires 2003,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA345,3760014193453,Carl Philip Emmanuel Bach ,C.P.E. Bach: Symphonies & Cello Concerto,Cafe Zimmermann,1,CD,7.79,11.99,"In Carl Philipp Emanuel Bach's catalogue, the music for solo keyboard and the chamber music occupy central positions. In his youth, Carl Philipp Emanuel, who was left-handed, did not play string instruments such as the violin or viola, but rather the harpsichord and organ (not to overlook the flute). It was as a harpsichordist that, in 1738, he joined the entourage of the future King of Prussia, Frederick II, before following him to Berlin upon his accession two years later and then formally entering his service. In 1767, he was offered the succession of his godfather, Telemann, as director of music in Hamburg. He arrived in the Hanseatic city in March 1768, and for the last twenty years of his life, it was church music that occupied much of his time and effort. The symphonies of Carl Philipp Emanuel Bach are all in three movements, quite often linked without a break. Highly original and typical of north Germany, the symphonies turn their back on the style gallant, on Johann Stamitz, founder of the Mannheim School, and on the Viennese style. The Concerto in A major was originally written for harpsichord and strings, but was later transcribed for cello by the composer, likely for the cellist Christian Friedrich Schale, who hosted a Musikalische Assemblee in his Berlin home every week.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA345&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2006,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA346,3760014193460,Carl Philip Emmanuel Bach ,C.P.E. Bach: Flute Concertos & Sonatas,Orchestre d'Auvergne; Juliette Hurel; Arie van Beek,1,CD,7.79,11.99,"While Carl Philipp Emanuel Bach was above all else a dazzlingly accomplished harpsichordist, his considerable output for flute can easily be explained by the milieu in which he worked for nearly thirty years. The Berlin court of Frederick II was in fact governed by two flautists: the king himself, and his teacher and accredited and exclusive composer, the famous Johann Joachim Quantz. His five flute concertos were derived from a group of seven concertos for harpsichord written between 1747 and 1755. It is very likely that Emanuel Bach himself made all these transcriptions. The versions for flute nearly always date from the same year as the corresponding harpsichord concerto, which suggests virtually simultaneous conceptions. The three concertos selected for this recording have survived in versions for both flute and cello, now in the libraries of the Royal Conservatory in Brussels and the Royal College of Music in London.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA346&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2006,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA347,3760014193477,Various,"Les Witches: Bara Faustus' Dreame - Ayres, Ballads & Broken Consorts c. 1600",Les Witches,1,CD,7.79,11.99,"Freddy Eichelberger writes of this release: ""The idea for this recording came to us after reading Anne Cuneo's novel Le Trajet d'une riviere, in which the charming, valiant, chivalrous and Catholic Francis Tregian travels the length and breadth of Europe sword in hand, regarded as a spy by some, a messenger by others. He meets the greatest musicians of his time and copies out their music. Taking the three 'compilations' by Tregian that have come down to us, one of which is the famous Fitzwilliam Virginal Book, we find ourselves faced with hundreds of vocal and instrumental pieces, fantasies, madrigals and other pieces. In attempting to revive in part the musical world of Sir Francis Tregian, our aim was to explore the elements of dream and travel through time and space. The five Witches were joined by five guest Witches: two voices for the music of words, two viols enabling us to form a homogeneous consort, and the bandora which enabled us to achieve one of our aims- to recreate a genuine English broken consort.""",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA347&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2004,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA348,3760014193484,William Byrd ,Byrd: Harpsichord Music,Gustav Leonhardt,1,CD,7.79,11.99,"Byrd's heyday precisely coincided with the reign of Queen Elizabeth I. She came to the throne on the death of Mary Tudor, in 1558; Byrd was then not yet twenty. And her long reign ended forty-five years later, in 1603. Byrd was thus the Elizabethan composer par excellence, occupying the same role as his younger contemporary Shakespeare played in the theatre. Though he spent his whole life in the service of the Anglican Church, Byrd was born and remained a Roman Catholic. His prestige must have been considerable, for the Queen continued to protect him and he was never harassed during the religious disputes that shook the country. When he became organist of Lincoln Cathedral in 1563, barely into his twenties, his professional qualities were recognized by a salary considerably higher than was customary. Byrd very quickly established himself as an outstanding personality, thanks to his performing skill on keyboard instruments, his burgeoning reputation as a composer and his charisma with both colleagues and pupils. Many of these pieces are derived from dance steps. Among them are the pavans, followed by their galliards, a genre that flourished throughout the Renaissance.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA348&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2004,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA349,3760014193491,Guillaume Dufay ,Dufay: Flos Florum,Ensemble Musica Nova,1,CD,7.79,11.99,"Like many of his contemporaries, Guillaume Dufay was greatly devoted to the Virgin Mary. His Marian works comprise liturgical pieces sung during the Mass or the Office, but also religious motets written to new poems. It was probably during his first period in the chapel of the dukes of Savoy that Dufay produced a complete cycle of polyphonic hymns for the Office of Vespers of the principal feasts. Their interpretation obeys the principle of alternatim chant, that is to say alternation between monophonic odd-numbered verses, sung in plainchant, and even-numbered polyphonic verses. Dufay employs here the techniques of composition already in use in the fourteenth century. The liturgical melody is sung in the highest voice but appears transformed according to the principles of paraphrase: the composer's inventive contribution, in this context, resides in the flexibility of the mensuration (often ternary) and the grace of his ornamentation. The other two, lower voices accompany it in a virtually homophonic style. The influence of the improvisatory practice known as 'fauxbourdon' is manifest. In its simple form, the melody of the cantus is doubled by the tenor and the contratenor, respectively a sixth and a fourth lower. The result is a succession of highly characteristic chords, interrupted only for the cadences.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA349&medium=phy,01 Classical,Classical,,Netherlands,Zig Zag Territoires & Musica Nova 2004,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA350,3760014193507,Michel-Richard de Lalande ,Lalande: Tenebrae,Claire Lefilliatre; Le Poeme Harmonique; Vincent Dumestre,1,CD,7.79,11.99,"In 1680, Francois Chaperon, maître de musique of the Sainte-Chapelle, entrusted the setting of some verses from the Lamentations of Jeremiah to Michel Richard de Lalande and Jean-Fery Rebel, Lalande's brother in law. The Lecons de Tenebres of 1680, now lost, probably provided material for the Tenebrae compositions that have come down to us. Although Lalande had written his Lecons and his Miserere for solo voice for the nuns of the convent of the Assumption, they were actually sung- like many of his works for female voices- by his daughters. The Lecons de Tenebres and Miserere must have therefore been composed some time before 1711, for that year Jeanne and Marie Anne de Lalande died in the smallpox epidemic. For this interpretation of the Miserere, the musicians have chosen the version presented in Brossard's autograph manuscript of 1711, in which the alternate verses are sung by three voices in faux-bourdon, a practice that was still in vogue at that time in France. Fragmentary notation for a treble instrument is found throughout this manuscript version, thus attesting the practice, in the seventeenth and eighteenth centuries, of improvising the countermelody at sight.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA350&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2002,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA351,3760014193514,Guillaume de Machaut ,Machaut: Messe de Nostre Dame,Diabolus in Musica; Antoine Guerber,1,CD,7.79,11.99,"Guillaume de Machaut was born around 1300 in the environs of Reims, which at that time was a flourishing royal city with a population of almost 20,000, famous throughout Europe for its textile workshops and trade fairs. Like most cathedrals of Western Europe, Reims is built on the site of an earlier edifice. The Rouelle altar, on the left in the nave, adjacent to the choir screen, was dedicated to the Holy Spirit. But in 1343 a magnificent statue of the Virgin Mary was placed there. In 1341 Archbishop Jean de Vienne established a plainchant Votive Mass for the Virgin, to be performed each week before the Rouelle altar. The Marian Mass was introduced by Guillaume de Machaut and his younger brother Jean as a perpetuation of the archbishop's wish, and it was for that particular liturgy, which was sung every Saturday throughout the year, that Guillaume wrote his famous polyphonic mass. The Messe de Nostre Dame, as it is called in only one of the five surviving manuscripts, is the first complete preserved polyphonic mass known to be by a single hand. It includes the five movements of the Ordinary plus the four-voice Ite missa est. The Mass is not strictly speaking a unified cycle, but there is nevertheless great coherence in its rhythmic and harmonic languages. The succession of movements shows a broad construction and a harmonious and carefully established stylistic progression, from the Kyrie with its strong harmonic structure to the Agnus Dei with its melodic lyricism.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA351&medium=phy,01 Classical,Classical,,Netherlands,Alpha 2008,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
