2018,Accent,ACC 24348,4015023243484,Johann Sebastian Bach; Georg Phillipp Telemann; Dieterich Buxtehude ,"Christmas Cantatas by Bach, Telemann, & Buxtehude",La Petite Bande; Anna Gschwend; Lucia Napoli; Soren Richter; Christian Wagner,1,CD,14.81,22.99,"Sigiswald Kuijken worked for 10 years on his cycle of Johann Sebastian Bach cantatas following the liturgical year, an effort which can be heard on the series of 19 albums published on Accent. Now, Kuijken returns with a new release. This recording includes the work of three great masters dedicated to the theme of Christmas: Dietrich Buxtehude (1637-1707), Johann Sebastian Bach (1685-1750) and Georg Philipp Telemann (1681-1767). All three created a large number of cantatas for many occasions, each according to his own perspective and tradition. The Christmas cantatas were always of a special nature; the birth of Christ was celebrated everywhere- both in a solemn and festive setting and in a smaller circle- and if one listens carefully and considers the different approaches, one can virtually peer into the composer's heart. Bach takes center stage in this new production, Buxtehude is its be-all and end-all and Telemann bridges in between two very different opuses.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024348&medium=phydig,01 Classical,Classical,,,2018 Accent,2018 Accent,,,,,,,,,,,,,,,,,,,,
2018,Accent,ACC 24350,4015023243507,Christoph Graupner ,Graupner: Concertos & Ouvertures,L'arpa festante,1,CD,14.81,22.99,"In 1709, the music-loving Landgraf Ernst Ludwig from Darmstadt had discovered Christoph Graupner as a harpsichordist at the Hamburg Opera in 1709 and had hired him on the spot. The Landgraf had made a real stroke of luck with Graupner, because he was not only an outstanding musician but also a perfect organizer of the courtly musical life and especially for the church music which had to be performed weekly. Over the years, more than 1,400 works of sacred music and more than 250 concertos and orchestral works have gathered from his pen and paper. L'arpa festante and Rien Voskuilen have put together an exquisite selection with orchestral music from this repertoire for the present release: two concertos for oboes and trumpets and two Overtures for transverse flute in the French style, probably all from the first half of the 1730's.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024350&medium=phydig,01 Classical,Classical,,,2018 Note 1 Music,2018 Note 1 Music,,,,,,,,,,,,,,,,,,,,
2018,Alpha,Alpha433,3760014194337,Franz Schubert ,"Schubert 1828 - Piano Sonatas D. 958, 959, 960; 3 Klavierstucke D. 946",Alexander Lonquich,2,CD,21.83,33.99,"Alexander Lonquich performs worldwide in Japan, United States, Australia as well as at the most important European music centers. He is regular guest of prestigious Festivals, such as Salzburg Festival, "Mozartwoche Salzburg", Piano-Festival Ruhr, Schleswig-Holstein Festival, and Lucerne Festival. Alexander Lonquich's performances as soloist & conductor are hailed by the international media and audiences. He regularly appears with the Camerata Salzburg, the Mahler Chamber Orchestra, the Orchestra da Camera di Mantova, Münchener Kammerorchester, the Basel Chamber Orchestra, the Deutsche Kammerphilharmonie Bremen, the Stuttgart Chamber, the Symphony Orchestra Frankfurt and others. He is also profoundly committed to chamber music. His recordings with oeuvres of Mozart and Schubert for EMI received outstanding reviews and were awarded with prizes, such as "Diapason d'Or" in France, "Premio Abbiati" in Italy and "Premio Edison" in Holland. For this release with Alpha he has chosen works by Schubert, a composer with whom he is extraordinarily comfortable.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha433&medium=phy,01 Classical,Classical,Classical|Romantic Era,Austria,2018 Alexander Lonquich,2018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Ambronay Editions,AMY310,3760135103102,Joseph Haydn; Felix Mendelssohn ,"Haydn: String Quartet in G major, Op. 77 No. 1; Mendelssohn: String Quartet in E flat major, Op. 12; Four Pieces, Op. 81",Consone Quartet,1,CD,14.81,22.99,"The young London-based Consone Quartet, a laureate of the 'eeemerging programme,' presents period-instrument performances of three major works of the string quartet repertory. On this release Joseph Haydn (op.77 no.1) and Felix Mendelssohn (opp.12 and 81) sound extraordinarily fresh and spontaneous from their bows.  Formed at the Royal College of Music in 2012, the Consone Quartet focuses on exploring Classical and Early Romantic repertoire on period instruments. The winner of the Royal Over-Seas League Ensemble Prize in London, 2016, Consone was also awarded two prizes at York Early Music Competition 2015. Consone has performed at the Edinburgh Festival Fringe, Brighton Early Music Festival, Buxton Festival, The Queen's Gallery at Buckingham Palace, and recently at Wigmore Hall. In addition to their concertizing, they have collaborated with several notable musicians including soprano Gillian Keith, flautist Ashley Soloman, and many more.",,https://b2b.naxosusa.com/Album.aspx?product=AMY310&medium=phy,01 Classical,Classical,Classical|Chamber Music,Netherlands,2018 Ambronay Editions,2018 Ambronay Editions,,,,,,,,,,,,,,,,,,,,
2018,Antarctica,AR 009,608917730920,Astor Piazzolla ,Piazzolla: Maria de Buenos Aires,ZVEZDOLIKI ensemble,2,CD,15.59,23.99,"Follow Z V E Z D O L I K I ensemble into the abdomen of Buenos Aires, and meet ill-omened Maria, born with a curse in her voice on a day when God was drunk. Seduced by tango, she is murdered, but her soul continues to roam the streets of Buenos Aires. Anti-clerical, blasphemous, potentially provocative and certainly scandalous, Maria de Buenos Aires is a forgotten "tangoperita" by Astor Piazzolla and Horacio Ferrer which translates the themes of seduction and fatality in traditional and Nuevo tango, culminating in a hymn to (supernatural) deviance, lust, and also religiosity. This is a live recording, performed in the studio and made in front of a live audience. Z V E Z D O L I K I, a chamber music ensemble initially based in the Norwegian church in Antwerp, was founded by flautist Oriana Dierinck in 2009. In its programs, the ensemble combines well and lesser known, old and new composers and compositions. Combined with the concerts in the Norwegian church, Z V E Z D O L I K I also plays in cultural centres, on chamber music podia and classical music festivals.",,https://b2b.naxosusa.com/Album.aspx?product=AR%20009&medium=phy,01 Classical,Classical,,,,2018 AR 009,,,,,,,,,,,,,,,,,,,,
2018,Antarctica,AR 008,608917730821,Johannes Brahms; Bohuslav Martinu; Alfred Schnittke ,Kacper Nowak & Christia Hudziy: Contrastes - Cello Sonatas,Kacper Nowak; Christia Hudziy ,1,CD,13.25,20.99,"This recording traces the heritage of Romanticism in postmodern times. Its vintage opener is the first Cello Sonata by Brahms, a pinnacle of unspeakable but mind-controlled beauty. Martinu's second Cello Sonata, written in American exile in 1941, revisits Brahms's old world, but with wider tonality, more expressive shifts, and the extra rhythmic pulse of Czech folk music. In Schnittke's Cello Sonata of 1978, which builds on Shostakovich's emaciated style, the ghosts of the desolate closing Largo usher in the death throes of Romanticism. This is a captivating album that draws its fascination not from the uniformity of the pieces included, but from their distinct differences. Born in Poland, Kacper Nowak began playing the cello at the age of eight. A year later, he was the laureate of the Liezen Cello Competition in Austria and entered the Fryderyk Chopin School in Poznan, in the class of Danuta Taczanowska. Having won several national and international competitions, he became a member of the National Foundation for Gifted Children. Since September 2014 Kacper has been studying at the Queen Elisabeth Music Chapel in Belgium, under the direction of Gary Hoffman where he received a scholarship by Haas-Teichen.",,https://b2b.naxosusa.com/Album.aspx?product=AR%20008&medium=phy,01 Classical,Classical,,,,2018 AR 008,,,,,,,,,,,,,,,,,,,,
2018,APR Recordings,APR6026,5024709160266,Isaac Albeniz; Frederic Chopin; Leo Delibes; Franz Liszt; Felix Mendelssohn; Moritz Moszkowski; Franz Schubert; Robert Schumann; Bedrich Smetana ,"Wilhelm Backhaus plays Chopin, Liszt, Schumann & Encore Pieces - HMV Recordings 1925-1937",Wilhelm Backhaus,2,CD,15.59,23.99,"From his first major recital at age fifteen in 1899 until his final public concert just one week before his death, Wilhelm Backhaus' career was one of the longest among the twentieth century's prominent pianists. Wilhelm Backhaus (1884-1969) left a 60-year recorded legacy which began in 1908, but the champion of Beethoven and Brahms we know from his later years performed a much wider repertoire before the war. This set focuses on this more 'romantic' repertoire - his Chopin études from 1928 were the first complete recorded cycle and still astonish with their virtuosity. His Schumann Fantasy is another landmark recording, the 78rpm era benchmark, and what a delightful surprise it is to hear him in his own spectacular transcriptions or in works by Albéniz and Moszkowski.",,https://b2b.naxosusa.com/Album.aspx?product=APR6026&medium=phy,01 Classical,Classical,Classical|Piano,France,2018 APR Ltd,2018 APR Ltd,,,,,,,,,,,,,,,,,,,,
2018,APR Recordings,APR6027,5024709160273,Johann Sebastian Bach; Ludwig van Beethoven ,Wilhelm Backhaus: The Complete Pre-War Beethoven Recordings,Wilhelm Backhaus; Royal Albert Hall Orchestra; London Symphony Orchestra,2,CD,15.59,23.99,"Wilhelm Backhaus (1884-1969) left a 60-year recorded legacy which began in 1908, but though known particularly for Beethoven and Brahms in his later years, he performed a much wider repertoire before the war (as seen on the companion album which presents works by Chopin, Liszt and Schumann) and the four sonatas and two concertos included here are the totality of his early Beethoven output. These are nevertheless important recordings - the 'Emperor' concerto was only the second ever recording and the first recorded by the 'electric' process. The 4th became an instant classic and still stands high among recorded versions. The sonatas benefit from the spontaneity of youth - the didactic and gruff presentation which occasionally afflicts Backhaus's later complete sonata cycles is little in evidence here. Three of the sonatas were issued with Bach 'fillers' and we have included these here to reveal yet another side of Backhaus' musicianship.",,https://b2b.naxosusa.com/Album.aspx?product=APR6027&medium=phy,01 Classical,Classical,Classical|Piano,France,2018 APR Ltd,2018 APR Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2782,5019396278226,Eric van de Lest; Minyeshu Kifle Tedla ,Minyeshu: Daa Dee,Minyeshu,1,CD,14.81,22.99,"'Daa Dee' is the first groove a baby learns in Ethiopia as it takes its first steps. It is the sound the mother makes to help her baby in its first attempt into independence. Minyeshu explores her own upbringing and the resulting positive changes in this uplifting album of strength, vulnerability, faith and doubts overcome. Daa Dee is Minyeshu's fourth album, a collection of dance songs exalting love, spiritualism, and what it means to be a woman- especially a mother and daughter- in today's times. Drawing from her cultural life experiences in Africa and Europe, Minyeshu has sculpted her signature tone- a hypnotic and modern hybrid of Ethiopian grooves and melodies, delicately mixed with Western instruments and styles. "Minyeshu manages to sound both accessible to a wider audience yet still authentically and proudly Ethiopian at the same time." (Songlines) "...brave and new musically stimulating and exciting experience." (NetRhythms UK)",https://www.youtube.com/watch?v=FXyPx5QVTvI,https://b2b.naxosusa.com/Album.aspx?product=EUCD2782&medium=phy,30 World/Int'l.,World|Africa,World|Africa,United Kingdom,2016 Minyeshu Kifle Tedla,2018 ARC Music Productions Int. Ltd. ,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2814,5019396281424,Various ,Tranquility - Music for Relaxation,Various,1,CD,10.13,15.99,"This release is an album of blissful relaxation music specifically curated for meditation, yoga, and stress relief in a busy lifestyle. Award-winning artists are included, such as Jason Carter who "builds relationships across borders," (British Council, Iran), Gary Stroutsos, who performed at the White House upon invitation from President Bill Clinton, and Baluji Shrivastav, who holds the honor of OBE, awarded by the Prince of Wales. Crossing oceans and cultures, the music on this release comes from all over the globe including traditional music from Nepal, Russia, Egypt, Native America, India and the United Kingdom.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2814&medium=phy,30 World/Int'l.,World,World,Austria,,2018 ARC Music Productions Int. Ltd. ,,,,,,,,,,,,,,,,,,,,
