2018,L2L,2L,2L-145-SABD,7041888523628,Jan Gunnar Hoff ,Polarity - An Acoustic Jazz Project,Hoff Ensemble; Jan Gunnar Hoff; Anders Jormin; Audun Kleive ,2,"Blu-ray Audio, Hybrid SACD",27.2922,41.99,"Polarity is an acoustic jazz project from Jan Gunnar Hoff and the Hoff Ensemble. Of the new release, Hoff writes: “My main goal is to create a specific identity for each album I make. This time I chose to involve Anders Jormin and Audun Kleive, two of Scandinavia's finest jazz artists. The result is Polarity, an album based on both new and older compositions of mine, recorded in a unique acoustic setting.” Polarity has been conceived as a cohesive experience where the compositions themselves, the moments of spontaneous inspiration during performance and the natural sound world of the church acoustics all affect the final result. The compositions are inspired by actual experiences and particular states of mind. The album was recorded using state of the art technology called Immersive Audio. The listener is surrounded by music and can move about in the aural space and choose angles, vantage points and positions. Prepare to be fully enveloped in a cocoon of life-like audio.",http://www.2L.no/pages/album/145.html,https://b2b.naxosusa.com/Album.aspx?product=2L-145-SABD&medium=phy,02 Jazz,Jazz,,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,NR,NTSC,0,DVD-5,,,,Color,,1,2018,
2018,ACT,Accent,ACC 24343,4015023243439,Tomaso Albinoni; Baldassare Galuppi; Antonio Vivaldi ,Frank Theuns: Venetian Flute Concertos,Frank Theuns; Les Buffardins,1,CD,14.81,22.99,"The most influential and prolific composer of concertos during the Baroque was the Venetian Antonio Vivaldi (1678-1741). He composed approximately 500 concertos for one or more soloists, including about 350 solo concertos. He was one of the first composers to focus on the transverse flute as a viable solo instrument. Frank Theuns here combines one work (La notte, RV 439) from the famous opus 10 collection with the Concertos RV 440 and 441, both of which have survived as manuscripts in the Biblioteca Nazionale in Turin, Italy. The programme also contains concertos by Baldassare Galuppi – the manuscript of his Flute Concerto in D major (GroF 675) is preserved at the Mecklenburgische Landesbibliothek in Schwerin, Germany – and Tomaso Albinoni, whose Concerto in D minor from opus 9, originally written for oboe, is performed on this recording on the flute.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024343&medium=phydig,01 Classical,Classical,,Netherlands,2018 Accent,2018 Accent,,,,,,,,,,,,,,,,,,,,
2018,ACT,Accent,ACC 24345,4015023243453,Giovanni Bassano; Giovanni Gabrieli; Andrea Gabrieli; Claudio Merulo ,San Marco di Venezia - The Golden Age,Les Traversees Baroques; Etienne Meyer,1,CD,14.81,22.99,"It is well known that in Venice a “Golden Age” of compositional, vocal, and instrumental musical creativity and virtuosity emerged, and then flourished during the mid-1500s to the mid-1700s. The 16th century experienced a substantial development in the cappella ducale of Saint Mark's, which, until the end of the 17th century, remained the leading center of musical activity in the city. Evidence of this comes from the profusion of significant musicians that it received in that “Golden Age”: either as maestri di cappella, or as organists (Claudio Merulo, Andrea and Giovanni Gabrieli), or as virtuoso instrumentalists (the cornet player Giovanni Bassano). Claudio Merulo and Andrea Gabrieli played a decisive role in the simultaneous emergence of Venetian keyboard and stile concertato music. The latter's nephew Giovanni Gabrieli can be thought of as the standard-bearer of the Venetian School as a whole. The cornett virtuoso Giovanni Bassano composed magnificent polychoral motets in stile concertato for the idiosyncratic liturgy found at St Mark's. With such works Bassano emerges as the worthy successor of the Gabrielis. Les Traversees Baroques, on this release, explores all of these composers of the Golden Age.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024345&medium=phydig,01 Classical,Classical,,Netherlands,2018 Accent,2018 Accent,,,,,,,,,,,,,,,,,,,,
2018,ACTB,ACT Jazz,ACT9042-2,614427904225,Dan Berglund; Magnus Ostrom; Esbjorn Svensson ,E.S.T.: Live in London,Esbjorn Svensson Trio,2,CD,19.49,29.99,"As a jazz band, e.s.t. created some of the most popular, enduring, forward-thinking and simply enjoyable music the genre has seen for many years. Over the course of a dozen albums released through ACT, both studio and live sessions, Esbjorn Svensson, Dan Berglund and Magnus Öström captured the hearts and minds of jazz fans with their innovative and imaginative approach to the classic piano trio setting. The first ever European band to feature on the front cover of US jazz bible Downbeat, they were undoubtedly one of the most popular groups to have come out of the genre. And yet they were so much more than just a ‘jazz' band – their music confounded the expectations of audiences who thought they knew what jazz sounded like, blew away preconceptions about where the boundaries between genres lie, and introduced countless non-jazz listeners around the world to the idea that instrumental, improvised music could be as intelligent, interesting, satisfying and accessible as more traditionally popular styles. Their tunes could encompass the energy and hypnotic thrall of dance music, the drive and riotous power of rock, or the meditative solemnity of quiet chill-out electronica. Esbjorn's tragic death in June 2008, at the age of just 44, shocked the music world. Jazz had lost an ally, an ambassador and a friend, but greater still was the loss to music as a whole. The release of this live album marks a poignant moment: the tenth anniversary of the tragic and premature death of Esbjorn Svensson.",,https://b2b.naxosusa.com/Album.aspx?product=ACT9042-2&medium=phy,02 Jazz,Jazz,,Germany,2018 ACT Music + Vision GmbH + Co. KG,2018 ACT Music + Vision GmbH + Co. KG,,,,,,,,,,,,,,,,,,,,
2018,ACTB,ACT Jazz,ACT9042-1,614427904218,Dan Berglund; Magnus Ostrom; Esbjorn Svensson ,E.S.T.: Live in London,Esbjorn Svensson Trio,2,Vinyl,27.29,41.99,"As a jazz band, e.s.t. created some of the most popular, enduring, forward-thinking and simply enjoyable music the genre has seen for many years. Over the course of a dozen albums released through ACT, both studio and live sessions, Esbjorn Svensson, Dan Berglund and Magnus Öström captured the hearts and minds of jazz fans with their innovative and imaginative approach to the classic piano trio setting. The first ever European band to feature on the front cover of US jazz bible Downbeat, they were undoubtedly one of the most popular groups to have come out of the genre. And yet they were so much more than just a ‘jazz' band – their music confounded the expectations of audiences who thought they knew what jazz sounded like, blew away preconceptions about where the boundaries between genres lie, and introduced countless non-jazz listeners around the world to the idea that instrumental, improvised music could be as intelligent, interesting, satisfying and accessible as more traditionally popular styles. Their tunes could encompass the energy and hypnotic thrall of dance music, the drive and riotous power of rock, or the meditative solemnity of quiet chill-out electronica. Esbjorn's tragic death in June 2008, at the age of just 44, shocked the music world. Jazz had lost an ally, an ambassador and a friend, but greater still was the loss to music as a whole. The release of this live album marks a poignant moment: the tenth anniversary of the tragic and premature death of Esbjorn Svensson.",,https://b2b.naxosusa.com/Album.aspx?product=ACT9042-1&medium=phy,02 Jazz,Jazz,,Germany,2018 ACT Music + Vision GmbH + Co. KG,2018 ACT Music + Vision GmbH + Co. KG,,,,,,,,,,,,,,,,,,,,
2018,ABR,Alba,ABCD 422,6417513104226,Walter Wolff ,"Wolff: Music for Piano, Cello, & Violin",Gabi Sultana; Tomas Nunez-Garces; Merel Junge ,1,CD,14.81,22.99,"Walter Wolff, who was born in Finland, made a big career as a jazz pianist in Holland, where he studied, and elsewhere in Europe. In 2012 Walter Wolff finished his jazz pianist career and moved on to compose classical music. The present album consists of a variety of chamber music composed by Wolff, from a solo viola work to a piano trio. Wolff combines the rhythms of jazz and an improvisational atmosphere with classical music in a stylish way. The album´s mood ranges from lively rhythmics to a peaceful, almost meditative calm. The great musicians playing on the album make the album a very interesting and enjoyable whole. Producer Hein van de Geyn writes: “Watler has impressed me from the first day I heard him play. I sensed his seriousness, his dedication to the music. Walter is playing as a servant of the music, not to jubilate his own ego. This touched me, and still touches me. I am proud that he was able to give us this wonderful album. The music remains.”",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20422&medium=phydig,01 Classical,Classical,,Austria,2018 Alba Records,,,,,,,,,,,,,,,,,,,,,
2018,ABR,Alba,ABCD 421,6417513104219,Pehr Henrik Nordgren ,Nordgren: Evocation,Eija Kankaanranta; Reijo Tunkkari; Hanna Pakkala; Lauri Pulakka; Marko Ylonen; Kokkola Quartet; Janne Virkkala; Annica Brannkarr ,1,Hybrid SACD,14.81,22.99,"Pehr Henrik Nordgren (1944–2008) has an output that is both extensive and diverse. He drew inspiration from such sources as Finnish and Japanese folk music, and his music has a strong narrative element. And although it is often described as being painted in dark hues, there are also flashes of hope. He composed some 40 works for chamber ensemble during his lifetime. He began his professional career as a composer of music in this genre with his first string quartet in 1967 and ended it with his eleventh, premiered more than four decades later and only a month before his death. The Kokkola Quartet is violinists Reijo Tunkkari and Annica Brannkarr, violist Hanna Pakkala, and cellist Lauri Pulakka. The ensemble had a close relationship with the composer, with several of his string quartets being written specifically for them.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20421&medium=phy,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALP,Alpha,Alpha399,3760014193996,Gyorgy Ligeti; Domenico Scarlatti ,Justin Taylor: Continuum,Justin Taylor,1,CD,14.81,22.99,"Following his First Prize at the Bruges Competition and his first album, devoted to the Forqueray family (‘Choc' of the Year in Classica, Editor's Choice in Gramophone, Grand Prix de l'Académie Charles Cros), the Franco American harpsichordist Justin Taylor has recently been awarded the ‘Révélation Musicale' Prize of the French Critics' Circle. His career has developed rapidly, both as soloist (harpsichordist and also fortepianist) and as director of his ensemble, the Taylor Consort, with which Alpha will soon be recording... For his second recital, Justin Taylor juxtaposes Scarlatti and Ligeti, two composers whose periods and universes seem so remote from each other, yet who show numerous affinities: in their inventiveness, the virtuosity of their respective languages and their common urge to push the keyboard to its very limits. Continuum builds a bridgehead between these two hypersensitive composers by intertwining Ligeti's three emblematic (and spectacular!) pieces for solo harpsichord with sonatas by Scarlatti.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha399&medium=phy,01 Classical,Classical,Classical|Solo Instrumental,United States,2017 Alpha Classics / Outhere Music France,2018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,ALP,Alpha,Alpha400,3760014194009,Orazio Benevolo ,Benevolo: Missa si Deus pro nobis; Magnificat,Le Concert Spirituel; Herve Niquet,1,Hybrid SACD,17.1522,26.99,"Hervé Niquet possesses two constant character traits: he is an indefatigable excavator of forgotten music, and he loves polyphony and ‘large forms'. A few years ago, he caused a sensation by exhuming the monumental music of Striggio. To mark the thirtieth anniversary of his ensemble, Le Concert Spirituel, he now tackles a new peak of polyphony: a mass by Orazio Benevolo (1605–72) performed by eight choirs of four singers, accompanied by fifteen continuo players. In concert, the choirs are spread out around the nave, with the audience in the middle. Benevolo was born to a Burgundian confectioner father who had emigrated to Rome. Educated at the choir school of San Luigi dei Francesi, he became one of the greatest geniuses of polychorality, a prolific composer who represented the splendors of French art in Rome. He ended his career as maestro di cappella at the Vatican. This music has been resurrected thanks to the work of the great musicologist Jean Lionnet, who spent many years copying out by hand the music of numerous Italian composers in the Vatican archives, from which it was impossible to borrow documents. As a result of his labors the Missa ‘Si Deus pro nobis' has now been recorded, accompanied by vocal and instrumental pieces by Monteverdi, Frescobaldi and Palestrina.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha400&medium=phy,01 Classical,Classical,Classical|Baroque Era,Austria,Le Concert Spirituel & Alpha Classics / Outhere Music France 2018,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,ALP,Alpha,Alpha357,3760014193576,Einojuhani Rautavaara; Jean Sibelius ,Sibelius & Rautavaara: Violin Concertos,Tobias Feldmann; Orchestre Philharmonique Royal de Liege; Jean-Jacques Kantorow,1,CD,14.81,22.99,"Following his Alpha recording of sonatas by Prokofiev, Ravel and Strauss, the violinist Tobias Feldmann now turns to the concerto form, performing the two major works of the Finnish repertoire for the instrument: the violin concertos of Jean Sibelius and Einojuhani Rautavaara. Premiered in Helsinki in 1904, the Sibelius Concerto proved to be exceptionally difficult technically for the soloist. Sibelius revised his score, but subsequently composed for violin and orchestra only in shorter forms, the serenade and the humoresque. It was not until nearly seventy years later that a Finnish composer wrote another large-scale work for violin and orchestra, with the Concerto of Rautavaara, which in all respects equals the degree of virtuosity demanded by the earlier work.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha357&medium=phy,01 Classical,Classical,Classical|Modern Era,Austria,OPRL & Alpha Classics / Outhere Music France 2017,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
