2019,Accent,ACC 24357,4015023243576,Heinrich Ignaz Franz von Biber ,Biber: Fidicinium Sacro-Profanum,Harmonie Universelle,1,CD,14.81,14.81,"The 17th-century Bohemian/Austrian composer Heinrich Ignaz Franz Biber is best known for his works for solo violin, especially the Mystery Sonatas. However, he also wrote a considerable amount of music for string ensemble, including a set of 12 chamber sonatas subtitled Fidicinium Sacro-Profanum which was first published in Nuremberg in 1683. The title refers to the fact that the music in the sonatas combine sacred and secular styles. In his collection, Biber set new standards in the field of string chamber music. In the first part he composes for a five-part string ensemble: 2 violins, 2 violas, violone and basso continuo, a combination that was established at his time as the standard ensemble in Austrian cultural circles. In a richly colored setting, Biber artfully weaves a polyphonic texture that allows the voices to alternate and come to the fore. In the second part of this collection he dispenses with the five-part arrangement hitherto predominant in Austria, and focuses on augmenting the flexibility of the four individual parts. The present recording of Biber’s twelve chamber sonatas Fidicinium Sacro-Profanum is performed by Harmonie Universelle under its director Florian Deuter.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024357&medium=phy,01 Classical,Classical,,Netherlands,2019 Accent,2019 Accent,,,,,,,,,,,,,,,,,,,,
2019,Accent,ACC 26411,4015023264113,George Frideric Handel ,Handel: Brockes Passion,Festspielorchester Gottingen; NDR Chor,2,CD,23.39,23.39,"On occasion of the 300th anniversary of the first performance of Handel’s Brockes Passion in Hamburg (4 April 1719), Accent presents a 2017 live performance at the Göttingen Handel Festival with Laurence Cummings conducting the Festivalorchestra Göttingen, the NDR Chor, and an excellent cast of singers such as the Dutch soprano Johannette Zomer and the young German tenor Sebastian Kohlhepp (as Evangelist). Barthold Heinrich Brockes’ passion text is one of the most frequently set in the history of music, and was the only German text used by George Frideric Handel as the basis for a large-scale sacred composition. The original score was lost, but the surviving version, which was hand-copied by Johann Sebastian Bach, makes it possible for us to hear this 1719 oratorio today.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2026411&medium=phy,01 Classical,Classical,,Netherlands,2019 NDR Kultur,2019 note 1 music gmbh,,,,,,,,,,,,,,,,,,,,
2019,Affetto Records,AF1901,888295877770,Stuart Forster,Love So Amazing - The Hymn Arrangements of Stuart Forster,The Choirs of Christ Church Cambridge MA and Church of the Redeemer Chestnut Hill MA; Dr. Stuart Forster; Joseph Foley; Dana Oakes; Zebediah Upton; Hans Bohn; Gregory Spirodopoulos; Kenneth Amis; Robert Schulz ,1,CD,13.25,13.25,"Hymn singing is fundamental in protestant churches, but not normally the subject of an album released worldwide. The musicianship presented here is singular, sung by two volunteer choirs with power and emotion. The inspired arrangements heard on this recording have developed over decades of working with wonderful choirs and congregations, as well as by singing with, and listening to, many inspired colleagues. Some of the descants were conceived for particular services, while other arrangements grew further for special occasions. Several of the brass arrangements were composed for the ordination and consecration of the Rt. Rev. Alan Gates as Bishop of the Episcopal Diocese of Massachusetts in 2014. Australians Michael S. Murray and Stuart Forster have worked together for more than 20 years, including conducting and accompanying in one another’s Episcopal churches, Christ Church in Cambridge and Church of the Redeemer in Chestnut Hill, located on opposite sides of the river Charles in Boston, Massachusetts, and during choir tours throughout America and Europe. Waiting and planning for the right moment to share their combined parish traditions of engaged singing from the vast legacy of hymnody bestowed upon the Anglican tradition has been fulfilled in this album. The installation of the exquisite Schoenstein organ at Church of the Redeemer, the restoration of the acoustic in Henry Vaughan’s exquisite architecture, and the publication of some of Stuart Forster’s hymn arrangements made the timing just right. What you will hear on this album is a superlative combined choir of about eighty voices singing some of the best-known hymns accompanied by a newly designed organ as they’ve never been heard before.",,https://b2b.naxosusa.com/Album.aspx?product=AF1901&medium=phy,Christian & Gospel,Christian & Gospel|Classic Christian,Classical|Sacred,United States,2019 Affeto Records,2019 Affetto Records,,,,,,,,,,,,,,,,,,,,
2019,Alba,ABCD 427,6417513104271,Mikko Heinio; Yrjo Kilpinen ,Heinio; Kilpinen: Songs of Late Summer,Sami Luttinen; Tuula Hallstrom ,1,CD,14.81,14.81,"The compositions of Mikko Heiniö and Yrjö Kilpinen are presented by bass singer Sami Luttinen and pianist Tuula Hällsröm on this new release. This is the world première recording of Heiniö’s Syyskesän laulu (Song of Late Summer) and the world première recording as a cycle of Kilpinen’s Reflexer (Reflections). The lyrics by Lassi Nummi on Syyskesän laulu are in Finnish, and the ones by Pär Lagerkvist on Reflexer are in Swedish. The Finnish bass Sami Luttinen studied singing at the Sibelius Academy in Helsinki. In addition to his extensive operatic work, Luttinen appears as a concert soloist throughout Europe. He can frequently be heard in radio broadcasts and he has done several recordings. Luttinen also appears regularly in song recitals, his repertoire ranging from Romantic German Lieder to French mélodies and Russian and Scandinavian song repertoire. Tuula Hällström is one of the most sought after pianists of her generation, enjoying a successful career both in chamber music and lieder. She regularly collaborates with singers in concerts, master classes, operas, and song contests. In the spring of 2003 Hällström received her piano diploma from Sibelius Academy with honors.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20427&medium=phy,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2019,Albion,ALBCD036,5060158190362,Ralph Vaughan Williams ,Vaughan Williams: Viola Fantasia,Martin Outram; Julian Rolton; Mark Padmore ,1,CD,14.81,14.81,"On this new release Martin Outram (Viola) and Julian Rolton (piano) play all of the works of Ralph Vaughan Williams for viola and piano. Mark Padmore (tenor) joins them to record Four Hymns for Tenor, Viola and Piano. Ralph Vaughan Williams learned the piano and violin from an early age, but took to the viola while still at school and continued to play it all his life; this instrument is associated with his most romantic and impassioned music. His contemporary, the great viola virtuoso Lionel Tertis, was the inspiration for two of the works presented here. The Suite for Viola and Small Orchestra was premiered by Tertis in 1934, soon followed by a viola and piano edition. The eight movements of this lively work mainly represent dances. The short but lovely Romance is thought to have been written for Lionel Tertis at approximately the time of the First World War. It was apparently never performed and was found after the composer’s death. The Six Studies in English Folk Song, dedicated in 1926 to the cellist May Mukle, were produced in alternative versions for cello, viola, violin and clarinet, all with piano. Folk songs were important to Vaughan Williams, who collected many of them, and this work is based on six of them. This work in turn led on to a Fantasia on Sussex Folk Tunes for cello and orchestra, dedicated in 1929 to Pablo Casalls. John Lenehan published a piano reduction of the piano part and Martin Outram has adapted the cello solo part for the viola. The Fantasia on Greensleeves derives from VW’s 1928 opera, Sir John in Love. Based on a well-known tune, possibly of the Tudor period, at incorporates another folk song, Lovely Joan. The Four Hymns for Tenor, Viola and Piano date from just before the first works war. Based on texts dating from the 17th to the 20th century, they are weighty in mood and rise to feelings of religious ecstasy.",https://www.youtube.com/watch?v=mJ5HpdvQ6uw,https://b2b.naxosusa.com/Album.aspx?product=ALBCD036&medium=phy,01 Classical,Classical,Classical|Chamber Music,United Kingdom,2019 ALBION RECORDS,2019 ALBION RECORDS,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA445,3760014194450,Various ,Sandrine Piau: Si j'ai aime,Sandrine Piau; Le Concert de la Loge,1,CD,14.81,14.81,"Sandrine Piau’s first recital for the ALPHA Label, with Susan Manoff, proved an enormous hit (Diapason d’Or of the year, Choc of the year, and Gramophone Editor’s Choice). Her new project is a recital with orchestra celebrating French songs from the period when they moved from the private salon to the concert hall. Planned in partnership with the Palazzetto Bru Zane, this programme evokes anticipation, desire, pleasure, memory, in short all the vagaries of love experienced by a romantic heroine. To verses of the poets Hugo, Lamartine, Gautier, and Verlaine, Sandrine Piau has selected song settings by Saint-Saëns (‘L’attente’, ‘Papillons’), Massenet (‘Extase’, ‘Aimons-nous’), and Vierne, as well as by the rarely-heard Dubois, Guilmant, and Bordes. Julien Chauvin and his period instrument ensemble combine these songs with orchestral pieces (the ‘Pavane de la belle au bois dormant’ from Ravel’s Mother Goose Suite, and Debussy’s ‘Danse profane’ for harp and orchestra). The album also presents excerpts from Nuits d’Été by Berlioz, and ends with the famous classic ‘Plaisir d’amour’ by Martini.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA445&medium=phy,01 Classical,Classical,,Austria,2019 Le Concert de la Loge & Palazzetto Bru Zane & Alpha Classics / Outhere Music France,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Amadeus Arte,AA19001,9788895450490,Astor Piazzolla; Carlos Gardel; Roberto Herrera; Ennio Morricone; Richard Galliano,Linda Hedlund & Floraleda Sacchi: Tango Intimo,Linda Hedlund; Floraleda Sacchi; Roberto Herrera; Laura Legazcue,1,USB Key,11.69,11.69,"Recorded live in the wonderful Teatro Accademico Bibiena in Mantua, which was praised by Mozart as one of the best acoustics he experienced, TANGO INTIMO is performed by Finnish Violinist Linda Hedlund and Italian Harpist Floraleda Sacchi. Their emotionally intense playing and bravura is underlined by the enthusiastic answer of the Italian audience and by two special guest dancers: Roberto Herrera and Laura Legazcue. Music by Astor Piazzolla, Carlos Gardel, Richard Galliano, and Ennio Morricone arranged by Floraleda alternates lyrical and rhythmical passages. Roberto Herrera's solo with the Argentinian Boleadoras brings back the most lively folkloristic aspects of Tango. Floraleda won a Latin Grammy in 2018 for her project with Claudia Montero Magica y Misteriosa dedicated also to Argentinian music. Linda Hedlund is one of the most renowned Finnish Violinists of her generation.",https://youtu.be/IovChAyNvFo,https://b2b.naxosusa.com/Album.aspx?product=AA19001&medium=phy,DVD/Blu-ray,DVD/Blu-ray,,Italy,2019 Amadeus Arte,2019 Amadeus Arte,,7,Floraleda Sacchi; Giorgio Caproni; Laura Legazcue; Linda Hedlund; Roberto Herrera,Giorgio Caproni,1,2019 Amadeus Arte,2019 Amadeus Arte,IT,NR,NTSC,0,DVD-5,Italian,English,Dolby Surround,Color,16:9,60,2019,"Amazon VOD,iTunes,Naxos Video Library"
2019,Ambronay Editions,AMY052,3760135100521,Anonymous ,Canticum Novum: Laudario - Musique au temps de Saint Francois d'Assise,Canticum Novum; Emmanuel Bardon,1,CD,14.81,14.81,"Canticum Novum sheds new light on the wonderful medieval repertory of Tuscan laude. Taken from the Laudario di Cortona, these popular sacred songs of praise from the time of St Francis of Assisi, overflowing with poetry and sunshine, are transcended by Emmanuel Bardon and his ensemble. Appropriating another culture and playing it through the prism of one’s own culture, not to imitate it but to resonate with it: this I show the art project Canticum Novum has been defining its deep self for many years now. Working this way, the musicians forming the ensemble constantly question their own musical identity, the way they play their instruments. They often accept to leave their comfort zone and to relearn how to play, adapting to the repertory to be interpreted and their present colleagues. The idea is not to contort oneself in order to play another repertory but to move towards it.",,https://b2b.naxosusa.com/Album.aspx?product=AMY052&medium=phy,01 Classical,Classical,,,Ambronay Editions,Ambronay Editions,,,,,,,,,,,,,,,,,,,,
2019,Ansonica Records,AR0013,608410873551,Jeff Adler ,Hevreh Ensemble: A Path Of Light,Hevreh Ensemble; Jeff Adler; Judith Dansker; Laurie Friedman; Adam Morrisson; Shane Shanahan; George Rush; Naren Budhkar; Ralph Farris; Kip Jones; Dorothy Lawson; Corin Lee ,1,CD,11.69,11.69,"The quartet of musicians who comprise Hevreh Ensemble – Judith Dansker, Laurie Friedman, Adam Morrison, and Jeff Adler – are making their Ansonica debut with A PATH OF LIGHT. Hevreh Ensemble is internationally acclaimed for its live performances, which feature a wide array of instruments from Cherokee Native American flute, English horn, and shofar to world percussion including djembe, dumbek, balafon, rain stick, and tabla. The Ensemble is also joined on A PATH OF LIGHT by some extraordinary guests, including the genre-defying string quartet ETHEL, cross-cultural percussionist Shane Shanahan, George Rush on double bass, and Naren Budhkar on tabla. The essence of the music on the album, which includes ten compositions written by Adler, revolves around two tracks: A Path of Light and The Speed of Dark, each of which follows a distinctively diverse path. The title track, A Path of Light, features a quiet, meditative introduction which builds to a joyous and frenzied conclusion. That positive energy is balanced, according to Adler, by “the thickness and occasional dissonance of the writing in The Speed of Dark, which invokes feelings of fear and intolerance.” The piece that follows The Speed of Dark and which closes the album is the somber-toned Epilogue, which musically represents the consequences of following that second path. A PATH OF LIGHT surrounds these anchoring compositions with seven pieces that together weave a rich tapestry of textures and tones. From the adventurous Sima de los Huesos, to the jazz-centric Sweetgrass Cedar and Sage, to the propulsive Amor Caritas, Hevreh’s performances serve to emphasize both the exceptional contributions of each individual instrument as well as the melodic intricacy of their interplay.",https://www.youtube.com/watch?v=uy89VksrQIQ&feature=youtu.be,https://b2b.naxosusa.com/Album.aspx?product=AR0013&medium=phy,01 Classical,Classical,World|North America,,,2018 Ansonica Records,,,,,,,,,,,,,,,,,,,,
2019,ARC,EUCD2847,5019396284722,Various ,Mariachi Sol: Mariachi Mexico,Mariachi Sol,1,CD,10.13,10.13,"Mariachi is the name of a traditional Mexican street music with a style that has developed continuously throughout its history. While in earlier times only the vihuela and the gitarron were used, and sometimes also the harp, one finds today that many different instruments are involved. The trumpet, which gives Mariachi its characteristic sound, is a relatively new addition, coming along at the end of the 1950s. Mariachi music is lively, full of joy and can be very romantic. It is therefore very well suited to public festivals and weddings, and to the serenading of young women by potential suitors. This is a great introductory album to the genre, presented by the well-established Mariachi band, Mariachi Sol.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2847&medium=phy,30 World/Int'l.,World,World,Austria,,2019 ARC Music Productions Int. Ltd. ,,,,,,,,,,,,,,,,,,,,
