2018,ACT,Accent,ACC 24341,4015023243415,Johann Sebastian Bach ,Bach: Concertos with Flute,Il Gardellino; Jan De Winne,1,CD,14.8122,22.99,"In the 18th century, each composer of distinction and name composed works for the transverse flute: Antonio Vivaldi, Georg Philipp Telemann, Georg Frideric Handel and also Johann Sebastian Bach, who had the opportunity to meet Quantz on several occasions. As is so often the case, his flute compositions are deemed to be the culmination of their times, not only because of their contrapuntal content, but also because of the tremendous technical difficulties confronting the flute player. In some cases, Bach pushes the boundaries of the flautistic possibilities of the time to their utmost limits, making full use of the tonal range of the instrument and even leading the transverse flute into its remotest key ranges. In addition to solo works (the Partita BWV 1013 and a set of flute sonatas), on this release Jan De Winne presents concertos in which the transverse flute plays a crucial role: the Orchestral Suite No. 2 BWV 1067 (a “must” in the repertoire of any flutist), the Brandenburg Concerto No. 5 BWV 1050, and the Triple Concerto BWV 1044.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024341&medium=phydig,01 Classical,Classical,,Netherlands,2018 ACC 24341,2018 ACC 24341,,,,,,,,,,,,,,,,,,,,
2018,ACC,Accentus,ACC30430,4260234831603,Jean Sibelius; Igor Stravinsky,"Sibelius and Stravinsky Violin Concertos - Zhi-Jong Wang, Philharmonia Orchestra, Thomas Sanderling",Zhi-Jong Wang; Philharmonia Orchestra,1,CD,19.49,29.99,"With the violin concertos by Jean Sibelius and Igor Stravinsky, Zhi-Jong Wang and the Philharmonia Orchestra, conducted by Thomas Sanderling, dedicate themselves to two works from the beginning of the twentieth century. Although the two works were composed only thirty years apart from one another, they could not be any more contrasting: minor against major, dark, mystical and introverted against exciting, suspenseful and sometimes ironic. And yet, in the contrasts of these two concertos, the virtuoso and inspiring interpretation of the Chinese violinist reveals something amazingly unifying. Noticed by Yehudi Menuhin at a young age, Zhi-Jong Wang is considered one of the most promising violinists of her generation and continues to receive increasing international attention. She currently studies with Maestro Kolja Blacher at the Hochschule fur Musik “Hanns Eisler” Berlin, and holds the position of the youngest faculty member at the Shanghai Conservatory of Music.",,https://b2b.naxosusa.com/Album.aspx?product=ACC30430&medium=phy,01 Classical,Classical,,Germany,2018 Accentus Music,2018 Accentus Music / Zhi-Jong Wang,,,,,,,,,,,,,,,,,,,,
2018,AEL,Aeolus,AE10103,4026798101039,Anonymus; Antonio Caldara; Johann David Heinichen; Francesco Antonio Mamiliano Pistocchi; Giovanni Felice Sances; Alessandro Scarlatti ,Dolorosa Partenza,Amaryllis Dieltiens; Bart Naessens; Capriola di Gioia,1,CD,14.8122,22.99,"This duo is a secret trio: while soprano Amaryllis Dieltiens and continuo player Bart Naessens are celebrating their 10th anniversary of ""Capriolo di Gioia"", there is a third, unmistakable protagonist: the sonorous claviorganum (combination of harpsichord and organ) played by Markus Harder-Völkmann, a very convincing representative of this rare instrument group. Dieltiens and Naessens show that the impressive keyboard instrument can be used in a variety of ways in the continuo to present colorful and powerful Italian music of the 17th and 18th centuries. Johann David Heinichen’s great cantata ""Là, dove in grembo al colle"" may also be counted as Italian music, as it was written in Italian style during his stay in Italy. Amaryllis Dieltien's soprano is the perfect completion; here she shines theatrically as well as lyrically.",,https://b2b.naxosusa.com/Album.aspx?product=AE10103&medium=phy,01 Classical,Classical,,Germany,2017 Aeolus,2017 Aeolus,,,,,,,,,,,,,,,,,,,,
2018,ANTAR,Antarctica,AR 007,0608917730722,Enrique Granados ,Waldo Guens: Cuentos de Amor,Waldo Geuns ,1,CD,13.248,20.99,"When we play music, we listen to the passages that inspire us, and we listen for emotion. These passages sometimes stay with us in the form of indelible memories, if we hear them at the right time and in the right place. Through experiences like these, music speaks to us and becomes part of our lives. For Waldo Geuns, one such unforgettable musical work is Goyescas by the Spanish composer Enrique Granados. He gives voice to love in all its joyful and challenging moments in this, his greatest piano suite. Granados uses the titles and the scenographic notes in the score to illustrate how two lovers make overtures to each other as they dance, how their relationship blossoms even as it weathers darker days, until fate ultimately takes its toll and one of the lovers passes away, leaving the other behind with beautiful memories. Granados, like Rachmaninov, was one of the last great pianist-composers. His mastery of the piano can be heard in his exceptional virtuosity and lyricism.",,https://b2b.naxosusa.com/Album.aspx?product=AR%20007&medium=phy,01 Classical,Classical,,Netherlands,,2018 AR 007,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2783,5019396278325,Traditional; Gao Hong; Bao Jian; Hu Jianbing ,Chinese Buddhist Temple Music,Bao Jian; Hu Jianbing; Gao Hong,1,CD,14.81,22.99,"Each of the many temples in China has its own special style of music. The Beijing Zhi Hua Temple was built during the Ming dynasty in 1443. Zhi Hua Temple music has remained pure and close to its original state, being passed down through 27 generations exclusively through orgal transmission. Having its roots in the music of the Tang and Song dynasties, Zhi Hua Temple music derived its special style by combining court, Buddhist temple, and folk music. Two styles of this music developed, differentiating primarily in playing styles, instrumentation and title of pieces. Jing Yue (music from the Beijing area) is the most popular and Cham Yue (chanting music) is used exclusively for Buddhist services and ceremonies. The instrumentation consists primarily of percussion and wind instruments, with the lead instruments being the oboe-like guanzi. The earliest score dates back to the Qing dynasty. In the 1980s, much attention was given to Buddhist temple music and the first Chinese Buddhist music touring ensemble was founded. The most famous guanzi masters, Hu Zhi Hou and Bao Jian emerged as the only two guanzi players to carry on the Zhi Hua Temple music tradition, taking the music out of the temple and into the concert hall to the delight of spell-bound audiences worldwide.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2783&medium=phy,30 World/Int'l.,Chinese,World|Asia,Austria,,2018 ARC Music Productions Int. Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2785,5019396278523,Various ,The Best Gypsy Music from Eastern Europe,Various Artists,1,CD,11.69,17.99,"Gypsy music has a certain fascination, a mystery of far-away places, a kind of longing, a sadness but often such exuberant and fiery enthusiasm as to make the listeners’ hearts pound and feet tap. Gypsy musicians, many having learned their instruments from an early childhood, usually are virtuoso players of their instruments and are able to express and project a rainbow of emotions with their guitars, accordions, violins, and other instruments. The term ‘gypsy music’ refers strictly to the gypsies’ own folk music, but in its broadest sense has become a general term for music performed and cultivated by gypsies. The gypsies were/are an itinerant people believed to have originated from northern India. By the 9th century gypsies were in Persia, and by the 11th they had reached Bulgaria. By the 15th century they were present throughout many European countries. As many Roma worked as musicians or entertainers, they had a considerable impact on the music of the countries they lived in- their own particular musical style often combined with the folk music of a particular country, thus preserving the traditions over centuries. Today’s so-called gypsy repertoire can be described as a blend of influences from all of these areas. The Roma have influenced musical works by Bizet, Brahms, and Dvorak, to name but a few. This collection highlights a variety of gypsy music from Romania, Hungary, Serbia, Bulgaria, and Macedonia.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2785&medium=phy,30 World/Int'l.,World,World|Europe,Austria,,2018 ARC Music Productions Int. Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2786,5019396278622,Various ,Pride of Scotland - Scottish Pipes & Drums,Various Artists,1,CD,11.69,17.99,"The bagpipe became known worldwide during the expansion of the British Empire, due to the use of the Scottish Great Highland bagpipe by British military forces that included Highland regiments. That, coupled with the large number of pipers trained for military service in the two World Wars, led to a surge of popularity during the twentieth century. Not only are the pipes heard at formal events, ceremonies, and military observations, they are listened to for pleasure. This album features a rousing and proud collection of pipes music from Scotland and all of the UK, and from Nova Scotia in Canada. Marches, strathspey, jigs (including Galician and Asturian jigs), reels, solo pipes as well as Saor Patrol’s ‘Celtic rock’ with pipes, drums and electric guitar are all included here.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2786&medium=phy,30 World/Int'l.,World,World|Celtic,Austria,,2018 ARC Music Productions Int. Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2787,5019396278721,Andre Hajj ,Instrumental Music from Lebanon - Amaken,Andre Hajj & Ensemble,1,CD,14.81,22.99,"This release is a beautiful album, based on the rich cultural tradition of Lebanese music. It highlights the traditional oriental orchestra (takht), consisting of oud, buzuk, qanun, ney, oriental violin and double bass with Arabian percussions such as tabla, riqq, katem, mezher and others. Artistic director and primary conductor of the Lebanese National Orchestra for Oriental Arabic Music, Andre Hajj is a Lebanese musician who grew up in an atmosphere of music and arts encouraged by his mother. Influenced by this musical and artistic atmosphere, Hajj began to study music at the age of sixteen and graduated from the Holy Spirit University of Kaslik with a Diploma in Oud and a Bachelor of Arts in Educational Music. He formed the group Amaken in 2003 to perform traditional Lebanese and Arabic music and he gave regular concerts in Lebanon and other countries.",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2787&medium=phy,30 World/Int'l.,World,World,Austria,,2018 ARC Music Productions Int. Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARN,Arcana,A447,3760195734476,Claudio Monteverdi ,Monteverdi in San Marco,Odhecaton; Paolo Da Col,1,CD,14.81,22.99,"Following their album largely devoted to sacred polyphonic works composed for the basilica of Santa Barbara during the period in which Claudio Monteverdi worked for the Gonzagas in Mantua, Odhecaton now presents sacred compositions from the composer’s later years, written for St Mark’s basilica where he became maestro di cappella in 1613. This new recording presents both sides of Monteverdi’s sacred style: the stile antico or strict contrapuntal style, exemplified in the Mass for four voices published posthumously in 1650; and the stile moderno, that is, concertato and solo vocal writing. The concertato style, which combines and intertwines voices and instruments in dialogue, characterizes the monumental Gloria a 7, which was conceived for a cappella rich in virtuoso singers and instrumentalists. But in this city of theaters, in the heyday of the canto a voce sola, Monteverdi transformed the famous Lamento d’Arianna (from his lost opera Arianna) into a sacred piece. The Litanies to the Virgin Mary, published in three collections between 1620 and 1650, represent the expression of a gentle Marian style, dominated by a cappella choral invocations alternating with brief solo passages.",,https://b2b.naxosusa.com/Album.aspx?product=A447&medium=phy,01 Classical,Classical,,Austria,2018 Outhere Music France,2018 Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,ARP,Ars Produktion,ARS38243,4260052382431,Peter Cornelius; Johann Nepomuk David; Michael Haydn; Clement Janequin; Wilhelm Kienzl; John Lennon; Edward Macdowell; Ivan Moody; Josef Gabriel Rheinberger; Friedrich Silcher; Nikolai Sokolow; Jósef Swider; Veljo Tormis ,War No More,Renner Ensemble Regensburg; Hans Pritschet,1,Hybrid SACD,15.59,23.99,"It is shocking to see how often, since time began, political, religious, economic and social conflicts have led to war. With over 17 million casualties from 40 nations, the First World War must certainly count among the most horrific of all. This recording is dedicated to the memory of the dead and to the Armistice of Compiègne, which was signed a century ago, on 11 November 1918. The Regensburg-based Renner Ensemble, under the direction of Hans Pritschet, sings tragically beautiful works from five centuries by Janequin, Rheinberger, Silcher, Lennon and others. The Renner Ensemble’s performances are consistently highly acclaimed by critics, who have praised the choir for its “extraordinary homogeneity,” noting that “under the conductor’s skillful direction, the singers have developed an impeccable declamatory style and are in complete control of every dynamic nuance.” To date, the Renner Ensemble has toured Sweden, France, Italy, Austria, Spain, Latvia, Japan, Singapore, Uruguay, Argentina, and Great Britain. In addition to numerous concert performances and recordings, the Renner Ensemble has been successful at many national and international choral competitions.",,https://b2b.naxosusa.com/Album.aspx?product=ARS38243&medium=phy,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
