2018,7041888523321,2L-142-SACD,Ludwig van Beethoven; Edvard Grieg; Signe Lund,Appassionata,Tina Margareta Nilssen,1,Hybrid SACD,L2L,2L,19.49,29.99,CN30,"In this recording Tina Margareta Nilssen presents three piano works, each with a wide spectrum of expression and intensity. Two of them belong to the standard repertoire, but the third, by Signe Lund, is a practically unknown work, a real gem recorded here for the very first time. The Piano Sonata in E minor is one of Edvard Grieg's most equilibristic and passionate works. Signe Lund's beautiful music guides the listener through Norwegian nature, turbulent stormy weather and the French salons. And in Beethoven's famous ""Appassionata"" sonata one can hear the struggles and suffering that ultimately led to his creation of a whole new era of music.",,https://b2b.naxosusa.com/Album.aspx?product=2L-142-SACD,Classical,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,,,,
2018,7041888523420,2L-143-SABD,Bjorn Morten Christophersen,Bjorn Morten Christophersen: Woven Brass,Oslo Philharmonic Brass,2,Hybrid SACD + Blu-ray Audio,L2L,2L,27.29,41.99,CN42,"This album is spun out of the musical friendship between Christophersen and Haltlia, and features whirling overtone spectra, virtuosic gestures, beautiful melodic ambiguity and quiet spaces – musical moments and extended structures – all woven together into an hour-long musical narrative. Bjorn Morten Christophersen is continually in pursuit of new musical stories. Whether writing for choir, orchestra, chamber ensembles or TV drama, a clear voice always carries the narrative. The six musicians gathered for this recording are all members of the Oslo Philharmonic Orchestra, and they play together in the ensemble Norwegian Brass Expo. They are among the best and most experienced brass players in Scandinavia and come from a Nordic brass tradition advocating a homogenous and beautiful sound. ",,https://b2b.naxosusa.com/Album.aspx?product=2L-143-SABD,Classical,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,,,,
2018,4015023243323,ACC 24332,Antonio Vivaldi; Johann Sebatian Bach; Jean Cassignol; Anonymous,Vivaldi & Bach: The Concertos for Recorder & Preludes,Stefan Temmingh; Capricornus Consort Basel,1,CD,ACT,Accent,14.81,22.99,CN23,"Stefan Temmingh is a member of the new young generation of world-class recorder players. Born in Cape Town, he comes from a Dutch-South-African family of musicians and now lives in Munich. Being an early music specialist, he plays internationally with his baroque ensemble at renowned festivals and concert series, and can also be heard as a member of ensembles of all sizes in Europe, Asia and Africa. His fine playing is regularly compared to the style of the legendary Frans Bruggen. On this collaboration with the Capricornus Consort Basel, he makes use of his wide array of technical and musical resources to render a reference version of Vivaldi’s Recorder Concertos.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024332,Classical,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4015023243385,ACC 24338,Wolfgang Amadeus Mozart; Ignaz von Seyfried; Mass Text,Mozart: Missa di Requiem,Gesualdo Consort Amsterdam; Arthur Schoonderwoerd Cristofori; Frederic Tavernier-Vellas,1,CD,ACT,Accent,14.81,22.99,CN23,"Much is known about the special and particular circumstances surrounding the composition of Mozart’s Requiem. 1791 was a tumultuous year, and before Mozart’s life was cut short at the start of December he had composed, among other works, Die Zauberflote, La Clemenza di Tito, the Clarinet Concerto and evidently this Requiem, although it was left in an unfinished state. Arthur Schoonderwoerd presents this work as a complete “Missa da Requiem” in its liturgical context, with Gregorian chant, and adds a newly composed “Amen” by Schoonderwoerd himself and a “Libera me” by Ritter Ignaz von Seyfried (both world premiere recordings). The starting point of this recording is the performance of a Requiem Mass as it would have sounded in Vienna around 1800 – i.e. in a scoring which Mozart could possibly have visualised. The vocal part is sung by the soloists of the Gesualdo Consort Amsterdam, well-known for their recordings of the complete vocal music of J. P. Sweelinck.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024338,Classical,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4260234831498,ACC10427,Jules Massenet,Jules Massenet: Werther,Juan Diego Florez; Anna Stephany; Cornelius Meister; Tatjana Gurbaca; Opernhaus Zurich; Cornelius Meister,1,Blu-ray,ACC,Accentus,31.19,47.99,CN48,"Werther is an opera in four acts by Jules Massenet to a French libretto by Édouard Blau, Paul Milliet and Georges Hartmann (who used the pseudonym Henri Gremont). It is loosely based on the German epistolary novel The Sorrows of Young Werther by Johann Wolfgang von Goethe, which was based both on fact and on Goethe's own early life. In this recording from the Opernhaus Zurich, Juan Diego Florez, Anna Stephany, Cornelius Meister, and Tatjana Gurbaca, along with the orchestra of the Opernhaus Zurich, bring a new and modern flair to this dramatic work.",,https://b2b.naxosusa.com/Album.aspx?product=ACC10427,78 Documentaries,,,,Jules Massenet (Composer); Michael Beyer; Cornelius Meister; Philharmonia Zurich; Tatjana Gurbaca; Juan Diego Florez; Anna Stephany; Melissa Petit; Audun Iversen; Herwig Prammer,Michael Beyer,,2017 Accentus Music,DE,NR,0,BD-50,French,N/A,PCM Stereo,Color,16:9,165,2017,,,,,,,,
2018,4260234831481,ACC20427,Jules Massenet,Jules Massenet: Werther,Juan Diego Florez; Anna Stephany; Cornelius Meister; Tatjana Gurbaca; Opernhaus Zurich; Cornelius Meister,1,DVD,ACC,Accentus,19.49,29.99,CN30,"Werther is an opera in four acts by Jules Massenet to a French libretto by Édouard Blau, Paul Milliet and Georges Hartmann (who used the pseudonym Henri Gremont). It is loosely based on the German epistolary novel The Sorrows of Young Werther by Johann Wolfgang von Goethe, which was based both on fact and on Goethe's own early life. In this recording from the Opernhaus Zurich, Juan Diego Florez, Anna Stephany, Cornelius Meister, and Tatjana Gurbaca, along with the orchestra of the Opernhaus Zurich, bring a new and modern flair to this dramatic work.",,https://b2b.naxosusa.com/Album.aspx?product=ACC20427,78 Documentaries,,,,Jules Massenet (Composer); Michael Beyer; Cornelius Meister; Philharmonia Zurich; Tatjana Gurbaca; Juan Diego Florez; Anna Stephany; Melissa Petit; Audun Iversen; Herwig Prammer,Michael Beyer,,2017 Accentus Music,DE,NR,0,DVD-5,French,N/A,"PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,165,2017,,,,,,,,
2018,3770008326019,GN20151-1,Jose A. Fajardo; Pedro Flores; Jose Antonio Mendez; Orlando Poleo; Gerard Naulet; Cesar de la Luz; Orlando Maraca Valle ,Viaje a la amistad,Gerard Naulet; Felix Toca; Tony Russo; Orlando Maraca Valle; Orlando Poleo; Simon Renon; Jean-Michel Charbonel; Philippe Slominski; Irving Acao,1,CD,ADL,ADLIB,14.81,22.99,CN23,"Trip Into Friendship is the project of three musician friends celebrating their long friendship with music. Orlando ""Maraca"" Valle in Havana, Orlando Poleo in Caracas and Gerard Naulet in Paris have been friends for 20 years. This recording under Orlando ""Maraca"" Valle's brilliant artistic direction and Orlando Poleo's exceptional rhythmic pulse, with a supporting wink from Gerard Naulet for Latin-jazz, help traditional melodies of Cuba music meet the original compositions of the three musician friends. The ""trip"" is a tribute to Latin-American music. Getting together a world-class group of musician friends during a stay in the Norman Countryside, because music knows no boundaries, and celebrating Cuban and Latin-American traditions, is the invitation offered by Gerard Naulet and his ""Amigos"" with this festive and passionate trip. This album is dedicated to Alena, Orlando Valle’s daughter; for whom he wrote the very beautiful same name melody during the recording.",,https://b2b.naxosusa.com/Album.aspx?product=GN20151-1,Classical,,2017 SAFT & Gerard NAULET,2017 SAFT & Gerard NAULET,,,,,,,,,,,,,,,,,,,,,,,
2018,4026798100872,AE10087,Johann Sebastian Bach,"Johann Sebastian Bach: Concerti a Cembali Concertati, Vol. 3",Pierre Hantai; Aapo Hakkinen; Helsinki Baroque Orchestra,1,Hybrid SACD,AEL,Aeolus,15.59,23.99,CN24,"After having already released the solo harpsichord concertos, which received several awards, Aapo Hakkinen and the Helsinki Baroque Orchestra go on with the concertos for two harpsichords, together with renowned French harpsichord player Pierre Hantaï. The sonata for two harpsichords by the oldest Bach son Wilhelm Friedemann is a welcome addition. The French harpsichordist, Pierre Hantaï, became passionately attached to the music of Bach around the age of ten. Thanks to the influence of Gustav Leonhardt, he began to study the harpsichord, alone at first, then guided by the American teacher Arthur Haas. He gave his first concerts at an early age, alone or with his brothers Marc and Jerôme. He then spent two years studying in Amsterdam with Gustav Leonhardt, who subsequently invited him to perform under his direction. In 1983 Hantaï scored his first major triumph through taking first prize at the International Bach-Handel Competition of Bruges in Belgium; since then, Hantaï has collected an impressive number of honors and awards.",,https://b2b.naxosusa.com/Album.aspx?product=AE10087,Classical,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4026798102968,AE10296,Francois Dufaut,Pieces de Luth,Andre Henrich,1,CD,AEL,Aeolus,14.81,22.99,CN23,"Almost nothing is known about Francois Dufaut (ca.1604 - ca.1672): we neither know when and where he was born nor do we know the time and place of his demise. Over the centuries, his reputation as a lutenist, who has also composed and developed an independent style, has been maintained. Andre Henrich sets out to search for this mysterious figure in music history. Andre Henrich was born in Oberwesel/Germany. In 2000 he graduated from the Musikhochschule in Cologne, where he had studied with Konrad Junghanel. He now performs internationally as a soloist and continuo player on the lute, the theorbo and the baroque guitar. He currently teaches lute and theorbo at the conservatory of Saint-Maur-des-Fosses.",,https://b2b.naxosusa.com/Album.aspx?product=AE10296,Classical,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3760058360491,AEON 1649,Gerard Pesson,Gerard Pesson: Blanc merite,Ensemble Cairn; Guillaume Bourgogne; Caroline Cren; Clement Himbert,1,CD,AEO,Aeon,14.81,22.99,CN23,"Lucid music. Vivacity, wit, intensity, foldings and unfoldings of the pointillist material, embracing the thing itself and its contradiction- sensuality, drollery, dances, abysses like sudden draughts of air. Movement and standstill… Music that slaps, pinches, bites, muffles, growls. Here Pesson reinvigorates what might already be his own classicism (Carmagnole); draws a pencil moustache on Mozart, who is more than willing to wear it (Transformations du Menuet K. 355); hounds his language so far into the corner that it seems different, and probably becomes so, in the intransigent light of Opalka (Blanc merite); a language that ramifies and scintillates in Proust (Ne pas oublier coz rouge dans jour craquele); grows geometric in Perec (Neige bagatelle); and denudes itself in ‘enfantines’ (Musica ficta). The Ensemble Cairn, a faithful partner of the label, under its director Guillaume Bourgogne, leads us into territories that could hardly be droller.",,https://b2b.naxosusa.com/Album.aspx?product=AEON%201649,Classical,Austria,2018 AEON,2018 AEON,,,,,,,,,,,,,,,,,,,,,,,
