2019,2L,2L-150-SABD,7041888524229,Stale Kleiberg; Andrew Smith ,Nidarosdomens jentekor & TrondheimSolistene: LUX,Nidarosdomens jentekor; TrondheimSolistene; Trygve Seim; Stale Storlokken; Petra Bjorkhaug,2,Hybrid SACD + Blu-ray Audio,27.29,27.29,"Acquiring life skills during a challenging, fragile phase of life  learning to belong, to feel seen and included, learning to build friendships  all of this lies at the core of the Nidaros Cathedral Girls' Choir's mission. The Requiem in Andrew Smith's version, commissioned by the choir, is loosely based on the Roman Catholic mass for the dead. Several of the texts of the traditional Requiem Mass have been replaced, however, with biblical references to the tragic fate of children, reflecting the all-too-frequent conflicts of today in which the young are innocent victims. The musical material in the Requiem takes its inspiration from Gregorian chant. Melodic fragments of the ancient requiem mass can be heard in the background. Trygve Seim's improvising saxophone makes up an integral part of the whole, yet lives a life of its own in close companionship with the singers and Stle Storlkken on organ. The palette is expanded with the glorious strings of TrondheimSolistene in Stle Kleiberg's Hymn to Love and The Light (with Petra Bjrkhaug, organ). These works add dimensions of faith, hope and love. And light too, when all seems dark. In life there are moments to treasure, and challenges to overcome. In the words of Helge Torvund: The light you need exists.",http://www.2L.no/pages/album/150.html,https://b2b.naxosusa.com/Album.aspx?product=2L-150-SABD&medium=phy,01 Classical,Classical,Classical|Choral,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,
2019,2L,2L-151-SACD,7041888524328,Traditional,Fauna Vokalkvintett: LJOS,Fauna Vokalkvintett; Christina Thingvold; Silje Worquenesh Ostby Kleiven; Gudrun Emilie Goffeng; Camilla Marie Bjork Andreassen; Beate Borli Lokken ,1,Hybrid SACD,19.49,19.49,"Autumn and winter bring months of cold and darkness to the North. This is why we have always so warmly embraced the Christmas season in our part of the world. For we celebrate not only the Christian festival, we also celebrate the turning of the sun and the promise of longer, lighter days to come. ""Ljos"" celebrates this very light  the light that shines at the darkest time, bringing warmth and hope. Fauna present a wonderful selection of Christmas songs  some familiar, some new and tantalizing to the ear  from their native Norway, which through distinctive, sensitive arrangements recreate the contrast between light and dark.",https://youtu.be/YP3J6E7WA2s,https://b2b.naxosusa.com/Album.aspx?product=2L-151-SACD&medium=phy,16 Seasonal,Vocal,Holiday|Christmas,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,
2019,Accentus Music,ACC10445,4260234831733,Pyotr Ilyich Tchaikovsky; Wolfgang Amadeus Mozart ,"Mozart: Symphony No. 40; Tchaikovsky: Symphony No. 6 ""Pathtique""",Gewandhausorchester Leipzig; Michael Beyer,1,Blu-ray,31.19,31.19,"The festive series of concerts to celebrate the inauguration of Andris Nelsons and the 275th anniversary of the Gewandhausorchester concluded with a riveting performance of two of music historys great symphonic works. Mozarts Symphony No. 40 is one of only two that Mozart wrote in a minor key, which only adds to its singular reception in his canon of symphonies. Tchaikovsky was an admirer of Mozarts music and paired the premiere of his Sixth Symphony, which he himself conducted, with dances from Mozarts Idomeneo. The Pathtique would become his legacy as Tchaikovsky died only a few days after its premiere. Andris Nelsons is Music Director of the Boston Symphony Orchestra and is Gewandhauskapellmeister of the Gewandhausorchester Leipzig. With these positions, and in leading a pioneering alliance between two such esteemed institutions, Grammy Award-winning Nelsons is firmly underlined as one of the most renowned and innovative conductors on the international scene today.",,https://b2b.naxosusa.com/Album.aspx?product=ACC10445&medium=phy,DVD/Blu-ray,DVD/Blu-ray,,Germany,,2018 Accentus Music,78 Documentaries,7,Andris Nelsons; Gewandhausorchester Leipzig; Michael Beyer; Pyotr Ilyich Tchaikovsky (Composer); Wolfgang Amadeus Mozart (Composer),Michael Beyer,1,,2018 Accentus Music,DE,NR,NTSC,0,BD-25,,,"PCM Stereo, DTS HD Master Audio",Color,16:9,90,2018,
2019,Accentus Music,ACC20445,4260234831726,Pyotr Ilyich Tchaikovsky; Wolfgang Amadeus Mozart ,"Mozart: Symphony No. 40; Tchaikovsky: Symphony No. 6 ""Pathtique""",Gewandhausorchester Leipzig; Michael Beyer,1,DVD,19.49,19.49,"The festive series of concerts to celebrate the inauguration of Andris Nelsons and the 275th anniversary of the Gewandhausorchester concluded with a riveting performance of two of music historys great symphonic works. Mozarts Symphony No. 40 is one of only two that Mozart wrote in a minor key, which only adds to its singular reception in his canon of symphonies. Tchaikovsky was an admirer of Mozarts music and paired the premiere of his Sixth Symphony, which he himself conducted, with dances from Mozarts Idomeneo. The Pathtique would become his legacy as Tchaikovsky died only a few days after its premiere. Andris Nelsons is Music Director of the Boston Symphony Orchestra and is Gewandhauskapellmeister of the Gewandhausorchester Leipzig. With these positions, and in leading a pioneering alliance between two such esteemed institutions, Grammy Award-winning Nelsons is firmly underlined as one of the most renowned and innovative conductors on the international scene today.",,https://b2b.naxosusa.com/Album.aspx?product=ACC20445&medium=phy,DVD/Blu-ray,DVD/Blu-ray,,Germany,,2018 Accentus Music,78 Documentaries,7,Andris Nelsons; Gewandhausorchester Leipzig; Michael Beyer; Pyotr Ilyich Tchaikovsky (Composer); Wolfgang Amadeus Mozart (Composer),Michael Beyer,1,,2018 Accentus Music,DE,NR,NTSC,0,DVD-9,,,"PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,90,2018,
2019,Accentus Music,ACC30464,4260234831719,Chen Gang; Shen Ye; He Zhanhao ,Shen: The Psalms of Tacitunity; He & Chen: The Butterfly Lovers,Zhi-Jong Wang; Tokyo Philharmonic Orchestra,1,Hybrid SACD,15.59,15.59,"Hailed at its premiere as a breakthrough in Chinas symphonic music, HE Zhanhao and CHEN Gangs Butterfly Lovers Violin Concerto was later reviled during the Cultural Revolution for its Western influence and feudal Chinese inspiration. Though universally recognized among the Chinese people, the piece remains largely unknown in the West. A work of undeniable emotional appeal, it also carries with it a history that some of its biggest supporters are still struggling to digest. Borne of an uneasy union of revolutionary nationalist sentiment and Chinese urban cosmopolitanism, the musical progeny manages to be faithful to both its parents. SHEN Ye is Associate Professor of Composition in the Composition Department, Shanghai Conservatory of Music. His works have been performed frequently in Mainland China, Asia, the U.S. and Europe. He has cooperated with several well-known orchestras including the Shanghai Symphony Orchestra, Shanghai Opera House Orchestra, Hongkong Chinese Traditional Orchestra, and has completed several commissions. This is the world premiere recording of his Violin Concerto No. 1.",,https://b2b.naxosusa.com/Album.aspx?product=ACC30464&medium=phy,01 Classical,Classical,Classical|Contemporary Era,Germany,2018 Accentus Music,2018 Accentus Music,,,,,,,,,,,,,,,,,,,,
2019,Accentus Music,ACC30476,4260234831856,Mieczyslaw Weinberg ,Weinberg: 24 Preludes for Violin Solo,Gidon Kremer ,1,CD,13.25,13.25,"The 24 preludes for cello solo by Mieczyslaw Weinberg have a particular history. Composed in the late sixties for Mstislav Rostropovich, he never actually played them. Their musical language is aphoristic, often brutal, provocative in its inner conflict. It contains many different gestures and is very intense. To perform these preludes might have been problematic in the Soviet Union back then. Gidon Kremer has adapted the Preludes for solo violin and this is the world premiere recording of his adaptation. In his concerts, Kremer often plays them to projections of works by the Lithuanian photographer Antanas Sutkus in the background.",,https://b2b.naxosusa.com/Album.aspx?product=ACC30476&medium=phydig,01 Classical,Classical,Classical|Violin,Germany,2018 Accentus Music,2018 Accentus Music,,,,,,,,,,,,,,,,,,,,
2019,Alba,ABCD 426,6417513104264,Rosa Giacinta Badalla; Chiara Margarita Cozzolani; Isabella Leonarda; Maria Xaveria Perucona; Benedetto Re; Claudia Rusca ,Earhly Angels - Music from 17th Century Nun Convents,Dahlback; Peter Spissky; Aira Maria Lehtipuu; Andrew Lawrence-King; Eero Palviainen; Marianna Henriksson; Anna Villberg ,1,CD,14.81,14.81,"In the Duchy of Milan in what is now northern Italy, it was a common practice in the 17th century for young girls to enter a convent. In many cases, this was because of circumstances rather than devotion and could not be described as voluntary: at the time, the dowry that a brides family was expected to pay her groom on marriage had become incredibly large and hence in many cases unaffordable. According to Robert L. Kendrick (Celestial Sirens, 1996), as many as 75% of the daughters of some aristocratic families in Milan became nuns around the turn of the 17th century; in the second half of the 17th century, the percentage was 48%. The nuns of some convents were very well known in the surrounding community and had both an inner church for their own devotions and an outer church that visitors could attend. These two churches were separated by a wall, so that there was no visual contact between the nuns and the visitors. Sound, on the other hand  speech and song  passed freely through openings near the ceiling. The early music ensemble Earthly Angels was founded by Kajsa Dahlback in 2016 for her second doctoral concert at the Sibelius Academy, University of the Arts Helsinki. Nowadays Earthly Angels consists of early music professionals from around Europe with a solid core of Finnish top players. It is an ensemble of high profile for vocal chamber music mainly from the 17th and 18th centuries and looks forward to many groundbreaking projects in the future. Earthly Angels focuses on a close, embodied relationship between text and music, on finding new interesting music from the early music repertoire and on making the early music meaningful for audiences today.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20426&medium=phydig,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2019,Aliud,ACDBN0992,8717775551232,Antonio Vivaldi ,Vivaldi: Concertos per oboe,Joris van den Hauwe; Collegium Instrumentale Brugense,1,CD,13.25,13.25,"These girls are educated at the expense of the state to distinguish themselves in music. They sing like angels and play violin, flute, harpsichord, organ, oboe, cello and bassoon; in short, no instrument can deter them, however big it may be. That is what French humanist and historian Charles de Brosses wrote in1739 about the girls who received their schooling in the Venetian orphanages which he visited. In one of these institutions, the Ospedale della Piet, Antonio Vivaldi worked as maestro di violino and maestro di concerti. One of his tasks was to provide concertos for our girls and compositions for all types of instrument. This release features oboe concertos that Vivaldi wrote for these girls, performed by Joris Van den Hauwe who gained highest honors for his post graduate higher diploma in oboe playing at the Royal Conservatoire of Music in Brussels. With this album he won the Choc de Classica.",,https://b2b.naxosusa.com/Album.aspx?product=ACDBN0992&medium=phy,01 Classical,Classical,,Netherlands,2018 Aliud Records,2018 Aliud Records,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA390,3760014193903,Franz Liszt ,Liszt: Via Crucis,Collegium Vocale Gent,1,CD,14.81,14.81,"Franz Liszt was 67 when he composed his Via Crucis, yet it did not receive its first performance until 1929, 43 years after the composers death. This work of his mature years is in 15 sections, retracing the Stations of the Cross that mark the stages of Christs Passion, from being condemned to death to being laid in the tomb. Combining Gregorian chant, the Lutheran liturgy and the Latin, German and Aramaic languages, the Via Crucis shows real formal originality. A devout believer, Liszt gives us here his most important sacred work. He composed several versions: for mixed choir, soloists and organ (with the organ part optionally transcribed for piano), for piano solo, organ solo, and two pianos. After an album devoted to Janacek, the Collegium Vocale founded by Philippe Herreweghe is once again conducted by Reinbert de Leeuw in this new Alpha recording.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA390&medium=phy,01 Classical,Classical,Classical|Romantic Era,Austria,2019 Collegium Vocale Gent & Alpha Classics / Outhere Music France,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2019,Alpha,ALPHA423,3760014194238,Olivier Messiaen ,Messiaen: Vingt Regards sur l'Enfant-Jesus,Martin Helmchen,2,CD,21.83,21.83,"Composed in 1944 and first performed at the Salle Gaveau in Paris on 26 March 1945 by Yvonne Loriod, this is the second great pianistic cycle by Olivier Messiaen: a major work indeed, not only in the composers oeuvre but in the entire repertoire for solo piano. As we know, its origin is in the faith and spirituality of Olivier Messiaen, who described it as: The Contemplation of the Child-God in the cradle, and the gazes fixed upon Him: from the inexpressible Gaze of God the Father to the multiple Gaze of the Church of love, also taking in the unheard Gaze of the Spirit of joy, the tender Gaze of the Virgin, of the Angels, of the Magi, and of those creatures that are immaterial or symbolic (Time, Extreme Height, Silence, the Star, the Cross). He continues: It is a complex of sounds destined for perpetual variations, pre-existing in the abstract as a series, but very concrete and easy to recognize by their colours: a steely grey-blue traversed by bright red and orange, a mauve-tinted violet spotted with leather-brown and encircled in deep purple. The vision of this work transmitted by Martin Helmchen  a great piano virtuoso who is himself marked by a strong sense of spirituality  is another substantial contribution to the Messiaenic monument.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA423&medium=phy,01 Classical,Classical,,Austria,2019 Palazetto Bru Zane & BR-Klassik & Alpha Classics / Outhere Music France,2019 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
