2018,2L,L2L,2L,2L-144-SACD,7041888523529,Edvard Grieg; Tone Krohn; Knut Nystedt; Geirr Tveitt,Folketoner,"Norwegian Girls Choir, The;Sundal-Ask, Anne Karin",1,Hybrid SACD,19.49,29.99,,"In this recording, The Norwegian Girls' Choir has chosen Norwegian folk songs, music from the national romantic tradition and hymns that we love to sing. Some of the songs have been specially arranged for this album, while others have been part and parcel of the choir's repertoire for a long time — in fact from before some of the choir's present members were even born. You can hear beautiful lullabies and some of the choir's favorite Grieg songs; you can hear songs full of charm and songs full of gravity, songs of love and songs of sorrow, songs of birth and songs of death. The Norwegian Girls Choir is a choir with proud traditions. The choir is composed of singers from the Oslo area, admitted through auditions. It is an independent continuation of The Norwegian Broadcasting Company’s Girls Choir, established in 1947. The choir has an important place in Norwegian cultural life, and it has fostered a number of well-known singers, musicians and artists. The choir’s ambition is to be a choir school that helps the singers to develop into independent musicians and artists, and to create a musical expressiveness that involves not only the singers themselves but also audiences.",,https://b2b.naxosusa.com/Album.aspx?product=2L-144-SACD,01 Classical,Classical,Classical|Choral,Norway,"2L (Lindberg Lyd, Norway)","2L (Lindberg Lyd, Norway)",,,,,,,,,,,,,,,,,,,,
2018,Note One,ACT,Accent,ACC 24337,4015023243378,Christoph Graupner,Graupner: Lass mein Herz,"Harmonie Universelle;Mields, Dorothee",1,CD,14.81,22.99,,"When the cantor Johann Sebastian Bach performed sacred cantatas in Leipzig on Sundays and public holidays, his colleagues did the same in many other places in Lutheran Germany. Among them was Christoph Graupner, the court conductor of Hesse-Darmstadt. In 1709, the music-loving Landgraf Ernst Ludwig from Darmstadt had discovered him as a harpsichordist at the Hamburg Opera in 1709 and had hired him on the spot. The Landgraf had made a real stroke of luck with Graupner, because he was not only an outstanding musician but also a perfect organizer of the courtly musical life and especially for the church music which had to be performed weekly. Over the years, more than 1,400 works of sacred music and many concertos and orchestral works have gathered from his pen and paper. Dorothee Mields and Harmonie Universelle have put together an exquisite selection from this repertoire for the present release: three cantatas from Graupner’s early years as kapellmeister, complemented by two orchestral works. All three cantatas contain “Herz” [heart] as a central theme and Graupner has put the sacred texts into music with a never-ending fantasy.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024337,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2018,ACCENTUS,ACC,Accentus,ACC40404,4260234831504,Johann Sebastian Bach,Bach: The French Suites,"Zhu, Xiao-Mei",2,Vinyl,31.19,47.99,,"Zhu Xiao-Mei writes of this new release: “It is with children in mind that I recorded these French Suites, always having heartfelt simplicity and purity in their mind. Children see the world with hope, optimism, and cast in light – much like Miro sees the world. I find a childlike purity in him, similar to what I hear in the French Suites. There is a quote by Miro that touches me enormously and makes me think a lot whenever I play, as it reflects something that may be the most difficult aspect of musical interpretation – and of art in general: „To gain freedom is to gain simplicity.” This release was recorded at the Mendelssohnsaal of the Gewandhaus zu Leipzig, May 2016.",,https://b2b.naxosusa.com/Album.aspx?product=ACC40404,01 Classical,Classical,Classical|Piano,Germany,2017 Accentus Music,2017 Accentus Music,,,,,,,,,,,,,,,,,,,,
2018,Challenge Records,ALI,Aliud,ACDBN1032,8717775551171,Johann Sebastian Bach,Bach: The Organ Chorales of the Leipzig Manuscript; Schuebler Chorales,Vincent van Laar,2,CD,19.49,29.99,,"This release features 24 Chorale Preludes for the organ (BWV 645-668.) Without exception, they stand in the tradition of the chorale-based music of Bach’s predecessors. They therefore include pieces with the unornamented chorale tune in the pedal, others with the melody ornamented, chorale trios, and works employing traditional contrapuntal techniques like canon, fugue, and imitation. Vincent van Laar  studied organ and harpsichord at the conservatories of Utrecht and The Hague with Nico van den Hooven, Harald Vogel, Glen Wilson and Bob van Asperen. Vincent’s  greatest interest and musical passion is for the performance of Baroque solo and continuo music, in particular the works of J.S.Bach and the seventeenth-century North-European school. Vincent has an international career as a soloist and continuo player, and has played on many recordings for radio and CD, including the complete works of Sweelincks’ pupil Melchior Schildt and Bach cantatas with organo obligato. He also participated in the complete recording of Sweelinck’s keyboard music. The latter was awarded the Netherlands most illustrious prize, the Edison. Recently he recorded the 24 Capricetten by Jacob Wilhelm Lustig.",,https://b2b.naxosusa.com/Album.aspx?product=ACDBN1032,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2018,Challenge Records,ALI,Aliud,ACDBN1022,8717775551157,Various,Interiorem - Music for Marimba,Tobias Messerschmidt,1,CD,13.25,20.99,,"Tobias Messerschmidt is a professional percussionist who puts his main focus on the marimba. Currently he is studying classical percussion in Wiesbaden. With this new release, all of the pieces that he has performed in his solo recitals over the last two years are recorded to present a collection of different sounds, colors, and genres that the marimba can produce. Every work on the album is dedicated to a different person that is part of Tobias’s life. “Yerushalayim Shel Zahav” is dedicated to Alex Jacobowitz, a marimba master, to whom Tobias wanted to show the biggest appreciation. Tobias Messerschmidt is endorsed by Vancore Percussion Instruments Joure.",,https://b2b.naxosusa.com/Album.aspx?product=ACDBN1022,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2018,Outhere,ALP,Alpha,Alpha280,3760014192807,Robert Schumann,R. Schumann: String Quartets Nos. 2 & 3,Elias String Quartet,1,CD,14.81,22.99,,"The Elias Quartet has already recorded a complete cycle of Beethoven quartets at Wigmore Hall that was extremely well received by the critics. Now Sara Bitlloch, Donald Grant, Martin Saving and Marie Bitlloch present on Alpha an album devoted to Schumann: ‘We have always had a special affection for Robert Schumann’s Third Quartet. It’s one of the first works we played together. Since then we have often come back to it, as if to a splendid and familiar region that we think we know thoroughly, but which yields up new secrets with each visit. The Second Quartet, on the other hand, was a much later and more complicated discovery for us. The writing is so personal, so unidiomatic for the instruments, so full of nuances, that to begin with we found it hard to come up with a unanimous voice for this work. The enthusiasm of the first movement can easily turn into anxiety if you push it a bit too far. In the slow movement, the texture is sometimes so bare that to convey its tenderness you have to sustain it with great fervour. The capricious Scherzo is bristling with rhythmic pitfalls and requires a diabolical mastery of the instruments, while the Finale is an endless explosion of joy!’",,https://b2b.naxosusa.com/Album.aspx?product=Alpha280,01 Classical,Classical,,Austria,2016 Alpha Classics / Outhere Music France,2017 Alpha Classics / Outhere Music,,,,,,,,,,,,,,,,,,,,
2018,Outhere,ALP,Alpha,Alpha388,3760014193880,Dave Brubeck; Howard Brubeck; Francis Poulenc; Baptiste Trotignon,Les Boys,Duo Jatekok,1,CD,14.81,22.99,,"The piano duo formed by Arthur Gold (1917–90) and Robert Fizdale (1920–95) enjoyed immense fame in the post-war years. Poulenc wrote a piece for them, as did Darius Milhaud, Samuel Barber, Luciano Berio and John Cage. They recorded with Leonard Bernstein. Nicknamed ‘The Boys’, they played all over the world and were praised for their ‘seamless perfection and an inimitable joie de vivre’ (New York Times). The Boys were also famed for their bestselling books and television programmes on cooking, their other passion! Duo Jatekok (jatekok = ’games’ in Hungarian) was formed in 2007. Like The Boys and unlike most current piano duos, Adelaïde Panaget and Naïri Badal are not siblings, but childhood friends. ‘They have everything going for them: dynamic rigour and expressive energy, exuberant keyboard skills and multilingual touch, and more than anything else, a sort of jubilatory osmosis’, wrote Le Monde. For this first recording on Alpha, they have decided to pay tribute to The Boys with a programme of works written for them, Poulenc’s Sonata for two pianos and Elegie and a composition by a legend of jazz, the American pianist Dave Brubeck, Points of Jazz. Duo Jatekok also wanted to include music by one of their contemporaries: Baptiste Trotignon’s Trois Pièces (including one dedicated to Poulenc!) complete the programme.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha388,01 Classical,Classical,,Austria,2017 Alpha Classics / Outhere Music France,2017 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Outhere,ALP,Alpha,Alpha394,3760014193941,Johann Hermann Schein; Heinrich Schutz,Larmes de Résurrection,"Bestion, Simon-Pierre;La Tempête",1,CD,14.81,22.99,,"In 1623, when the Thirty Years War was raging, Europe was torn apart by the confrontation between Protestant and Catholic peoples. Schutz and Schein, close friends with a deep-rooted Lutheran faith, were thoroughly in accordance with the spirit of their time when they wrote these works imbued with frugality, humility, even austerity. Yet these two great minds were still driven by a burning passion, paradoxically very attached to Italianate style, which is very evident here. With his ensemble La Tempete, Simon-Pierre Bestion has now become established as one of the most creative interpreters on today’s musical scene, revisiting the repertory, juxtaposing works in varying styles and from different periods, as he demonstrated in his first two recordings for Alpha (The Tempest – Diapason d’Or – and Azahar – Choc de Classica). At the head of an exceptional group of performers, equally at home in medieval and contemporary music, he presents here a ‘rewrite’ for a large and colourful orchestra, featuring a Lebanese singer specialising in Byzantine chant in the role of the Evangelist: a radical new take on the ardent mysticism buried in this music, bringing it unexpected vitality and warmth.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha394,01 Classical,Classical,,Austria,"2017 La Tempete, Château de Versailles Spectacles & Alpha Classics / Outhere Music France",2017 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Outhere,ALP,Alpha,Alpha387,3760014193873,Bela Bartok; Francis Poulenc; Maurice Ravel,Deux,"Kopatchinskaja, Patricia;Leschenko, Polina",1,CD,14.81,22.99,,"For her third album on Alpha, Patricia Kopatchinskaja is joined by a highly talented pianist whose approach to music is as extremist as hers, Polina Leschenko. Together they explore pieces that have many points in common. The Hungarian violinist Jelly d’Aranyi, grandniece of Joseph Joachim, was a ‘muse’ to both Bartok and Ravel. In 1922 and 1923, she premiered the two Bartok sonatas for violin and piano and Ravel dedicated Tzigane to her. He wrote to Bartok: ‘You have convinced me to compose for our friend, who plays so fluently, a little piece whose diabolical difficulty will bring to life the Hungary of my dreams; and since it will be for violin, why don’t we call it Tzigane?’ Of course, Tzigane by Patricia Kopatchinskaja, who has been playing and dancing this music since her childhood in Moldova, does not sound like salon music . . . After a much-feted recital at Wigmore Hall in 2017, the Financial Times wrote: ‘In another life, Patricia Kopatchinskaja might have been a rock star. This is a violinist who loves taking risks . . . But the final reward was worth waiting for: a denouement of astonishing force.’ Debussy’s Sonata, with its Arab and Javanese influences, completes this voyage, along with a piece for piano solo by Dohnanyi, the Valse Coppelia after Leo Delibes, another symbol of the relations between France and Hungary.",,https://b2b.naxosusa.com/Album.aspx?product=Alpha387,01 Classical,Classical,,Austria,2017 Alpha Classics / Outhere Music France,2017 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Outhere,ALP,Alpha,Alpha392,3760014193927,Various,Gypsy Baroque,"Ghielmi, Vittorio;Il Suonar Parlante Orchestra",1,CD,14.81,22.99,,"Vittorio Ghielmi, one of today’s most admired viola da gamba soloists, comes from a family of musicians (his brother founded Il Giardino Armonico with Giovanni Antonini). In parallel with his erudite and virtuoso readings of Marais or Graun, Vittorio Ghielmi is an artist who enjoys crossing borders. With his ensemble, Il Suonar Parlante, he seeks new musical languages and collaborates with leading figures of jazz (Uri Caine) and the masters of traditional music (Khaled Arman, Dhruba Ghosh). With Gypsy Baroque, he and his gypsy friends present a dazzling album bubbling over with life. He has gone to Transylvania in search of the gypsy music of the eighteenth century that was played on the frontiers of the Ottoman and Austrian Empires – music that influenced composers like Mozart and Haydn for their famous ‘Janissary’ pieces. For this recording, he places these gypsy tunes (only the melody is written) in perspective with orchestrations of the period. The Baroque specialists of his ensemble are joined by longstanding guest artists (the soprano Graciela Gibelli and the recorder player Dorothee Oberlinger) and traditional musicians like the Slovak violinist Stanislav Palúch and Marcel Comendant, a virtuoso exponent of the cimbalom and of improvisation. Going beyond the ‘documentary’ aspect, already fascinating, here is a genuine musical recreation!",,https://b2b.naxosusa.com/Album.aspx?product=Alpha392,01 Classical,Classical,,,2017 Alpha Classics / Outhere Music France,2017 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
