2018,4260234831429,ACC10380,Webern; Wagner; Stravinsky,"Webern, Wagner, Stravinsky ",Gewandhausorchester Leipzig; Christianne Stotjin; Andris Nelsons,1,Blu-ray,ACC,Accentus,31.19, $ 47.99 ,CN48,"Three works by three composers, each of whom were bold enough to revolutionize the music world by breaking free of tradition, make up a program that not only presents the wide musical range and depth of the Gewandhausorchester Leipzig but also celebrates its musical partnership with Andris Nelsons, the orchestra’s new music director. With Webern’s Pieces for Orchestra, Nelsons and the Gewandhausorchester embark on a journey that juxtaposes the musical abstraction of the Neue Wiener Schule with the adulterous, sultry, and almost-forbidden romanticism of Wagner’s Wesendonck Lieder before confronting what is undoubtedly the best-known avant-garde upheaval of the twentieth century, Stravinsky’s Le Sacre du printemps. All in all, it could not have been a more energetic and promising start for the Leipzigers and Andris Nelsons!",,https://b2b.naxosusa.com/Album.aspx?product=ACC10380,Classical,,Germany,,,Andris Nelsons; Anton Webern (Composer); Christianne Stotijn; Gewandhausorchester Leipzig; Igor Stravinsky (Composer); Richard Wagner (Composer); Ute Feudel,Ute Feudel,,2017 Accentus Music,NR,0,BD-25,English,"German, English, French, Korean, Japanese","DTS HD Master Audio, PCM Stereo",Color,16:9,83,2017
2018,4260234831412,ACC20380,Webern; Wagner; Stravinsky,"Webern, Wagner, Stravinsky",Gewandhausorchester Leipzig; Christianne Stotjin; Andris Nelsons,1,DVD,ACC,Accentus,19.49, $ 29.99 ,CN30,"Three works by three composers, each of whom were bold enough to revolutionize the music world by breaking free of tradition, make up a program that not only presents the wide musical range and depth of the Gewandhausorchester Leipzig but also celebrates its musical partnership with Andris Nelsons, the orchestra’s new music director. With Webern’s Pieces for Orchestra, Nelsons and the Gewandhausorchester embark on a journey that juxtaposes the musical abstraction of the Neue Wiener Schule with the adulterous, sultry, and almost-forbidden romanticism of Wagner’s Wesendonck Lieder before confronting what is undoubtedly the best-known avant-garde upheaval of the twentieth century, Stravinsky’s Le Sacre du printemps. All in all, it could not have been a more energetic and promising start for the Leipzigers and Andris Nelsons!",,https://b2b.naxosusa.com/Album.aspx?product=ACC20380,Classical,,Germany,,,Andris Nelsons; Anton Webern (Composer); Christianne Stotijn; Gewandhausorchester Leipzig; Igor Stravinsky (Composer); Richard Wagner (Composer); Ute Feudel,Ute Feudel,,2017 Accentus Music,NR,0,DVD-9,English,"German, English, French, Korean, Japanese","PCM Stereo, Dolby Digital 5.1, DTS 5.1",Color,16:9,83,2017
2018,4260017181314,ACO13117,Franz Liszt; Robert Schumann,Literary Fantasies - piano works by Liszt and Schumann,Alexander Gadjiev,1,CD,AC,Acousence,14.81, $ 22.99 ,CN23,"“Romanticism” is characterized by crossing all kinds of boundaries. Usually, the titles of compositions give us insight into how their creators were inspired by literature, landscapes or works of art. But mere titles do not exhaust the phenomenon of crossing borders the least. Many artists have multiple talents. Franz Liszt not only composed, but was also an outstanding piano virtuoso. Robert Schumann had to give up his promising piano career. Both possessed literary talent. On this new release, Alexander Gadjiev performs works by Liszt and Schumann that were inspired by literature. Tutored by his father, a well-known Russian teacher, Alexander Gadjiev played a solo concerto for the first time with orchestra at the age of nine and held his first solo recital aged ten. He is currently studying with Pavel Gililov at Mozarteum Salzburg and participating in prestigious masterclasses such as the “Eppan Piano Academy” and “Verbier Piano Academy,” both limited to a very small number of selected pianists from around the world.",,https://b2b.naxosusa.com/Album.aspx?product=ACO13117,Classical,,,,,,,,,,,,,,,,,,
2018,4260017181321,ACO13217,Ludwig van Beethoven; Fredereic Chopin; Franz Liszt,"Beethoven, Chopin & Liszt: Piano Works",Alexei Melnikov,1,CD,AC,Acousence,14.81, $ 22.99 ,CN23,"At first glance, there seems to be a disparity between Ludwig van Beethoven’s thirty-two piano sonatas and only one pure piano sonata by Franz Liszt. But just as Hans von Bulow called the Beethoven sonatas the “New Testament of Pianists,” the B-minor piano sonata is one of the most important of Franz Liszt’s compositions in terms of its form, technical demands and content. The connection between these composers is not even too far-fetched, since the eleven year-old Franz Liszt studied in Vienna with Beethoven’s student Carl Czerny. Not only did Franz Liszt later champion the prevalence of the works of Ludwig van Beethoven, he also supported the construction of the Beethoven monument in Bonn. Alexei Melnikov began to show talent in piano and composition when he was just a young child. This is his debut album.",,https://b2b.naxosusa.com/Album.aspx?product=ACO13217,Classical,,,,,,,,,,,,,,,,,,
2018,4260017181338,ACO13317,Bela Bartok; Paul Constantinescu; Franz Liszt; Radu Paladi; Franz Schubert; Sigismund Toduta,Following the River - Music along the Danube,Florian Mitrea,1,CD,AC,Acousence,14.81, $ 22.99 ,CN23,"Florian Mitrea writes of his new release Following the River: “Some of the memories I am most fond of are hot summer nights spent on a boat in the middle of a channel, deep in the heart of the Danube Delta, listening to the gentle whisper of the willows and distant bird calls, and counting the stars in the sky. I have been fascinated by the Danube for as long as I can remember. This mysterious river joins people from Central and Eastern Europe, carrying their stories, their songs, their dances, their joys and sorrows. The music of the people living on the banks of the Danube is spellbinding in its capacity for expression. I feel very lucky to have grown up in an area where this music is still very much alive and an essential component of people’s lives. For years I was able to immerse myself in this enchanting musical universe and Following the river is the resulting unity between my classical training and my childhood interactions with folk musicians. This album will hopefully transport the listener on a journey as tumultuous and as poetic as life itself.”",,https://b2b.naxosusa.com/Album.aspx?product=ACO13317,Classical,,,,,,,,,,,,,,,,,,
2018,6417513104004,ABCD 400,Selim Palmgren,April,Pori Sinfonietta; Janne Mertanen; Jan Söderblom,1,Hybrid SACD,ABR,Alba,14.81, $ 22.99 ,CN23,"The first recording in this series from Alba, titled The River, received brilliant reviews. The album included Selim Palmgren’s Piano Concertos nos 1-3, performed by Henri Sigfridsson and was one of the most sold records on the Alba label in 2016. Now, Alba releases April- the second album in the series. Selim Palmgren is a master of Finnish Piano Concertos, and on this new release we hear his magnificent Piano Concertos nos. 4-5. The brilliant performer on the album is Janne Mertanen who has done many recordings for Alba and has specialized in Chopin’s music. Two other pieces conductor Jan Soderblom has chosen for this record are Pastorale in three scenes and Exotic March.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20400,Classical,,Austria,2017 Alba Records,,,,,,,,,,,,,,,
2018,6417513104042,ABCD 404,Erik Fordell,Reflections of a river valley,Ostrobothnian Chamber Orchestra; Anu Komsi; Meeri Pulakka; Monica Groop; Reijo Tunkkari; Kirill Kozlovsky; Tero Tavaila; Pulakka Quartet; Aglepta choir; Malin Storbjork; Juha Kangas,1,Hybrid SACD,ABR,Alba,14.81, $ 22.99 ,CN23,"Six decades of music by Erik Fordell For this disc, Juha Kangas, honorary conductor of the Ostrobothnian Chamber Orchestra, has compiled the first compendium in sound of the lyrical music of Erik Fordell; spring, summer, and pieces influenced by folk song. Spanning six decades, his output covered not only works for string orchestra but also solo songs, pieces for piano, violin and choir, and chamber music. And the view of his music is growing steadily wider. Even today, new discoveries, previously unknown works by him are still finding their way to the Orchestra Office. Words from Fordell’s memoirs acquire new meaning: “My time has not yet come, but it will come, and it will not end.”",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20404,Classical,,Austria,2017 Alba Records,,,,,,,,,,,,,,,
2018,6417513104059,ABCD 405,William Byrd; Orlando Gibbons,Late music for the virginals,Aapo Hakkinen,1,Hybrid SACD,ABR,Alba,14.81, $ 22.99 ,CN23,"Aapo Hakkinen started his recording career in 2000 with Alba. His first recording included Byrd's work Music for the Virginals. Now Aapo Hakkinen has returned to Byrd and is releasing his new record Late Music for the Virginals. This new recording was made in Saluzzo, Italy, with special period instruments. The harpsichord heard here was made by Benedetto Floriani, c. 1570 and the Virginal was made by Joannes Ruckers, c. 1604. ""Much as I admire many of my pianist colleagues performing this music on their instruments, there can be no question that the ‘virginals’ heard on this recording do more justice to the composer’s intentions and make it easier to render his musical language well. In the pre-Restoration England, the word virginal did not apply to a specific type of instrument, but to all the keyboard instruments in general. As today’s harpsichord making is a far cry from the best instruments built in the old days, I am happy that I had the opportunity to use a particularly admirable 16th century pair of “newe longe virginalles made harpe fasshion of cipres with a caese of wallnuttre” – exactly like the one so described in an ‘Inventory of the Guarderobes, etc.’ of King Henry VIII, 1547."" - Aapo Hakkinen",https://youtu.be/6yI2cdo6MFU,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20405,Classical,,Austria,2017 Alba Records,,,,,,,,,,,,,,,
2018,6417513104066,ABCD 406,Sid Hille; Pekka Jalkanen; Tônu Kôrvits,Orfeo Amoroso,Mari Mantyla,1,CD,ABR,Alba,14.81, $ 22.99 ,CN23,"Mari Mantylas decacorde album is like a set of Orphean attributes: belief in the spellbinding power of music, courage to rush headlong into danger, to love contrasts, to act rationally yet at the same time to rely on intuition and spontaneous displays of emotion. The new decacorde model can be heard in three of the pieces. Jukka Tiensuu wrote Kymmari especially for it, and the same to some extent applies to Pekka Jalkanen’s Nocturne for Insomnia and The Bog Gypsies. The four lowest strings have no frets in this ten-stringed guitar. I developed the instrument in partnership with guitar maker Kauko Liikanen in 2015. In the earlier model I play for the other pieces (also built by Kauko Liikanen, in 2001), there are frets under all the strings. The absence of frets affords both the player and the composer some interesting potential. Glissandos are unhindered and soft, microintervals come naturally and the completely novel touch – the four lowest bass strings being pressed on the fingerboard direct – gives the color scale of this big guitar instrument a delightful, pizzicato-like hue.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20406,Classical,,Austria,2017 Alba Records,,,,,,,,,,,,,,,
2018,6417513104097,ABCD 409,Benjamin Britten; Gyogy Ligeti; Esa-Pekka Salonen,Homunculus,Kamus Quartet,1,Hybrid SACD,ABR,Alba,14.81, $ 22.99 ,CN23,"This new release, which includes the world premiere recording of Esa-Pekka Salonen's string quartet Homunculus, followed the acclaimed album Different Voices featuring Sibelius's Voces Intimae, which was awarded the prize for best classical music album of 2016 by the Finnish National Broadcasting Company. ""Kamus is a perfectly blended group, and the brilliance of each individual shines through"" Helsingin Sanomat Kamus celebrates its 15th anniversary as one of the most prominent Nordic ensembles and continues to delight audiences with a strong and distinctive voice. In 2017 the quartet launched a new album and toured around the world including to Mexico, UK, Belgium, Sweden and the Netherlands, including a debut at the Concertgebouw in Amsterdam.",https://youtu.be/pjwIl4cO5DY,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20409,Classical,,Austria,2017 Alba Records,2017 Alba Records,,,,,,,,,,,,,,
