2018,ACT,Accent,ACC 24336,4015023243361,Josef Myslivecek,Myslivecek: Violin Concertos,Leila Schayegh; Collegium 1704; Vaclav Luks,1,CD,14.81,22.99,"Josef Myslivecek (1737-1781) also known as Il Divino Boemo (The Divine Bohemian) was one of the most celebrated opera composers in Italy in the 1770s. His instrumental works - symphonies, concertos, octets, quartets, and trios - were as popular as his vocal music. Certain features of his melodic style reflect his Bohemian origins, and Myslivecek's influence on his contemporaries was significant. A close friend of the young Wolfgang Amadeus Mozart and a musical influence on him, Mozart described Myslivecek’s character as ""full of fire, spirit and life."" All nine of the Myslivecek violin concertos that survive in complete form were probably written in a short period during the late 1760s and early 1770s when the composer maintained close contacts with the city of Padua and the composer and violinist Giuseppe Tartini. As a representative of Italian traditions that extended back to the early eighteenth century, Myslivecek’s violin concertos are all cast in three movements of the pattern ‘fast-slow-fast’. “From this music one can hear that the author was also a superb opera composer: the quickly alternating themes are well defined in character, whether sounding serious or boisterous, pleading or alluring, questioning or majestic, friendly or imperious. Figuratively, we find ourselves on the opera stage.” (Leila Schayegh)",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024336&medium=phydig#,01 Classical,Classical,,Austria,2018 Note 1 Music,2018 Note 1 Music,,,,,,,,,,,,,,,,,,,,
2018,ABR,Alba,ABCD 416,6417513104165,Matthew Whittall,Northlands - Music by Matthew Whittall,Tommi Hyytinen; Finnish Radio Symphony Orchestra; Helsinki Chamber Choir; Tapiola Sinfonietta; Ilari Angervo; Julia Heeger; Chloe Dufresne; James Kahane; Antti Suoranta,1,CD,14.81,22.99,"Canadian-Finnish composer Matthew Whittall (b. 1975) began his studies in Montreal. He earned degrees in performance and composition from Vanier College, the University of Massachusetts, Amherst and Stony Brook University, before settling in Finland in 2001. There he studied at the Sibelius Academy, receiving his Doctor of Music degree with honors in 2013. Whittall’s prolific output covers a wide variety of genres, particularly orchestra, voice, chorus, chamber and solo instrumental works, with occasional forays into electronics. His works have been commissioned and performed by the Helsinki Philharmonic, the Finnish Radio Symphony, the Helsinki Chamber Choir the Toronto Symphony Orchestra and Canada’s National Arts Centre Orchestra, among others, and have featured in festivals and radio broadcasts across Europe, North America and Japan. This release, which was named Record of the Year by Finnish broadcasting company YLE, features works by Whittall that seem to long for a world that doesn’t exist. They depict nature as a realm of romanticized and mystified beauty. The featured soloist across these works is hornist Tommi Hyytinen.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20416&medium=phy#,01 Classical,Classical,,Austria,2017 Alba Records,2017 Alba Records,,,,,,,,,,,,,,,,,,,,
2018,ABR,Alba,ABCD 415,6417513104158,Outi Tarkiainen,Tarkiainen: Beyond Poems,Kamus String Quartet; Lauri Sallinen; Maria Puusaari; Tuuli Lindeberg; Emil Holmstrom; Markus Hohti; Veli Kujala,1,CD,14.81,22.99,"On this exciting release, Finland’s leading contemporary music professionals play poetry-inspired chamber music by Outi Tarkiainen. The works are tinged with the mythical, archaic colors of the North intermixed with the translucency of contemporary music, the sensuality of poetry and the force of tradition. The distinctive recording creates a delicate, telling synthesis of lyricism and contemporary music. Outi Tarkiainen is one of a new generation of composers whose work bears intense witness to the world around it and whose music engages audiences while advancing the art form without compromise. “I see music as a force of nature,” Outi has said, “that can flood over a person and even change entire destinies.” Among the renowned artists featured are soprano Tuuli Lindeberg, accordionist Veli Kujala, and the Kamus String Quartet.",,https://b2b.naxosusa.com/Album.aspx?product=ABCD%20415&medium=phydig#,01 Classical,Classical,,Austria,,,,,,,,,,,,,,,,,,,,,,
2018,ALP,Alpha,ALPHA477,3760014194771,Ludwig van Beethoven,"Resound Beethoven, Vol. 6 - Symphony 8; Concerto for Piano after the Violin Concerto",Gottlieb Wallisch; Orchester Wiener Akademie; Martin Haselbock,1,CD,14.81,22.99,"With the present release, the Orchester Wiener Akademie and its conductor Martin Haselbock continue the Resound Beethoven series, performed on period instruments and scrupulously respecting the orchestral layout of 200 years ago. Volume 6 is devoted to the Eighth Symphony, premiered in 1814, and the Piano Concerto in D major op.61a, first performed in 1808. Beethoven made this piano arrangement of his Violin Concerto at the request of fellow composer and music publisher Muzio Clementi, who wished to publish it in London. The recording featured here took place in the Austrian Academy of Sciences (Old University) in Vienna, where many important works by Beethoven received their first performance. The Austrian pianist Gottlieb Wallisch, well known for his authentic interpretations of Beethoven’s music, is the soloist in this rarely performed concerto.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA477&medium=phy#,01 Classical,Classical,,Netherlands,2018 Orchester Wiener Akademie,2018 Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,APR,APR Recordings,Apr-09,5024709173099,Johannes Brahms; Edward Grieg; Joseph Haydn; Franz Liszt; Felix Mendelssohn; Sergei Rachmaninoff; Walter Rehberg; Franz Schubert; Robert Schumann; Christian Sinding; Johann Strauss; Carl Maria von Weber,Walter Rehberg: Polydor Recordings 1925-1937,Walter Rehberg,3,CD,23.39,35.99,"The Swiss pianist, editor and writer, Walter Rehberg (1900–1957) was a mainstay of the German Polydor label in the 1920s & 1930s, but his work has never before been transferred to modern recording formats, and as a result he has faded from view. He was entrusted with the first ever recordings of such masterworks as the Schubert and Schumann Fantasies, and these and his Liszt performances reveal a true Romantic virtuoso who was nevertheless equally at home in the Classicism of the Haydn sonata he recorded in early 1925 – another gramophone premiere. Gramophone wrote in 1928: “Rehberg has done well, his technique is equal to the formidable demands made on it, but his virtuosity never blinds him to the imaginative qualities of the music… I have nothing but admiration for a rendering that is both competent and poetical.” Rehberg was also a champion of the Janko piano, an instrument that allowed the easier playing of larger intervals and complex chords. The instrument never caught on, but the pianist’s own compositions for it (featured on the latter portion of this release) reveal the fascinating sonorities that could be created with it. The transfers and remastering featured on this album were expertly done by Ward Marston.",,https://b2b.naxosusa.com/Album.aspx?product=APR7309&medium=phy#,01 Classical,Classical,,France,2018 APR Ltd,2018 APR Ltd,,,,,,,,,,,,,,,,,,,,
2018,ARN,Arcana,A451,3760195734513,Johann Sebastian Bach; Heinrich Ignaz Franz Biber; Arcangelo Corelli; Biagio Marini,Unwritten - From Violin to Harp,Flora Papadopoulos,1,CD,14.81,22.99,"J. S. Bach, Biber, Marini, Corelli: four leading figures of Baroque music that no one would associate with the harp. However, they worked in environments where there is ample evidence that harpists were active, and where a solo harp repertory certainly existed, even if it was never written down. This ambitious project starts out from that premise, and is the result of in-depth research into original sources. It suggests that the repertory for violin, an instrument that shares many idiomatic features with the harp, was long a source of inspiration for harpists. Hence, here some of the best-known and most virtuosic pieces for the violin have been arranged for harp, giving these compositions a new lease on life and shedding light on new and unexpected nuances and reflections. Flora Papadopoulos, after significant collaborations with ensembles such as Cappella Mediterranea/L. Garcia Alarcon, Concerto Italiano/R. Alessandrini, Matheus/J-C Spinosi and Laboratorio ‘600/F. Pavan, now makes her first solo album. Exploring personal, highly experimental and empirical paths, she revives a fascinating musical practice that has been long lost.",,https://b2b.naxosusa.com/Album.aspx?product=A451&medium=phy#,01 Classical,Classical,,Austria,"2018 Flora Papadopoulos, under exclusive licence to Outhere Music France",2018 Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,ADV,ArcoDiva,UP0204,8594029812048,Bela Bartok; Sylvie Bodorova; Martin Brunner; Juraj Filas; Lukas Hurnik; Paul Schoenfield; Igor Stravinsky,"Trio Clavio - Clarinet, Violin, Piano",Trio Clavio,2,CD,19.49,29.99,"The Czechoslovak trio Trio Clavio was established in 2013 with the help of Polish clarinetist and conductor Jakub Bokun. Since its successful debut at the Clarimania Festival in Wroclaw, Poland, the ensemble has been performing across Europe. This chamber ensemble put together three distinct musical personalities- pianist Lucie Soutorova Valcova, violinist Lucia Fulka Kopsova, and clarinetist Jana Cernohouzova. All three musicians have Yamaha scholarships and all have performed as soloists or orchestra members with the South Czech Philharmonic, Moravian Philharmonic, Brno Philharmonic, and many others. Trio Clavio was awarded first prize in a competition in Vidnava in 2014, and in 2016 they were awarded first and fourth prize at the International Competition of Chamber Ensebles in Padova Italy. This release features trio works by canon composers Igor Stravinsky and Bela Bartok, as well as works by modern composers like Juraj Filas and Sylvie Bodorova, who wrote these works specifically for Trio Clavio.",,https://b2b.naxosusa.com/Album.aspx?product=UP0204&medium=phydig#,01 Classical,Classical,,,,,,,,,,,,,,,,,,,,,,,,
2018,ATM,ATMA Classique,ACD 22781,722056278126,Claude Debussy; Maurice Ravel; Robert Schumann; Robert Fleming; Tristan Klingsor,Caroline Gelinas: Confidences,Caroline Gelinas; Olivier Godin,1,CD,11.75,18.99,"Named 2017-2018 ""Revelation Radio-Canada” in the classical category, French-Canadian mezzo-soprano Caroline Gelinas presents her first solo recital on the ATMA Classique label. Olivier Godin accompanies Gelinas in a program of French melodies by Ravel (Sheherazade), Debussy, (Trois Chansons de Bilitis), German lieder by Robert Schumann (Gedichte der Konigin Maria Stuart), and The Confessions Stone, a song cycle by Canadian composer Robert Fleming. Gelinas has received awards from the Stingray Rising Star program, the Hnatyshyn Foundation, and the Art Song Foundation of Canada. On stage, Caroline Gelinas has sung the title role in Carmen with the Atelier Lyrique de l’Opera de Montreal, and the roles of Siebel in Faust with the Societe d’Art Lyrique du Royaume; Nada in Svadba by Ana Sokolovic with the Opera de Montreal, and Mercedes in Carmen with the Opera de Quebec. A native of Montreal, Olivier Godin is pursuing a brilliant career as a pianist in Canada and abroad. He has been invited to perform in several international festivals including l’Academie Francis Poulenc and the Festival International Albert-Roussel in France, the Festival du Palazzetto Bru Zane in Venice, as well as on the airwaves of France-Musique and Radio-Canada.",,https://b2b.naxosusa.com/Album.aspx?product=ACD%2022781&medium=phy#,01 Classical,Classical,Classical|Art Song,Canada,2018 ATMA Classique,2018 ATMA Classique,,,,,,,,,,,,,,,,,,,,
2018,AUD,Audite,AUD97755,4022143977557,Richard Strauss,Strauss: Macbeth; Don Juan; Tod und Verklarung; Festmarsch in C,Staatskapelle Weimar,1,CD,14.81,22.99,"Following the release of Prokofiev’s “Cantata for the 20th Anniversary of the October Revolution”, Kirill Karabits dedicates his next Audite recording with the Weimar Staatskapelle to the “Weimar” Strauss. Weimar was not only the metropolis of the classical era that acquired world fame thanks to Goethe and Schiller. Weimar was also the domain of great musicians: Franz Liszt served as Kapellmeister in the city and invented the genre of the symphonic poem. Richard Strauss followed in his footsteps when he, as Kapellmeister from 1889 until 1894, presented his own first symphonic poems, “Macbeth” and “Don Juan”, at the helm of the Weimar court orchestra. Kirill Karabits, Generalmusikdirektor of the Deutsches Nationaltheater since 2016, now presents, alongside today’s Weimar Staatskapelle, not only these two major works of his great predecessor, but also “Tod und Verklarung” (Death and Transfiguration), which Strauss had completed in Weimar. The contemporaneous Festmarsch in C major, TrV157 – Strauss’ anniversary gift to “Die Wilde Gung’l”, the Munich orchestra he had conducted in his youth – is a true rarity, rounding off this recording.",,https://b2b.naxosusa.com/Album.aspx?product=AUD97755&medium=phydig#,01 Classical,Classical,Classical|Orchestral,Germany,2018 Ludger Bockenhoff audite Musikproduktion,2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
2018,AVI,Avi,AVI 8553395,4260085533954,Gustav Mahler,Mahler: Symphony No. 5,Duesseldorfer Symphoniker,1,CD,14.03,21.99,"This release is the fourth volume in Adam Fischer’s fabulous survey of Mahler’s symphonies. His previous volumes in the cycle have garnered widespread critical acclaim, including two Editor’s Choices by Gramophone. The Fifth Symphony is one of Mahler’s most loved works. Composed during the summer months of 1901 and 1902 at Mahler’s holiday cottage at Maiernigg, the 5th Symphony features a trumpet solo that opens the work with the same rhythmic motive as the famous opening of Beethoven’s 5th Symphony. The scope of the work is huge, lasting over an hour and requiring a large number of musicians. The fourth movement, Adagietto, is said to represent Mahler’s love song to his wife, Alma, and is probably the composer’s most performed piece of music.",,https://b2b.naxosusa.com/Album.aspx?product=AVI%208553395&medium=phy#,01 Classical,Classical,,Germany,"2018 Avi-Service for music, Cologne/Germany",2017 Deutschlandradio / Avi-Service for music,,,,,,,,,,,,,,,,,,,,
