2018,Albion,ALBCD035,5060158190355,Ralph Vaughan Williams ,Chapel Choir of the Royal Hospital Chelsea: A Vaughan Williams Christmas,Chapel Choir of the Royal Hospital Chelsea; Hugh Rowlands; Katy Hill; Eloise Irving; Edward Hughes; Adrian Horsewood; Angus McPhee; Thomas Stoddart; Timothy Murphy ,1,CD,14.81,22.99,"Vaughan Williams was (with Cecil Sharp) one of the foremost collectors of folk songs during the early 1900s. He collected many traditional Christmas carols as well. This collection is of carols as he arranged them, thus presenting his view of Christmas in the first half of the 20th century. He also wrote four completely new carols for the Oxford Book of Carols, which are also all included here. This release includes world première recordings of two sets of carols: 'Two Carols' from 1945 and ‘Nine Carols for Male Voices’, commissioned by the British Council in 1941 for performance by and for British troops serving in Iceland. They are performed by the outstanding Chapel Choir of the Royal Hospital Chelsea (of which all members are professional musicians) under the directorship of William Vann.",https://www.youtube.com/watch?v=pcHAt6Q-FcE,https://b2b.naxosusa.com/Album.aspx?product=ALBCD035&medium=phydig,01 Classical,Classical,Classical|Modern Era,,United Kingdom,2018 Albion records,2018 Albion records,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA412,3760014194122,Various,Capella Mediterranea: De Vez en Cuando la Vida - Joan Manuel Serrat y el siglo de oro,Capella Mediterranea,1,CD,14.81,22.99,"Leonardo García Alarcón writes: “The memories of my childhood in Argentina always bring me back to the singer-songwriter Joan Manuel Serrat, synonymous with shared family moments… Serrat’s poetry and music around a barbecue in Argentina; “De vez en cuando la vida” made me cry as it has made millions of people cry in Latin America, Spain and elsewhere… Joan Manuel Serrat is part of our life, he is our Jacques Brel!... Or, if we project ourselves back to the sixteenth century, he is in a sense our little Camerata Fiorentina, that movement of Italian poets and musicians in Florence. Serrat has allowed the whole of Latin America and Spain to reappropriate the works of its poets… He has also been synonymous with freedom and the struggle against dictatorial regimes. His song “Mediterraneo” is one of the emblematic pieces of his career. It is almost a hymn that has special resonance nowadays… I asked my good friend Quito Gato to arrange these songs for our ensemble, Cappella Mediterranea. The orchestration retains typical seventeenth-century instruments: recorders, cornett, violins, viola da gamba, cellos, lutes, harp, harpsichord, organ, with some percussion and a double bass. These period instruments allow us to travel back in time and compare Serrat’s romances with the Ensaladas of Mateo Flecha (1481-1553), the polyphony of Guillaume Dufay, and a composition by Juan Cabanilles that recalls a Bach Passion. The Xacaras, a satirical genre from the Spanish Golden Age dialogues with Serrat’s works, as does the Música callada of the Catalan composer Frederic Mompou, transcribed here for the harp.”",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA412&medium=phy,01 Classical,Classical,,,Austria,2018 Cappella Mediterranea,2018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA428,3760014194283,Various,Capella Mediterranea: De Vez en Cuando la Vida - Joan Manuel Serrat y el siglo de oro,Capella Mediterranea,2,Vinyl,29.63,45.99,"Leonardo García Alarcón writes: “The memories of my childhood in Argentina always bring me back to the singer-songwriter Joan Manuel Serrat, synonymous with shared family moments… Serrat’s poetry and music around a barbecue in Argentina; “De vez en cuando la vida” made me cry as it has made millions of people cry in Latin America, Spain and elsewhere… Joan Manuel Serrat is part of our life, he is our Jacques Brel!... Or, if we project ourselves back to the sixteenth century, he is in a sense our little Camerata Fiorentina, that movement of Italian poets and musicians in Florence. Serrat has allowed the whole of Latin America and Spain to reappropriate the works of its poets… He has also been synonymous with freedom and the struggle against dictatorial regimes. His song “Mediterraneo” is one of the emblematic pieces of his career. It is almost a hymn that has special resonance nowadays… I asked my good friend Quito Gato to arrange these songs for our ensemble, Cappella Mediterranea. The orchestration retains typical seventeenth-century instruments: recorders, cornett, violins, viola da gamba, cellos, lutes, harp, harpsichord, organ, with some percussion and a double bass. These period instruments allow us to travel back in time and compare Serrat’s romances with the Ensaladas of Mateo Flecha (1481-1553), the polyphony of Guillaume Dufay, and a composition by Juan Cabanilles that recalls a Bach Passion. The Xacaras, a satirical genre from the Spanish Golden Age dialogues with Serrat’s works, as does the Música callada of the Catalan composer Frederic Mompou, transcribed here for the harp.”",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA428&medium=phy,01 Classical,Classical,,,Austria,2018 Cappella Mediterranea,2018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA406,3760014194061,Giovanni Lorenzo Lulier ,Lulier: Cantate e sonate,Francesca Boncompagni; Accademia Ottoboni; Marco Ceccato,1,CD,14.81,22.99,"In Rome between the late seventeenth century and the early eighteenth, academies and ‘conversazioni’ (artistic gatherings) organized by aristocrats and cardinals attracted the leading writers and musicians. The names of Arcangelo Corelli, Alessandro Scarlatti and the young G. F. Handel stand out among many others. Giovanni Lorenzo Lulier (Rome, c.1660-1700), a cellist and composer known as ‘Giovanni del Violone’, participated in this intensive musical activity. When he entered the entourage of Cardinal Pietro Ottoboni, in 1690, Lulier already had a decade of compositional activity behind him in the genres of oratorio, opera and above all the chamber cantata. Originally consisting of a succession of strophic arias, the cantata gradually established itself as a poetic and musical genre characterized by alternating recitatives and arias. As is well known, the conversazioni of the sixteenth and seventeenth centuries also included the performance of instrumental music. On this release, Lulier’s cantatas are coupled with his sonatas and beautifully performed by Francesca Boncompagni, Accademia Ottoboni, and Marco Ceccato.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA406&medium=phy,01 Classical,Classical,Classical|Baroque Era,,Austria,2017 ACCADEMIA OTTOBONI & ALPHA CLASSICS / OUTHERE MUSIC France,2018 ALPHA CLASSICS / OUHERE MUSIC France,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA419,3760014194191,Henry Purcell ,Purcell: Songs & Dances,Tim Mead; Les Musiciens de Saint-Julien,1,CD,14.81,22.99,"Les Musiciens de Saint-Julien, guided by François Lazarevitch’s virtuoso flute, have already led us along the roads of Ireland and Scotland, notably the High Road to Kilkenny, a great success in 2016. This time, they venture into England with an essentially secular programme devoted to Henry Purcell (1659-95), varying the mood by alternating between instrumental dances and songs performed by the English countertenor Tim Mead, including ‘O Solitude’ and ‘What power art thou’. While Les Musiciens de Saint-Julien have chosen these celebrated pieces for pleasure above all, with this English programme they also fill in a new piece in their jigsaw map of the United Kingdom. At the same time, they demonstrate the musical porosity of Ireland, Scotland and England – and the atypical colors of the small string ensemble complemented by two flutes, a harp and harpsichord/lute continuo further underline the fact. The common thread, dear to Les Musiciens de Saint-Julien, is that of folk music lying at the heart of art music, in a mixture of origins, practices and repertories. We can easily recognize ‘Scotch and Irish tunes’ that Purcell incorporates in his overtures, jigs, hornpipes and chaconnes. The countertenor Tim Mead punctuates the dances with songs composed for the operatic or dramatic stage or for chamber performance.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA419&medium=phy,01 Classical,Classical,Classical|Baroque Era,,Austria,2018 Les Musiciens de Saint-Julien & Alpha Classics / Outhere Music France,2017 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA411,3760014194115,Edouard Ferlet ,Ferlet: Plucked' N Dance,Edouard Ferlet; Violaine Cochard,1,CD,14.81,22.99,"A journey through countries, periods and styles on the theme of dance. The themes and melodies are borrowed from Spanish, Turkish, Russian, Italian, English, Hungarian and French composers, inspired by folk music and dances. Édouard Ferlet has used this music to compose new pieces, arranged for harpsichord and piano. There are no direct quotations here, rather a thread which is woven between these well-known melodies and a new musical vocabulary. In each piece Violaine Cochard and Edouard Ferlet improvise freely, each with their individual ‘temperament’ and sensibility. They work on sonority, texture, the exploration of sound palettes, specialization, phrasing, distillation. The two artists seek to develop sonic possibilities, articulations, playing techniques and interaction between their musical personalities. A special feature is their work on pulse and tempo, with compound meters linked with the rhythms of folksongs and dances, which are often in compound time. Each piece is underpinned by an individual dramaturgy; the melodies are immediately appealing because they remind us of something while surprising us with jazz and contemporary arrangements.",,https://b2b.naxosusa.com/Album.aspx?product=ALPHA411&medium=phy,01 Classical,Classical,Classical|Classical Crossover,,Austria,2018 Alpha Classics / Outhere Music France,2018 Alpha Classics / Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2809,5019396280922,Various ,Yale Strom's Broken Consort: Shimmering Lights - Hanukkah Music,Yale Strom's Broken Consort,1,CD,14.81,22.99,"From the producers: “There’s a lot of great Jewish holiday music out there, and we were listening to one of our favorite world music programs during the holidays. That’s when it occurred to us that we could do our own Khanike album, one that reflects our interests and highlights Yale’s extraordinary arrangements and compositions, with music that could be enjoyed by a wide range of listeners, from little kids to serious music appreciators. And it provided a perfect opportunity for an idea that we had been discussing for some time- an entire album arranged for vocals and strings. It also gave us a perfect opportunity to join forces with Sara and David, whom we met through the Mark O’Conner Strings Camps; Amos; and Alex from the Hausmann Quartet. We wanted the repertoire to present a sense of how Khanike was and is celebrated by different cultures around the world. The Ladino songs were traditionally sung by women in the kitchen as they prepared for the holiday. There is a particular feeling of intimacy, comfort and family that was true of how we musicians felt about each other, both musically and personally, and that is really satisfying. When you listen to these songs, you’ll hear the musicians thinking out loud and sharing inspiring thoughts and ideas with each other. Each of us has our own personal references, ranging from classical to jazz and blues, to Middle Eastern, klezmer, bluegrass, and Texas Swing. You’ll hear all of this as we fuse seamlessly with each other.”",,https://b2b.naxosusa.com/Album.aspx?product=EUCD2809&medium=phy,30 World/Int'l.,World,World|Israeli,,Austria,,2018 ARC Music Productions Int. Ltd. ,,,,,,,,,,,,,,,,,,,,
2018,Arcana,A456,3760195734568,Francesco Maria Veracini ,Veracini: Sonate a violino solo e basso,Enrico Gatti; Guido Morini; Alain Gervreau,1,CD,14.81,22.99,"Of the many important anniversaries occurring in 2018, it is worth remembering the 350th death anniversary of the violin virtuoso Francesco Maria Veracini. What better occasion to rediscover Enrico Gatti’s first reference recording for the label Arcana? The fierce Florentine violinist played throughout Europe leaving indelible marks in towns such as Dresden, London, Frankfurt and Prague. His violin sonatas show a lively imagination and personal verve combined with a brilliant instrumental technique. This release presents a selection from the two volumes of violin sonatas: 2 chamber sonatas from Op. 1 (1721), a collection of 12, divided into 6 chamber sonatas containing Overtures or Preludes followed by suites of dances and 6 church sonatas in five movements, where the violin part notably more daring than in Corelli’s austere style, and 2 from the Academic Sonatas op. 2 (1744), distinguished not only for the originality and excellence of the music, but also for the presence of dynamic signs and unusual performing indications, a frequent use of the long bowing typical of the Italian virtuosi, an abundant variety of bow strokes and idiomatic inventions of great effect.",,https://b2b.naxosusa.com/Album.aspx?product=A456&medium=phy,01 Classical,Classical,Classical|Baroque Era,,Netherlands,1996 Outhere Music France,2018 Outhere Music France,,,,,,,,,,,,,,,,,,,,
2018,ATMA Classique,ACD2 2770,722056277020,Paolo Lorenzano; Jean-Baptiste Lully; Philippe Julien Mancini ,Lorenzano: Nicandro e Fileno,Le Nouvel Opera; Les Boreades de Montreal; Suzie LeBlanc; Pascale Beaudin; Philippe Gagne; Nils Brown; Jean-Marc Salzmann; Dominic Cote,1,CD,11.75,18.99,"Le Nouvel Opéra and Les Boréades de Montréal have assembled an exceptional group of artists for the first-ever recording of Nicandro e Fileno, a pastoral opera by Paolo Lorenzano (1640-1713) first performed in 1681 before Louis XIV at the palace of Fontainebleau. The manuscript is conserved in the Bibliothèque nationale in Paris. Canadian musicologist Albert La France prepared the critical edition of Nicandro e Fileno for the Centre de Musique Baroque de Versailles. Thanks to the initiative of Suzie LeBlanc and Francis Colpron, this opera was restored to life for this recording and for the 2017 performance in Montreal, with stage direction by Marie-Nathalie Lacoursière. Le Nouvel Opera is dedicated to the revival of the first operas of the Baroque period. Integrating music, dance, and theater in its productions, the company has been praised for its originality and historical expertise in Canada and abroad. The ensemble Les Boreades was founded in 1991 by Francis Colpron and specializes in performing Baroque repertoire with an approach that is authentic both in terms of period performance practice and the use of period instruments.",,https://b2b.naxosusa.com/Album.aspx?product=ACD2%202770&medium=phy,01 Classical,Classical,Classical|Opera,,Canada,2018 ATMA Classique,2018 ATMA Classique,,,,,,,,,,,,,,,,,,,,
2018,Audite,AUD97696,4022143976963,Ludwig van Beethoven ,"Ludwig van Beethoven: Complete Works for Piano Trio, Vol. 5",Swiss Piano Trio; Zurich Chamber Orchestra,1,CD,14.81,22.99,"The complete edition of Beethoven's works for piano trio is rounded out with this release of the fifth volume, also the high point of the series: the Triple Concerto, recorded here with the Zurich Chamber Orchestra, is not a chamber music work, but a concerto for piano trio and orchestra that posed special challenges to the composer due to the presence of three soloists. The work's originality lies in the art of balancing the detail of chamber music with orchestral ""al fresco."" The concerto can be discovered alongside the skillfully-written Kakadu Variations, op. 121a, with their folk-like character, a work probably composed in 1809. The Piano Trio WoO 38 was composed in 1790/91 and is thus dating from Beethoven's Bonn period - an early stage of his chamber music compositions. During his lifetime the work remained unpublished. The Swiss Piano Trio concludes its journey through the cosmos of Beethoven's piano trio works with his ""final word"" in the genre, the Allegretto, WoO 39 dating from 1812. As brief as it is striking, its lyrical, hovering atmosphere already anticipates Beethoven's late works.",https://youtu.be/hI73TdJNL5o,https://b2b.naxosusa.com/Album.aspx?product=AUD97696&medium=phydig,01 Classical,Classical,Classical|Chamber Music,,Germany,2018 Ludger Bockenhoff audite Musikproduktion,2018 Ludger Bockenhoff audite Musikproduktion,,,,,,,,,,,,,,,,,,,,
